  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.4470398E-02  7.5836104E-01  7.7283144E-01  6.9256717E-01  7.0584649E-01 -8.2483524E-03
      d      2   5.2003451E-18  5.2003451E-18  0.0000000E+00  4.7491735E-18  0.0000000E+00  0.0000000E+00
    he3      3   3.0758529E-04  3.0758529E-04  0.0000000E+00  2.8089981E-04  0.0000000E+00  0.0000000E+00
    he4      4   1.3999134E-02  3.2050455E-01  3.0650541E-01  2.9269820E-01  2.7993914E-01  1.9356439E-02
    li7      7  -6.7514083E-09  3.2100174E-09  9.9614255E-09  2.9315226E-09  9.0980219E-09 -4.9185371E-01
    be7      7   3.2914398E-18  3.2914398E-18  0.0000000E+00  3.0058809E-18  0.0000000E+00  0.0000000E+00
     b8      8   2.6463392E-28  2.6463392E-28  0.0000000E+00  2.4167481E-28  0.0000000E+00  0.0000000E+00
    c12     12  -9.5056265E-04  1.7920915E-03  2.7426542E-03  1.6366133E-03  2.5049355E-03 -1.8485045E-01
    c13     13   5.6165474E-05  8.9401059E-05  3.3235585E-05  8.1644801E-05  3.0354900E-05  4.2969972E-01
    c14     14   8.4514251E-27  8.4514251E-27  0.0000000E+00  7.7181966E-27  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   1.0546357E-03  1.8655264E-03  8.1089069E-04  1.7036771E-03  7.4060698E-04  3.6179948E-01
    n15     15  -9.3326742E-07  1.0640532E-06  1.9973206E-06  9.7173802E-07  1.8242035E-06 -2.7352411E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -1.5004538E-05  6.6077891E-03  6.6227936E-03  6.0345102E-03  6.0487650E-03 -1.0246873E-03
    o17     17   1.3144101E-05  1.5817506E-05  2.6734056E-06  1.4445211E-05  2.4416890E-06  7.7203351E-01
    o18     18  -3.9342840E-06  1.0967002E-05  1.4901286E-05  1.0015527E-05  1.3609721E-05 -1.3317545E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
