  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.1854982E-01  2.2790697E+00  2.3976195E+00  6.7090654E-01  7.0584649E-01 -2.2048229E-02
      d      2   1.8639245E-17  1.8639245E-17  0.0000000E+00  5.4869719E-18  0.0000000E+00  0.0000000E+00
    he3      3   5.3707448E-05  5.3707448E-05  0.0000000E+00  1.5810258E-05  0.0000000E+00  0.0000000E+00
    he4      4   9.0364337E-02  1.0412617E+00  9.5089734E-01  3.0652389E-01  2.7993914E-01  3.9400704E-02
    li7      7   1.0686332E-08  4.1590496E-08  3.0904165E-08  1.2243301E-08  9.0980219E-09  1.2895158E-01
    be7      7   4.7094295E-12  4.7094295E-12  0.0000000E+00  1.3863496E-12  0.0000000E+00  0.0000000E+00
     b8      8   4.3148877E-24  4.3148877E-24  0.0000000E+00  1.2702054E-24  0.0000000E+00  0.0000000E+00
    c12     12   5.0200997E-03  1.3528865E-02  8.5087651E-03  3.9825919E-03  2.5049355E-03  2.0136927E-01
    c13     13   3.3208404E-03  3.4239499E-03  1.0310953E-04  1.0079334E-03  3.0354900E-05  1.5212030E+00
    c14     14   3.0927808E-07  3.0927808E-07  0.0000000E+00  9.1044470E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   1.6163003E-02  1.8678697E-02  2.5156939E-03  5.4985858E-03  7.4060698E-04  8.7066317E-01
    n15     15  -5.8589872E-06  3.3746818E-07  6.1964552E-06  9.9342998E-08  1.8242035E-06 -1.2639360E+00
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -9.3023479E-04  1.9616213E-02  2.0546447E-02  5.7745692E-03  6.0487650E-03 -2.0147128E-02
    o17     17   2.4705900E-05  3.2999829E-05  8.2939305E-06  9.7144039E-06  2.4416890E-06  5.9972584E-01
    o18     18  -4.5755649E-05  4.7385907E-07  4.6229507E-05  1.3949339E-07  1.3609721E-05 -1.9892956E+00
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   4.9410050E-06  6.2722884E-06  1.3312834E-06  1.8464199E-06  3.9192281E-07  6.7312992E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   2.9418617E-05  4.2441357E-03  4.2147171E-03  1.2493776E-03  1.2407904E-03  2.9953185E-03
   ne21     21   4.0453970E-06  1.4653846E-05  1.0608449E-05  4.3137607E-06  3.1230711E-06  1.4027418E-01
   ne22     22   4.0072957E-03  4.3481980E-03  3.4090210E-04  1.2800111E-03  1.0035978E-04  1.1056541E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   2.0289291E-11  2.0289291E-11  0.0000000E+00  5.9727084E-12  0.0000000E+00  0.0000000E+00
   na23     23   7.8305493E-05  1.9239992E-04  1.1409443E-04  5.6638186E-05  3.3588796E-05  2.2691490E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -4.6074158E-05  1.9644217E-03  2.0104959E-03  5.7828135E-04  5.9187930E-04 -1.0093965E-02
   mg25     25   2.6529352E-04  5.3042406E-04  2.6513054E-04  1.5614484E-04  7.8053032E-05  3.0113786E-01
   mg26     26   1.8810178E-04  4.9168663E-04  3.0358485E-04  1.4474143E-04  8.9373774E-05  2.0938276E-01
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   5.0086373E-07  5.0086373E-07  0.0000000E+00  1.4744296E-07  0.0000000E+00  0.0000000E+00
