  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.1047876E-01  1.9956259E+00  2.1061046E+00  6.6877544E-01  7.0584649E-01 -2.3429940E-02
      d      2   1.7036379E-17  1.7036379E-17  0.0000000E+00  5.7092424E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.0621742E-04  2.0621742E-04  0.0000000E+00  6.9107715E-05  0.0000000E+00  0.0000000E+00
    he4      4   8.5414946E-02  9.2069733E-01  8.3528239E-01  3.0854470E-01  2.7993914E-01  4.2254452E-02
    li7      7  -2.6968658E-08  1.7802107E-10  2.7146680E-08  5.9658535E-11  9.0980219E-09 -2.1832745E+00
    be7      7   4.7994300E-16  4.7994300E-16  0.0000000E+00  1.6083881E-16  0.0000000E+00  0.0000000E+00
     b8      8   1.9298350E-27  1.9298350E-27  0.0000000E+00  6.4672756E-28  0.0000000E+00  0.0000000E+00
    c12     12   1.7726302E-02  2.5200527E-02  7.4742259E-03  8.4452173E-03  2.5049355E-03  5.2781427E-01
    c13     13   1.5225520E-04  2.4282816E-04  9.0572954E-05  8.1376733E-05  3.0354900E-05  4.2827144E-01
    c14     14   7.3883157E-08  7.3883157E-08  0.0000000E+00  2.4759771E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   4.1937716E-03  6.4035943E-03  2.2098229E-03  2.1459768E-03  7.4060698E-04  4.6203721E-01
    n15     15  -3.0583888E-06  2.3846696E-06  5.4430584E-06  7.9915202E-07  1.8242035E-06 -3.5844392E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -1.0807756E-03  1.6967529E-02  1.8048305E-02  5.6861695E-03  6.0487650E-03 -2.6846925E-02
    o17     17   3.9657989E-05  4.6943500E-05  7.2855114E-06  1.5731735E-05  2.4416890E-06  8.0908632E-01
    o18     18  -1.4524092E-05  2.6084592E-05  4.0608684E-05  8.7414855E-06  1.3609721E-05 -1.9226401E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   5.6208009E-06  6.7902201E-06  1.1694192E-06  2.2755430E-06  3.9192281E-07  7.6388448E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   1.5398255E-05  3.7176684E-03  3.7022701E-03  1.2458675E-03  1.2407904E-03  1.7734459E-03
   ne21     21   3.2752341E-06  1.2593854E-05  9.3186200E-06  4.2204606E-06  3.1230711E-06  1.3077798E-01
   ne22     22   3.5773376E-03  3.8767911E-03  2.9945350E-04  1.2991928E-03  1.0035978E-04  1.1121140E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   3.7489609E-17  3.7489609E-17  0.0000000E+00  1.2563542E-17  0.0000000E+00  0.0000000E+00
   na23     23   6.4210115E-05  1.6443236E-04  1.0022225E-04  5.5104680E-05  3.3588796E-05  2.1499406E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -3.2574986E-05  1.7334745E-03  1.7660495E-03  5.8092311E-04  5.9187930E-04 -8.1145093E-03
   mg25     25   1.0155099E-04  3.3444562E-04  2.3289463E-04  1.1207963E-04  7.8053032E-05  1.5713692E-01
   mg26     26   4.4523564E-05  3.1119701E-04  2.6667345E-04  1.0428854E-04  8.9373774E-05  6.7026511E-02
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   3.5618041E-07  3.5618041E-07  0.0000000E+00  1.1936341E-07  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   2.8958355E-05  1.9901319E-04  1.7005483E-04  6.6693428E-05  5.6992707E-05  6.8263769E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   5.0873496E-06  1.9605670E-03  1.9554796E-03  6.5702648E-04  6.5536553E-04  1.0992790E-03
   si29     29   1.9841245E-06  1.0482886E-04  1.0284474E-04  3.5130317E-05  3.4467706E-05  8.2696620E-03
   si30     30   4.1852836E-06  7.4316784E-05  7.0131500E-05  2.4905088E-05  2.3504090E-05  2.5144635E-02
    p31     31   1.9404742E-06  2.1465290E-05  1.9524816E-05  7.1934619E-06  6.5436075E-06  4.1120712E-02
    p32     32   7.0291751E-39  7.0291751E-39  0.0000000E+00  2.3556220E-39  0.0000000E+00  0.0000000E+00
    p33     33   1.3343645E-38  1.3343645E-38  0.0000000E+00  4.4717312E-39  0.0000000E+00  0.0000000E+00
    s32     32  -4.5703491E-06  9.3251147E-04  9.3708182E-04  3.1250383E-04  3.1405652E-04 -2.1524627E-03
    s33     33   4.4664557E-07  8.1832604E-06  7.7366149E-06  2.7423796E-06  2.5928732E-06  2.4346270E-02
    s34     34   1.1228076E-06  4.6116907E-05  4.4994100E-05  1.5454727E-05  1.5079462E-05  1.0675465E-02
    s35     35   1.3517354E-34  1.3517354E-34  0.0000000E+00  4.5299443E-35  0.0000000E+00  0.0000000E+00
    s36     36   1.2732463E-07  3.4942502E-07  2.2210040E-07  1.1709954E-07  7.4435420E-08  1.9677554E-01
   cl35     35  -9.5526957E-08  9.5172163E-06  9.6127433E-06  3.1894158E-06  3.2216446E-06 -4.3665012E-03
   cl36     36   1.3571729E-08  1.3571729E-08  0.0000000E+00  4.5481663E-09  0.0000000E+00  0.0000000E+00
   cl37     37   8.7157287E-07  4.1194044E-06  3.2478315E-06  1.3804975E-06  1.0884884E-06  1.0321181E-01
   ar36     36  -1.9961444E-06  1.7700726E-04  1.7900340E-04  5.9318787E-05  5.9991758E-05 -4.8993225E-03
   ar37     37   1.1088863E-33  1.1088863E-33  0.0000000E+00  3.7161071E-34  0.0000000E+00  0.0000000E+00
   ar38     38   8.0448444E-07  3.5159290E-05  3.4354805E-05  1.1782604E-05  1.1513776E-05  1.0023486E-02
   ar39     39   1.1087749E-10  1.1087749E-10  0.0000000E+00  3.7157336E-11  0.0000000E+00  0.0000000E+00
   ar40     40   1.4124340E-07  1.9908194E-07  5.7838530E-08  6.6716467E-08  1.9384185E-08  5.3678548E-01
    k39     39   9.8865712E-08  9.4182815E-06  9.3194158E-06  3.1562606E-06  3.1233380E-06  4.5538712E-03
    k40     40   4.0158138E-08  4.1666773E-08  1.5086367E-09  1.3963396E-08  5.0560922E-10  1.4411761E+00
    k41     41   8.6417742E-08  7.9345057E-07  7.0703283E-07  2.6590166E-07  2.3695719E-07  5.0051171E-02
   ca40     40  -1.3472745E-06  1.6000541E-04  1.6135268E-04  5.3621116E-05  5.4076245E-05 -3.6706713E-03
   ca41     41   2.1121275E-08  2.1121275E-08  0.0000000E+00  7.0781754E-09  0.0000000E+00  0.0000000E+00
   ca42     42   9.0964477E-08  1.2217406E-06  1.1307761E-06  4.0943050E-07  3.7897183E-07  3.3573262E-02
   ca43     43   2.1211264E-08  2.6276686E-07  2.4155560E-07  8.8058599E-08  8.0955701E-08  3.6524314E-02
   ca44     44   4.2359261E-08  3.8617236E-06  3.8193643E-06  1.2941433E-06  1.2800336E-06  4.7610034E-03
   ca45     45  -2.0517218E-29 -2.0517218E-29  0.0000000E+00 -6.8757429E-30  0.0000000E+00  0.0000000E+00
   ca46     46   4.6174279E-08  5.3831020E-08  7.6567410E-09  1.8039886E-08  2.5661042E-09  8.4695947E-01
   ca47     47   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ca48     48  -6.3960215E-10  3.7287481E-07  3.7351441E-07  1.2495805E-07  1.2518078E-07 -7.7341031E-04
   sc45     45   2.7240084E-08  1.3499465E-07  1.0775457E-07  4.5239496E-08  3.6113200E-08  9.7851783E-02
   sc46     46   1.2198644E-35  1.2198644E-35  0.0000000E+00  4.0880173E-36  0.0000000E+00  0.0000000E+00
   sc47     47   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   sc48     48  -1.1538728E-31  6.7845980E-29  6.7961367E-29  2.2736589E-29  2.2776783E-29  0.0000000E+00
   ti46     46  -6.8780537E-10  6.5763521E-07  6.5832302E-07  2.2038714E-07  2.2063243E-07 -4.8309367E-04
   ti47     47  -5.0889071E-09  6.0150751E-07  6.0659642E-07  2.0157759E-07  2.0329659E-07 -3.6878490E-03
   ti48     48  -1.1522661E-07  6.0230968E-06  6.1383234E-06  2.0184641E-06  2.0572168E-06 -8.2590114E-03
   ti49     49   9.4735242E-08  5.5458537E-07  4.5985013E-07  1.8585301E-07  1.5411560E-07  8.1322998E-02
   ti50     50   1.4714919E-07  5.9644162E-07  4.4929243E-07  1.9987991E-07  1.5057726E-07  1.2300973E-01
    v51     51  -1.7283583E-08  9.7287864E-07  9.9016222E-07  3.2603171E-07  3.3184605E-07 -7.6768133E-03
   cr52     52  -3.7490827E-07  4.0214807E-05  4.0589715E-05  1.3476812E-05  1.3603363E-05 -4.0591145E-03
   cr53     53  -2.0860170E-08  4.6701753E-06  4.6910354E-06  1.5650721E-06  1.5721682E-06 -1.9646522E-03
   cr54     54   3.0544527E-07  1.4951768E-06  1.1897315E-06  5.0106462E-07  3.9873032E-07  9.9214494E-02
   mn55     55   6.1533501E-07  3.6063379E-05  3.5448043E-05  1.2085583E-05  1.1880167E-05  7.4450285E-03
