  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -2.8732240E-02  9.1695273E-01  9.4568497E-01  6.8429315E-01  7.0578772E-01 -1.3431893E-02
      d      2   6.7068830E-18  6.7068830E-18  0.0000000E+00  5.0051367E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.7436798E-04  2.7436798E-04  0.0000000E+00  2.0475224E-04  0.0000000E+00  0.0000000E+00
    he4      4   2.2717655E-02  3.9788312E-01  3.7516546E-01  2.9692772E-01  2.7999511E-01  2.5500286E-02
    li7      7  -8.0441467E-09  4.1487302E-09  1.2192877E-08  3.0960676E-09  9.0998409E-09 -4.6822339E-01
    be7      7   5.5370560E-18  5.5370560E-18  0.0000000E+00  4.1321315E-18  0.0000000E+00  0.0000000E+00
     b8      8   4.7975550E-28  4.7975550E-28  0.0000000E+00  3.5802652E-28  0.0000000E+00  0.0000000E+00
    c12     12   4.0721782E-03  7.4292123E-03  3.3570339E-03  5.5441884E-03  2.5054363E-03  3.4495461E-01
    c13     13   5.8870115E-05  9.9550780E-05  4.0680665E-05  7.4291631E-05  3.0360969E-05  3.8862428E-01
    c14     14   1.2980002E-09  1.2980002E-09  0.0000000E+00  9.6865693E-10  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   1.2385100E-03  2.2310477E-03  9.9253771E-04  1.6649611E-03  7.4075500E-04  3.5172951E-01
    n15     15  -1.0955407E-06  1.3491981E-06  2.4447388E-06  1.0068643E-06  1.8245680E-06 -2.5818911E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   1.3383105E-06  8.1076995E-03  8.1063611E-03  6.0505224E-03  6.0499744E-03  3.9344890E-05
    o17     17   2.4813706E-05  2.8085979E-05  3.2722733E-06  2.0959687E-05  2.4421772E-06  9.3360764E-01
    o18     18  -4.9854116E-06  1.3253901E-05  1.8239312E-05  9.8909713E-06  1.3612442E-05 -1.3869710E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   4.9820966E-07  1.0234520E-06  5.2524234E-07  7.6377017E-07  3.9200114E-07  2.8967538E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -1.8912833E-06  1.6609759E-03  1.6628671E-03  1.2395344E-03  1.2410383E-03 -5.2663271E-04
   ne21     21  -7.2127477E-09  4.1782268E-06  4.1854396E-06  3.1180800E-06  3.1236955E-06 -7.8142341E-04
   ne22     22   3.3618769E-04  4.7068665E-04  1.3449896E-04  3.5125870E-04  1.0037985E-04  5.4398054E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.8864375E-25  1.8864375E-25  0.0000000E+00  1.4077892E-25  0.0000000E+00  0.0000000E+00
   na23     23   1.2046326E-05  5.7060952E-05  4.5014625E-05  4.2582804E-05  3.3595512E-05  1.0295301E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   7.8871381E-08  7.9329655E-04  7.9321768E-04  5.9201237E-04  5.9199764E-04  1.0820200E-05
   mg25     25  -5.6600402E-07  1.0403815E-04  1.0460416E-04  7.7640419E-05  7.8068631E-05 -2.3886873E-03
   mg26     26  -7.5063144E-07  1.1902522E-04  1.1977585E-04  8.8824796E-05  8.9391637E-05 -2.7626732E-03
