  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -4.9851131E-01  3.7532253E+00  4.2517366E+00  6.2304538E-01  7.0584649E-01 -5.4190587E-02
      d      2   2.7875940E-17  2.7875940E-17  0.0000000E+00  4.6274800E-18  0.0000000E+00  0.0000000E+00
    he3      3   8.5424787E-08  8.5424787E-08  0.0000000E+00  1.4180741E-08  0.0000000E+00  0.0000000E+00
    he4      4   4.7800481E-01  2.1642461E+00  1.6862413E+00  3.5927060E-01  2.7993914E-01  1.0835806E-01
    li7      7  -5.3891426E-08  9.1141705E-10  5.4802843E-08  1.5129764E-10  9.0980219E-09 -1.7791148E+00
    be7      7   1.7144915E-12  1.7144915E-12  0.0000000E+00  2.8461014E-13  0.0000000E+00  0.0000000E+00
     b8      8   2.7167297E-25  2.7167297E-25  0.0000000E+00  4.5098432E-26  0.0000000E+00  0.0000000E+00
    c12     12  -1.0923001E-02  4.1657267E-03  1.5088728E-02  6.9152168E-04  2.5049355E-03 -5.5899072E-01
    c13     13   5.1309401E-04  6.9593976E-04  1.8284578E-04  1.1552784E-04  3.0354900E-05  5.8045787E-01
    c14     14   1.4538136E-08  1.4538136E-08  0.0000000E+00  2.4133691E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   4.1603867E-02  4.6064988E-02  4.4611199E-03  7.6469099E-03  7.4060698E-04  1.0138981E+00
    n15     15  -9.7431648E-06  1.2451065E-06  1.0988271E-05  2.0669098E-07  1.8242035E-06 -9.4575179E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
