  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>           X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.4043832E-01  2.4272902E+00  2.5677285E+00  6.6720456E-01  7.0584649E-01 -2.4451273E-02
      d      2   1.8456216E-17  1.8456216E-17  0.0000000E+00  5.0731765E-18  0.0000000E+00  0.0000000E+00
    he3      3   4.2629657E-05  4.2629657E-05  0.0000000E+00  1.1717882E-05  0.0000000E+00  0.0000000E+00
    he4      4   1.1413848E-01  1.1325011E+00  1.0183626E+00  3.1129771E-01  2.7993914E-01  4.6112280E-02
    li7      7  -8.0939699E-10  3.2287392E-08  3.3096789E-08  8.8750385E-09  9.0980219E-09 -1.0776766E-02
    be7      7   5.2533681E-12  5.2533681E-12  0.0000000E+00  1.4440263E-12  0.0000000E+00  0.0000000E+00
     b8      8   6.3170530E-24  6.3170530E-24  0.0000000E+00  1.7364081E-24  0.0000000E+00  0.0000000E+00
    c12     12   2.8886981E-03  1.2001153E-02  9.1124550E-03  3.2988326E-03  2.5049355E-03  1.1956374E-01
    c13     13   2.7810840E-03  2.8915091E-03  1.1042506E-04  7.9480733E-04  3.0354900E-05  1.4180331E+00
    c14     14   4.8805834E-08  4.8805834E-08  0.0000000E+00  1.3415567E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   2.0211671E-02  2.2905851E-02  2.6941802E-03  6.2962756E-03  7.4060698E-04  9.2949599E-01
    n15     15  -6.2294057E-06  4.0668206E-07  6.6360876E-06  1.1178726E-07  1.8242035E-06 -1.2126811E+00
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -1.4833100E-03  2.0520888E-02  2.2004198E-02  5.6407056E-03  6.0487650E-03 -3.0333309E-02
    o17     17   2.4061963E-05  3.2944339E-05  8.8823772E-06  9.0556177E-06  2.4416890E-06  5.6922776E-01
    o18     18  -4.9333474E-05  1.7597171E-07  4.9509446E-05  4.8370453E-08  1.3609721E-05 -2.4492693E+00
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   3.0995463E-06  4.5252832E-06  1.4257369E-06  1.2438931E-06  3.9192281E-07  5.0158250E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -2.2700988E-06  4.5114770E-03  4.5137471E-03  1.2400980E-03  1.2407904E-03 -2.4238617E-04
   ne21     21   1.0460762E-06  1.2407186E-05  1.1361110E-05  3.4104412E-06  3.1230711E-06  3.8228709E-02
   ne22     22   1.5913824E-03  1.9564712E-03  3.6508881E-04  5.3778756E-04  1.0035978E-04  7.2905105E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   2.3343761E-11  2.3343761E-11  0.0000000E+00  6.4166467E-12  0.0000000E+00  0.0000000E+00
   na23     23   5.7923608E-05  1.8011294E-04  1.2218933E-04  4.9508777E-05  3.3588796E-05  1.6848773E-01
