  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -9.9280834E-02  1.5282600E+00  1.6275408E+00  6.6273201E-01  7.0584649E-01 -2.7372312E-02
      d      2   1.3455242E-17  1.3455242E-17  0.0000000E+00  5.8348837E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.2756279E-04  2.2756279E-04  0.0000000E+00  9.8682911E-05  0.0000000E+00  0.0000000E+00
    he4      4   7.7289224E-02  7.2277290E-01  6.4548367E-01  3.1343144E-01  2.7993914E-01  4.9078915E-02
    li7      7  -1.7914983E-08  3.0632363E-09  2.0978220E-08  1.3283765E-09  9.0980219E-09 -8.3562577E-01
    be7      7   9.6319785E-19  9.6319785E-19  0.0000000E+00  4.1769204E-19  0.0000000E+00  0.0000000E+00
     b8      8   7.3734505E-29  7.3734505E-29  0.0000000E+00  3.1975068E-29  0.0000000E+00  0.0000000E+00
    c12     12   1.5136763E-02  2.0912644E-02  5.7758801E-03  9.0687964E-03  2.5049355E-03  5.5875313E-01
    c13     13   9.8021737E-05  1.6801407E-04  6.9992333E-05  7.2859526E-05  3.0354900E-05  3.8025755E-01
    c14     14   2.5654128E-08  2.5654128E-08  0.0000000E+00  1.1124947E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   2.9568945E-03  4.6645859E-03  1.7076915E-03  2.0228040E-03  7.4060698E-04  4.3636602E-01
    n15     15  -2.1617618E-06  2.0444866E-06  4.2062484E-06  8.8659436E-07  1.8242035E-06 -3.1334832E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -6.1123073E-04  1.3336011E-02  1.3947242E-02  5.7831793E-03  6.0487650E-03 -1.9500045E-02
    o17     17   3.2514563E-05  3.8144608E-05  5.6300464E-06  1.6541460E-05  2.4416890E-06  8.3088350E-01
    o18     18  -1.0648451E-05  2.0732845E-05  3.1381296E-05  8.9908262E-06  1.3609721E-05 -1.8004964E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   4.6607884E-06  5.5644837E-06  9.0369554E-07  2.4130459E-06  3.9192281E-07  7.8936505E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   2.3453962E-05  2.8844681E-03  2.8610141E-03  1.2508534E-03  1.2407904E-03  3.5079941E-03
   ne21     21   1.8153146E-06  9.0164922E-06  7.2011776E-06  3.9100141E-06  3.1230711E-06  9.7596467E-02
   ne22     22   3.9713527E-03  4.2027622E-03  2.3140958E-04  1.8225334E-03  1.0035978E-04  1.2591158E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   2.8962546E-21  2.8962546E-21  0.0000000E+00  1.2559647E-21  0.0000000E+00  0.0000000E+00
   na23     23   8.2579092E-05  1.6002814E-04  7.7449047E-05  6.9396418E-05  3.3588796E-05  3.1514260E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   1.2760749E-05  1.3775160E-03  1.3647552E-03  5.9736165E-04  5.9187930E-04  4.0041637E-03
   mg25     25   2.3309214E-05  2.0328388E-04  1.7997467E-04  8.8154331E-05  7.8053032E-05  5.2853886E-02
   mg26     26   6.9217494E-06  2.1299977E-04  2.0607802E-04  9.2367642E-05  8.9373774E-05  1.4309762E-02
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   1.1760960E-05  1.4317475E-04  1.3141379E-04  6.2087922E-05  5.6992707E-05  3.7187822E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   1.5100231E-06  1.5126518E-03  1.5111418E-03  6.5596349E-04  6.5536553E-04  3.9608174E-04
   si29     29   4.1249587E-07  7.9888130E-05  7.9475634E-05  3.4643595E-05  3.4467706E-05  2.2105658E-03
   si30     30   1.1908087E-06  5.5386539E-05  5.4195731E-05  2.4018447E-05  2.3504090E-05  9.4014825E-03
    p31     31   1.7981929E-06  1.6886443E-05  1.5088250E-05  7.3228284E-06  6.5436075E-06  4.8861623E-02
    p32     32   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -2.1478045E-06  7.2200369E-04  7.2415150E-04  3.1309787E-04  3.1405652E-04 -1.3276996E-03
    s33     33   3.1357831E-07  6.2922254E-06  5.9786471E-06  2.7286321E-06  2.5928732E-06  2.2163717E-02
    s34     34   2.6455746E-07  3.5034780E-05  3.4770223E-05  1.5192880E-05  1.5079462E-05  3.2542243E-03
    s35     35   1.7951712E-39  1.7951712E-39  0.0000000E+00  7.7847875E-40  0.0000000E+00  0.0000000E+00
    s36     36   6.5704924E-08  2.3733811E-07  1.7163319E-07  1.0292199E-07  7.4435420E-08  1.4072855E-01
   cl35     35  -5.9987087E-08  7.3684810E-06  7.4284681E-06  3.1953516E-06  3.2216446E-06 -3.5589794E-03
   cl36     36   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   cl37     37   7.3063075E-07  3.2404673E-06  2.5098366E-06  1.4052330E-06  1.0884884E-06  1.1092452E-01
   ar36     36  -1.1403608E-06  1.3718863E-04  1.3832899E-04  5.9492035E-05  5.9991758E-05 -3.6327674E-03
   ar37     37   6.8713581E-39  6.8713581E-39  0.0000000E+00  2.9797743E-39  0.0000000E+00  0.0000000E+00
   ar38     38   4.3560613E-07  2.6984071E-05  2.6548465E-05  1.1701679E-05  1.1513776E-05  7.0303665E-03
   ar39     39   2.3624555E-11  2.3624555E-11  0.0000000E+00  1.0244821E-11  0.0000000E+00  0.0000000E+00
   ar40     40   8.8964129E-08  1.3366018E-07  4.4696055E-08  5.7961916E-08  1.9384185E-08  4.7569519E-01
    k39     39   9.2438313E-08  7.2942312E-06  7.2017929E-06  3.1631532E-06  3.1233380E-06  5.5012424E-03
    k40     40  -1.1658337E-09  0.0000000E+00  1.1658337E-09  0.0000000E+00  5.0560922E-10  0.0000000E+00
    k41     41   9.7275006E-08  6.4365088E-07  5.4637587E-07  2.7912006E-07  2.3695719E-07  7.1121156E-02
   ca40     40  -7.9632446E-07  1.2389268E-04  1.2468900E-04  5.3726228E-05  5.4076245E-05 -2.8201719E-03
   ca41     41   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
