  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -6.2002039E-01  4.2765779E+00  4.8965983E+00  6.1643475E-01  7.0584649E-01 -5.8823135E-02
      d      2   2.8658516E-17  2.8658516E-17  0.0000000E+00  4.1308978E-18  0.0000000E+00  0.0000000E+00
    he3      3   1.6544982E-06  1.6544982E-06  0.0000000E+00  2.3848278E-07  0.0000000E+00  0.0000000E+00
    he4      4   6.0565269E-01  2.5476465E+00  1.9419938E+00  3.6722302E-01  2.7993914E-01  1.1786629E-01
    li7      7  -3.3114553E-08  3.0000244E-08  6.3114797E-08  4.3242969E-09  9.0980219E-09 -3.2303146E-01
    be7      7   9.0677899E-12  9.0677899E-12  0.0000000E+00  1.3070500E-12  0.0000000E+00  0.0000000E+00
     b8      8   1.4364324E-23  1.4364324E-23  0.0000000E+00  2.0705033E-24  0.0000000E+00  0.0000000E+00
    c12     12  -1.3869805E-02  3.5074332E-03  1.7377239E-02  5.0556863E-04  2.5049355E-03 -6.9501644E-01
    c13     13   4.8288057E-04  6.9345860E-04  2.1057803E-04  9.9956553E-05  3.0354900E-05  5.1758248E-01
    c14     14   3.9212136E-09  3.9212136E-09  0.0000000E+00  5.6521182E-10  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   3.9763346E-02  4.4901084E-02  5.1377388E-03  6.4721350E-03  7.4060698E-04  9.4145977E-01
    n15     15  -1.0911400E-05  1.7434646E-06  1.2654865E-05  2.5130660E-07  1.8242035E-06 -8.6086941E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -1.2767095E-02  2.9194400E-02  4.1961495E-02  4.2081410E-03  6.0487650E-03 -1.5757644E-01
    o17     17   1.3352184E-04  1.5046033E-04  1.6938484E-05  2.1687662E-05  2.4416890E-06  9.4852239E-01
    o18     18  -9.4366660E-05  4.6696162E-08  9.4413357E-05  6.7308812E-09  1.3609721E-05 -3.3057773E+00
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
