  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>           X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -9.3499660E-02  2.1558917E+00  2.2493913E+00  6.7646426E-01  7.0584649E-01 -1.8465398E-02
      d      2   1.8169399E-17  1.8169399E-17  0.0000000E+00  5.7010979E-18  0.0000000E+00  0.0000000E+00
    he3      3   1.9835675E-04  1.9835675E-04  0.0000000E+00  6.2239327E-05  0.0000000E+00  0.0000000E+00
    he4      4   7.2357476E-02  9.6446747E-01  8.9210999E-01  3.0262551E-01  2.7993914E-01  3.3841871E-02
    li7      7  -1.8674159E-08  1.0319416E-08  2.8993576E-08  3.2379719E-09  9.0980219E-09 -4.4867396E-01
    be7      7   3.8627870E-14  3.8627870E-14  0.0000000E+00  1.2120449E-14  0.0000000E+00  0.0000000E+00
     b8      8   2.5588237E-25  2.5588237E-25  0.0000000E+00  8.0289412E-26  0.0000000E+00  0.0000000E+00
    c12     12   1.3915081E-02  2.1897808E-02  7.9827271E-03  6.8709780E-03  2.5049355E-03  4.3822205E-01
    c13     13   1.8199478E-04  2.7872977E-04  9.6734992E-05  8.7458349E-05  3.0354900E-05  4.5957249E-01
    c14     14   1.1921244E-07  1.1921244E-07  0.0000000E+00  3.7405851E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   4.4249734E-03  6.7851394E-03  2.3601661E-03  2.1290050E-03  7.4060698E-04  4.5858893E-01
    n15     15  -3.9971492E-06  1.8162223E-06  5.8133714E-06  5.6988461E-07  1.8242035E-06 -5.0528640E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -9.7838044E-04  1.8297823E-02  1.9276204E-02  5.7413941E-03  6.0487650E-03 -2.2649372E-02
    o17     17   4.1637555E-05  4.9418730E-05  7.7811737E-06  1.5506348E-05  2.4416890E-06  8.0281913E-01
    o18     18  -1.5461301E-05  2.7910159E-05  4.3371459E-05  8.7575017E-06  1.3609721E-05 -1.9146901E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   4.2584097E-06  5.5073892E-06  1.2489795E-06  1.7280794E-06  3.9192281E-07  6.4436316E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   1.0333490E-05  3.9644837E-03  3.9541502E-03  1.2439548E-03  1.2407904E-03  1.1061988E-03
   ne21     21   3.3870565E-06  1.3339659E-05  9.9526023E-06  4.1856474E-06  3.1230711E-06  1.2718080E-01
   ne22     22   3.0580836E-03  3.3779100E-03  3.1982650E-04  1.0599027E-03  1.0035978E-04  1.0237063E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   3.8748871E-14  3.8748871E-14  0.0000000E+00  1.2158415E-14  0.0000000E+00  0.0000000E+00
   na23     23   6.1897794E-05  1.6893857E-04  1.0704077E-04  5.3008651E-05  3.3588796E-05  1.9815230E-01
