  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -2.8725088E-02  9.1695988E-01  9.4568497E-01  6.8429846E-01  7.0578772E-01 -1.3428529E-02
      d      2   6.7092049E-18  6.7092049E-18  0.0000000E+00  5.0068697E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.7440989E-04  2.7440989E-04  0.0000000E+00  2.0478352E-04  0.0000000E+00  0.0000000E+00
    he4      4   2.2648960E-02  3.9781442E-01  3.7516546E-01  2.9687646E-01  2.7999511E-01  2.5425293E-02
    li7      7  -8.0454132E-09  4.1474637E-09  1.2192877E-08  3.0951224E-09  9.0998409E-09 -4.6835598E-01
    be7      7   5.5376938E-18  5.5376938E-18  0.0000000E+00  4.1326076E-18  0.0000000E+00  0.0000000E+00
     b8      8   4.7997256E-28  4.7997256E-28  0.0000000E+00  3.5818850E-28  0.0000000E+00  0.0000000E+00
    c12     12   3.8158798E-03  7.1729138E-03  3.3570339E-03  5.3529209E-03  2.5054363E-03  3.2970747E-01
    c13     13   5.8875179E-05  9.9555844E-05  4.0680665E-05  7.4295407E-05  3.0360969E-05  3.8864633E-01
    c14     14   5.2386731E-09  5.2386731E-09  0.0000000E+00  3.9094576E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   1.2394411E-03  2.2319788E-03  9.9253771E-04  1.6656560E-03  7.4075500E-04  3.5191074E-01
    n15     15  -1.0873116E-06  1.3574272E-06  2.4447388E-06  1.0130054E-06  1.8245680E-06 -2.5554827E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   4.5313500E-05  8.1516746E-03  8.1063611E-03  6.0833395E-03  6.0499744E-03  2.3884934E-03
    o17     17   2.4827646E-05  2.8099919E-05  3.2722733E-06  2.0970090E-05  2.4421772E-06  9.3382311E-01
    o18     18  -4.9792188E-06  1.3260094E-05  1.8239312E-05  9.8955925E-06  1.3612442E-05 -1.3849422E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   7.4524820E-07  1.2704905E-06  5.2524234E-07  9.4812731E-07  3.9200114E-07  3.8357931E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -9.4878487E-07  1.6619184E-03  1.6628671E-03  1.2402376E-03  1.2410383E-03 -2.8028016E-04
   ne21     21   8.7268290E-08  4.2727079E-06  4.1854396E-06  3.1885882E-06  3.1236955E-06  8.9297546E-03
   ne22     22   6.0450402E-04  7.3900295E-04  1.3449896E-04  5.5149477E-04  1.0037985E-04  7.3989487E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.9485943E-25  1.9485943E-25  0.0000000E+00  1.4541750E-25  0.0000000E+00  0.0000000E+00
   na23     23   1.4691715E-05  5.9706341E-05  4.5014625E-05  4.4556975E-05  3.3595512E-05  1.2263444E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   1.2347591E-06  7.9445244E-04  7.9321768E-04  5.9287500E-04  5.9199764E-04  6.4315228E-04
   mg25     25   2.6993075E-07  1.0487409E-04  1.0460416E-04  7.8264253E-05  7.8068631E-05  1.0868850E-03
   mg26     26  -5.2055839E-07  1.1925530E-04  1.1977585E-04  8.8996494E-05  8.9391637E-05 -1.9239847E-03
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   2.7052447E-06  7.9085046E-05  7.6379802E-05  5.9018694E-05  5.7004101E-05  1.5083472E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   1.8795254E-07  8.7848777E-04  8.7829982E-04  6.5558794E-04  6.5549649E-04  6.0568946E-05
   si29     29   2.9653165E-08  4.6222165E-05  4.6192512E-05  3.4494155E-05  3.4474597E-05  2.4631279E-04
   si30     30   1.3125464E-07  3.1630683E-05  3.1499429E-05  2.3604989E-05  2.3508790E-05  1.7735490E-03
    p31     31   2.3639222E-07  9.0059248E-06  8.7695325E-06  6.7208398E-06  6.5449153E-06  1.1519506E-02
    p32     32   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -2.7040369E-07  4.2061805E-04  4.2088845E-04  3.1389410E-04  3.1411930E-04 -3.1146809E-04
    s33     33   4.5685738E-08  3.5205712E-06  3.4748855E-06  2.6272921E-06  2.5933916E-06  5.6402669E-03
    s34     34   1.8777428E-08  2.0227788E-05  2.0209010E-05  1.5095365E-05  1.5082476E-05  3.7094281E-04
    s35     35   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s36     36   7.9834166E-09  1.0773937E-07  9.9755951E-08  8.0402515E-08  7.4450291E-08  3.3403255E-02
