  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -2.8783023E-02  9.1690195E-01  9.4568497E-01  6.8425524E-01  7.0578772E-01 -1.3455977E-02
      d      2   6.7130918E-18  6.7130918E-18  0.0000000E+00  5.0097702E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.7447107E-04  2.7447107E-04  0.0000000E+00  2.0482916E-04  0.0000000E+00  0.0000000E+00
    he4      4   2.2560775E-02  3.9772624E-01  3.7516546E-01  2.9681066E-01  2.7999511E-01  2.5329042E-02
    li7      7  -8.0480138E-09  4.1448631E-09  1.2192877E-08  3.0931817E-09  9.0998409E-09 -4.6862835E-01
    be7      7   5.5310610E-18  5.5310610E-18  0.0000000E+00  4.1276577E-18  0.0000000E+00  0.0000000E+00
     b8      8   4.8041167E-28  4.8041167E-28  0.0000000E+00  3.5851619E-28  0.0000000E+00  0.0000000E+00
    c12     12   3.0692944E-03  6.4263283E-03  3.3570339E-03  4.7957678E-03  2.5054363E-03  2.8197476E-01
    c13     13   5.8871825E-05  9.9552490E-05  4.0680665E-05  7.4292904E-05  3.0360969E-05  3.8863173E-01
    c14     14   3.5428656E-09  3.5428656E-09  0.0000000E+00  2.6439297E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   1.2390183E-03  2.2315560E-03  9.9253771E-04  1.6653404E-03  7.4075500E-04  3.5182846E-01
    n15     15  -1.0783621E-06  1.3663768E-06  2.4447388E-06  1.0196842E-06  1.8245680E-06 -2.5269437E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
