  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -2.2616208E-02  6.0128152E-01  6.2389773E-01  6.8018270E-01  7.0584649E-01 -1.6084682E-02
      d      2   4.0531296E-18  4.0531296E-18  0.0000000E+00  4.5849881E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.8011581E-04  2.8011581E-04  0.0000000E+00  3.1687308E-04  0.0000000E+00  0.0000000E+00
    he4      4   1.9106254E-02  2.6654446E-01  2.4743821E-01  3.0152088E-01  2.7993914E-01  3.2253783E-02
    li7      7  -5.0595697E-09  2.9821718E-09  8.0417415E-09  3.3734975E-09  9.0980219E-09 -4.3086657E-01
    be7      7   4.3640147E-18  4.3640147E-18  0.0000000E+00  4.9366681E-18  0.0000000E+00  0.0000000E+00
     b8      8   1.7339841E-28  1.7339841E-28  0.0000000E+00  1.9615204E-28  0.0000000E+00  0.0000000E+00
    c12     12   2.0285039E-03  4.2426162E-03  2.2141123E-03  4.7993395E-03  2.5049355E-03  2.8238490E-01
    c13     13   4.5640001E-05  7.2470699E-05  2.6830696E-05  8.1980426E-05  3.0354900E-05  4.3148136E-01
    c14     14   1.1116740E-08  1.1116740E-08  0.0000000E+00  1.2575497E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   7.6749449E-04  1.4221170E-03  6.5462250E-04  1.6087296E-03  7.4060698E-04  3.3689529E-01
    n15     15  -6.6610107E-07  9.4631241E-07  1.6124135E-06  1.0704891E-06  1.8242035E-06 -2.3149103E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   1.4683791E-04  5.4933410E-03  5.3465031E-03  6.2141865E-03  6.0487650E-03  1.1717548E-02
    o17     17   4.3248219E-06  6.4830310E-06  2.1582089E-06  7.3337455E-06  2.4416890E-06  4.7763550E-01
    o18     18  -2.7289561E-06  9.3006765E-06  1.2029633E-05  1.0521127E-05  1.3609721E-05 -1.1178695E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   2.4393086E-07  5.9035142E-07  3.4642056E-07  6.6781837E-07  3.9192281E-07  2.3145784E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -9.5833093E-07  1.0957762E-03  1.0967345E-03  1.2395659E-03  1.2407904E-03 -4.2877969E-04
   ne21     21   3.2415983E-08  2.7928986E-06  2.7604826E-06  3.1593875E-06  3.1230711E-06  5.0210087E-03
   ne22     22   2.3510016E-04  3.2380817E-04  8.8708002E-05  3.6629883E-04  1.0035978E-04  5.6227589E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.0635644E-30  1.0635644E-30  0.0000000E+00  1.2031272E-30  0.0000000E+00  0.0000000E+00
   na23     23   4.7772592E-06  3.4466397E-05  2.9689138E-05  3.8989136E-05  3.3588796E-05  6.4749189E-02
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   3.9767474E-07  5.2355981E-04  5.2316213E-04  5.9226225E-04  5.9187930E-04  2.8087545E-04
   mg25     25  -5.8672595E-07  6.8404348E-05  6.8991074E-05  7.7380486E-05  7.8053032E-05 -3.7583166E-03
   mg26     26  -2.1800224E-07  7.8779471E-05  7.8997473E-05  8.9117049E-05  8.9373774E-05 -1.2492917E-03
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
