  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -3.7575984E-01  3.2090228E+00  3.5847826E+00  6.3182175E-01  7.0584649E-01 -4.8115689E-02
      d      2   2.3936158E-17  2.3936158E-17  0.0000000E+00  4.7127701E-18  0.0000000E+00  0.0000000E+00
    he3      3   1.1684602E-07  1.1684602E-07  0.0000000E+00  2.3005713E-08  0.0000000E+00  0.0000000E+00
    he4      4   3.4471083E-01  1.7664378E+00  1.4217269E+00  3.4779245E-01  2.7993914E-01  9.4256498E-02
    li7      7  -4.5435396E-08  7.7072976E-10  4.6206125E-08  1.5174832E-10  9.0980219E-09 -1.7778231E+00
    be7      7   9.4266641E-13  9.4266641E-13  0.0000000E+00  1.8560079E-13  0.0000000E+00  0.0000000E+00
     b8      8   4.9091261E-26  4.9091261E-26  0.0000000E+00  9.6655367E-27  0.0000000E+00  0.0000000E+00
    c12     12  -7.3519447E-03  5.3698705E-03  1.2721815E-02  1.0572693E-03  2.5049355E-03 -3.7461093E-01
    c13     13   6.0764677E-04  7.6181022E-04  1.5416344E-04  1.4999216E-04  3.0354900E-05  6.9383973E-01
    c14     14   1.9252294E-08  1.9252294E-08  0.0000000E+00  3.7905679E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   4.4210341E-02  4.7971662E-02  3.7613206E-03  9.4451001E-03  7.4060698E-04  1.1056187E+00
    n15     15  -8.2242987E-06  1.0402835E-06  9.2645823E-06  2.0482052E-07  1.8242035E-06 -9.4969982E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -8.3593354E-03  2.2360528E-02  3.0719863E-02  4.4025453E-03  6.0487650E-03 -1.3796286E-01
    o17     17   5.1543324E-05  6.3943931E-05  1.2400606E-05  1.2589866E-05  2.4416890E-06  7.1233076E-01
    o18     18  -6.9106231E-05  1.3457925E-08  6.9119691E-05  2.6497193E-09  1.3609721E-05 -3.7106495E+00
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19  -1.1349047E-06  8.5555359E-07  1.9904583E-06  1.6844922E-07  3.9192281E-07 -3.6673152E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -6.1374158E-07  6.3009877E-03  6.3016014E-03  1.2405962E-03  1.2407904E-03 -6.7981877E-05
   ne21     21  -1.4894405E-05  9.6673716E-07  1.5861142E-05  1.9034006E-07  3.1230711E-06 -1.2150517E+00
   ne22     22   1.5204877E-03  2.0301850E-03  5.0969719E-04  3.9972141E-04  1.0035978E-04  6.0019773E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.9228624E-10  1.9228624E-10  0.0000000E+00  3.7859074E-11  0.0000000E+00  0.0000000E+00
   na23     23   8.6650762E-05  2.5723819E-04  1.7058743E-04  5.0647410E-05  3.3588796E-05  1.7836279E-01
   na24     24  -1.3525683E-39 -1.3525683E-39  0.0000000E+00 -2.6630556E-40  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -2.6804581E-04  2.7379317E-03  3.0059775E-03  5.3906906E-04  5.9187930E-04 -4.0588755E-02
   mg25     25   3.6849373E-04  7.6490163E-04  3.9640791E-04  1.5060083E-04  7.8053032E-05  2.8543758E-01
   mg26     26   1.0848287E-04  5.6238542E-04  4.5390255E-04  1.1072759E-04  8.9373774E-05  9.3045764E-02
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   1.4859917E-05  1.4859917E-05  0.0000000E+00  2.9257565E-06  0.0000000E+00  0.0000000E+00
