1
1001
3
z
rho,g_z,Phi
cm
g/cm^3,cm/s^2,erg/g
0.000000000000e+00
1.511982014931e+22
linear
4.320441251844e-24,4.311530355240e-24,4.284928540977e-24,4.241024638077e-24,4.180454230237e-24,4.104081578350e-24,4.012975506162e-24,3.908380342829e-24,3.791683198333e-24,3.664378951737e-24,3.528034304345e-24,3.384252227493e-24,3.234638241511e-24,3.080768995447e-24,2.924164537684e-24,2.766264554751e-24,2.608408938256e-24,2.451822863213e-24,2.297606274092e-24,2.146727555662e-24,2.000021028062e-24,1.858187822528e-24,1.721799638170e-24,1.591304832752e-24,1.467036333109e-24,1.349220934563e-24,1.237989409172e-24,1.133387107592e-24,1.035384708111e-24,9.438887786377e-25,8.587519503705e-25,7.797825235243e-25,7.067533780388e-25,6.394101071649e-25,5.774783292247e-25,5.206701633657e-25,4.686898806445e-25,4.212387603229e-25,3.780191955580e-25,3.387381024288e-25,3.031096923156e-25,2.708576706954e-25,2.417169260524e-25,2.154347713701e-25,1.917717980457e-25,1.705023984620e-25,1.514150091970e-25,1.343121222266e-25,1.190101066921e-25,1.053388790326e-25,9.314145503654e-26,8.227341396105e-26,7.260229610288e-26,6.400695698036e-26,5.637689566903e-26,4.961157123761e-26,4.361972243962e-26,3.831870031805e-26,3.363381103433e-26,2.949768292334e-26,2.584966447264e-26,2.263526233138e-26,1.980559491172e-26,1.731688025412e-26,1.512997762809e-26,1.320994839979e-26,1.152563629138e-26,1.004931270690e-26,8.756329601531e-27,7.624791099838e-27,6.635295507399e-27,5.770648296723e-27,5.015641411242e-27,4.356840017873e-27,3.782374555755e-27,3.281792926051e-27,2.845870889743e-27,2.466508833951e-27,2.136566804740e-27,1.849791895041e-27,1.600677772844e-27,1.384414186201e-27,1.196770348294e-27,1.034056156761e-27,8.930350988774e-28,7.708805081122e-28,6.651292503945e-28,5.736190000681e-28,4.944803910225e-28,4.260704176832e-28,3.669637100969e-28,3.159247874609e-28,2.718666570020e-28,2.338563552763e-28,2.010807034708e-28,1.728255258008e-28,1.484825926685e-28,1.275210163783e-28,1.094735137149e-28,9.394409792771e-29,8.059011239643e-29,6.910784840810e-29,5.923742948049e-29,5.076041687711e-29,4.348263517844e-29,3.723294960022e-29,3.186937025705e-29,2.727104412371e-29,2.332954852405e-29,1.994908449877e-29,1.705153506403e-29,1.457146441439e-29,1.244964648999e-29,1.063290225525e-29,9.076303528632e-30,7.745209621902e-30,6.608659275300e-30,5.638302145581e-30,4.808406359201e-30,4.097678297806e-30,3.490748744191e-30,2.973753560087e-30,2.533731969357e-30,2.158626557988e-30,1.837768713006e-30,1.564483464601e-30,1.331218444924e-30,1.131382272692e-30,9.599167761469e-31,8.132969930559e-31,6.895311707138e-31,5.779454021278e-31,4.754450530362e-31,3.933790380690e-31,3.376093112637e-31,3.084583498505e-31,3.007091542522e-31,3.036052480842e-31,3.008506781548e-31,2.710555673181e-31,2.266589062945e-31,1.878805588245e-31,1.576913678799e-31,1.371157533871e-31,1.252317122265e-31,1.191708182332e-31,1.141182221963e-31,1.033126518596e-31,8.624296139226e-32,7.044039128405e-32,5.733002426595e-32,4.774329981693e-32,4.193538563499e-32,3.958517763712e-32,3.979529995932e-32,4.109210495665e-32,4.142567320312e-32,3.816981349179e-32,3.196016558759e-32,2.630864219729e-32,2.137409951647e-32,1.725534506572e-32,1.400070411298e-32,1.160801967354e-32,1.002465251004e-32,9.147481132457e-33,8.822901798140e-33,8.846828511777e-33,8.964693025411e-33,8.871444838432e-33,8.211551197586e-33,6.920738420104e-33,5.691403190546e-33,4.564077440348e-33,3.534745918534e-33,2.599216025725e-33,1.753117814140e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33,1.000000000000e-33
