  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -5.6513524E-01  3.8027766E+00  4.3679118E+00  6.3804978E-01  7.3292029E-01 -6.0202189E-02
      d      2   2.5987477E-17  2.5987477E-17  0.0000000E+00  4.3603151E-18  0.0000000E+00  0.0000000E+00
    he3      3   4.8665729E-08  4.8665729E-08  0.0000000E+00  8.1653910E-09  0.0000000E+00  0.0000000E+00
    he4      4   5.5088854E-01  2.1002162E+00  1.5493276E+00  3.5238525E-01  2.5997174E-01  1.3209157E-01
    li7      7  -2.6524194E-08  5.8903787E-10  2.7113233E-08  9.8831859E-11  4.5495052E-09 -1.6630672E+00
    be7      7   5.9791842E-13  5.9791842E-13  0.0000000E+00  1.0032188E-13  0.0000000E+00  0.0000000E+00
     b8      8   2.2742862E-25  2.2742862E-25  0.0000000E+00  3.8159165E-26  0.0000000E+00  0.0000000E+00
    c12     12  -4.4704792E-03  2.9945388E-03  7.4650180E-03  5.0243939E-04  1.2526038E-03 -3.9673007E-01
    c13     13   4.0970053E-04  5.0016190E-04  9.0461363E-05  8.3919782E-05  1.5179100E-05  7.4261832E-01
    c14     14   2.9607308E-09  2.9607308E-09  0.0000000E+00  4.9676691E-10  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   2.6243210E-02  2.8450310E-02  2.2071004E-03  4.7735418E-03  3.7034374E-04  1.1102357E+00
    n15     15  -4.2690585E-06  1.1672938E-06  5.4363522E-06  1.9585467E-07  9.1220090E-07 -6.6815656E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -8.4949397E-03  9.5311292E-03  1.8026069E-02  1.5991827E-03  3.0247113E-03 -2.7678585E-01
    o17     17   4.2827174E-05  5.0103710E-05  7.2765361E-06  8.4066623E-06  1.2209773E-06  8.3791602E-01
    o18     18  -4.0538886E-05  1.9767517E-08  4.0558654E-05  3.3166976E-09  6.8055997E-06 -3.3121605E+00
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   1.8407952E-37  1.8407952E-37  0.0000000E+00  3.0885826E-38  0.0000000E+00  0.0000000E+00
    f19     19  -1.0636866E-06  1.0429186E-07  1.1679784E-06  1.7498634E-08  1.9598269E-07 -1.0492136E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   4.2510685E-05  3.7402189E-03  3.6977082E-03  6.2755350E-04  6.2046252E-04  4.9351766E-03
   ne21     21  -9.0394278E-06  2.6771056E-07  9.3071385E-06  4.4917879E-08  1.5617053E-06 -1.5411798E+00
   ne22     22   2.7852540E-04  5.7760999E-04  2.9908458E-04  9.6914424E-05  5.0185346E-05  2.8581151E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.2964899E-09  1.2964899E-09  0.0000000E+00  2.1753187E-10  0.0000000E+00  0.0000000E+00
   na23     23  -7.7085133E-06  9.2390255E-05  1.0009877E-04  1.5501721E-05  1.6796224E-05 -3.4831770E-02
   na24     24   2.9981029E-33  2.9981029E-33  0.0000000E+00  5.0303738E-34  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -1.5574389E-03  2.0643485E-04  1.7638737E-03  3.4636720E-05  2.9597184E-04 -9.3171364E-01
   mg25     25   1.5689885E-03  1.8015963E-03  2.3260771E-04  3.0228126E-04  3.9030758E-05  8.8900423E-01
   mg26     26   1.0749706E-04  3.7384196E-04  2.6634490E-04  6.2725157E-05  4.4691740E-05  1.4721452E-01
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   6.7002926E-05  2.3684825E-04  1.6984533E-04  3.9739640E-05  2.8499451E-05  1.4438742E-01
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   2.1929154E-05  1.9749994E-03  1.9530703E-03  3.3137575E-04  3.2771836E-04  4.8199394E-03
   si29     29   3.3617471E-06  1.0607978E-04  1.0271803E-04  1.7798620E-05  1.7235727E-05  1.3956756E-02
   si30     30   4.9578011E-06  7.5002899E-05  7.0045098E-05  1.2584379E-05  1.1753322E-05  2.9671161E-02
    p31     31   9.2794471E-07  2.0428706E-05  1.9500761E-05  3.4276352E-06  3.2721596E-06  2.0160116E-02
    p32     32  -3.3350575E-23 -3.3350575E-23  0.0000000E+00 -5.5957339E-24  0.0000000E+00  0.0000000E+00
    p33     33  -2.3170844E-22 -2.3170844E-22  0.0000000E+00 -3.8877255E-23  0.0000000E+00  0.0000000E+00
    s32     32  -2.6868656E-06  9.3324046E-04  9.3592732E-04  1.5658396E-04  1.5704533E-04 -1.2777455E-03
    s33     33   4.6708919E-08  7.7737923E-06  7.7270834E-06  1.3043276E-06  1.2965775E-06  2.5882206E-03
    s34     34   6.5075074E-07  4.5589415E-05  4.4938664E-05  7.6492306E-06  7.5405505E-06  6.2147039E-03
    s35     35   7.2531680E-16  7.2531680E-16  0.0000000E+00  1.2169745E-16  0.0000000E+00  0.0000000E+00
    s36     36   8.6840984E-08  3.0866775E-07  2.2182677E-07  5.1789890E-08  3.7221753E-08  1.4344816E-01
   cl35     35  -5.8280420E-09  9.5950718E-06  9.6008998E-06  1.6099114E-06  1.6109974E-06 -2.9286902E-04
   cl36     36   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   cl37     37   3.3467927E-07  3.5785094E-06  3.2438302E-06  6.0042106E-07  5.4430336E-07  4.2614911E-02
   ar36     36  -9.5066207E-07  1.7783220E-04  1.7878287E-04  2.9837618E-05  2.9999139E-05 -2.3446491E-03
   ar37     37  -1.4888876E-19 -1.4888876E-19  0.0000000E+00 -2.4981336E-20  0.0000000E+00  0.0000000E+00
