  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.2777662E-01  1.5592593E+00  1.6870359E+00  6.7734981E-01  7.3292029E-01 -3.4243729E-02
      d      2   1.4952017E-17  1.4952017E-17  0.0000000E+00  6.4952290E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.4023518E-04  2.4023518E-04  0.0000000E+00  1.0435933E-04  0.0000000E+00  0.0000000E+00
    he4      4   9.8001301E-02  6.9640428E-01  5.9840298E-01  3.0252141E-01  2.5997174E-01  6.5830000E-02
    li7      7  -1.0109159E-08  3.6289260E-10  1.0472052E-08  1.5764232E-10  4.5495052E-09 -1.4602914E+00
    be7      7   1.8453893E-18  1.8453893E-18  0.0000000E+00  8.0164606E-19  0.0000000E+00  0.0000000E+00
     b8      8   2.8877935E-29  2.8877935E-29  0.0000000E+00  1.2544715E-29  0.0000000E+00  0.0000000E+00
    c12     12   2.2853874E-02  2.5737118E-02  2.8832436E-03  1.1180329E-02  1.2526038E-03  9.5064086E-01
    c13     13   4.7978629E-05  8.2917883E-05  3.4939254E-05  3.6019930E-05  1.5179100E-05  3.7529686E-01
    c14     14   1.3170339E-08  1.3170339E-08  0.0000000E+00  5.7212595E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   1.5901364E-03  2.4425937E-03  8.5245719E-04  1.0610746E-03  3.7034374E-04  4.5714089E-01
    n15     15  -1.1878235E-06  9.1188053E-07  2.0997040E-06  3.9612533E-07  9.1220090E-07 -3.6225790E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -1.4188699E-05  6.9480916E-03  6.9622803E-03  3.0182847E-03  3.0247113E-03 -9.2371291E-04
    o17     17   2.6820422E-05  2.9630868E-05  2.8104455E-06  1.2871793E-05  1.2209773E-06  1.0229315E+00
    o18     18  -6.1356250E-06  9.5295045E-06  1.5665129E-05  4.1396629E-06  6.8055997E-06 -2.1590145E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   7.1360218E-06  7.5871349E-06  4.5111295E-07  3.2958883E-06  1.9598269E-07  1.2257547E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   5.6710676E-05  1.4848914E-03  1.4281807E-03  6.4504403E-04  6.2046252E-04  1.6873796E-02
   ne21     21   2.8752620E-06  6.4699952E-06  3.5947332E-06  2.8105974E-06  1.5617053E-06  2.5519955E-01
   ne22     22   4.7884644E-03  4.9039810E-03  1.1551662E-04  2.1303131E-03  5.0185346E-05  1.6278665E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   2.1921898E-21  2.1921898E-21  0.0000000E+00  9.5229784E-22  0.0000000E+00  0.0000000E+00
   na23     23   7.4559415E-05  1.1322096E-04  3.8661547E-05  4.9183735E-05  1.6796224E-05  4.6660984E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   1.6674749E-05  6.9794268E-04  6.8126793E-04  3.0318968E-04  2.9597184E-04  1.0464009E-02
   mg25     25   4.6353387E-05  1.3619439E-04  8.9841000E-05  5.9163503E-05  3.9030758E-05  1.8064690E-01
   mg26     26   1.7004662E-05  1.1987612E-04  1.0287145E-04  5.2074767E-05  4.4691740E-05  6.6400073E-02
