  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -2.7762818E-01  2.5564282E+00  2.8340564E+00  6.6108823E-01  7.3292029E-01 -4.4797331E-02
      d      2   1.9480636E-17  1.9480636E-17  0.0000000E+00  5.0376610E-18  0.0000000E+00  0.0000000E+00
    he3      3   1.4956436E-07  1.4956436E-07  0.0000000E+00  3.8677101E-08  0.0000000E+00  0.0000000E+00
    he4      4   2.3032069E-01  1.2355795E+00  1.0052588E+00  3.1951886E-01  2.5997174E-01  8.9570373E-02
    li7      7  -1.7196031E-08  3.9599790E-10  1.7592029E-08  1.0240442E-10  4.5495052E-09 -1.6476455E+00
    be7      7   6.9126470E-13  6.9126470E-13  0.0000000E+00  1.7875993E-13  0.0000000E+00  0.0000000E+00
     b8      8   1.0886231E-25  1.0886231E-25  0.0000000E+00  2.8151620E-26  0.0000000E+00  0.0000000E+00
    c12     12  -1.3300828E-03  3.5134861E-03  4.8435689E-03  9.0858183E-04  1.2526038E-03 -1.3944970E-01
    c13     13   5.6750810E-04  6.2620267E-04  5.8694546E-05  1.6193501E-04  1.5179100E-05  1.0280948E+00
    c14     14   6.5495995E-09  6.5495995E-09  0.0000000E+00  1.6937159E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   4.8070613E-02  4.9502660E-02  1.4320452E-03  1.2801308E-02  3.7034374E-04  1.5386493E+00
    n15     15  -2.5680622E-06  9.5923633E-07  3.5272985E-06  2.4805698E-07  9.1220090E-07 -5.6553912E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -2.7221320E-03  8.9738229E-03  1.1695955E-02  2.3206163E-03  3.0247113E-03 -1.1508058E-01
    o17     17   1.6639497E-05  2.1360773E-05  4.7212752E-06  5.5238615E-06  1.2209773E-06  6.5553522E-01
    o18     18  -2.6308522E-05  7.3734743E-09  2.6315896E-05  1.9067685E-09  6.8055997E-06 -3.5525684E+00
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18  -1.0065054E-36 -1.0065054E-36  0.0000000E+00 -2.6028067E-37  0.0000000E+00  0.0000000E+00
    f19     19  -9.9324893E-08  6.5850111E-07  7.5782600E-07  1.7028732E-07  1.9598269E-07 -6.1035421E-02
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   1.7240411E-05  2.4164452E-03  2.3992048E-03  6.2488881E-04  6.2046252E-04  3.0871893E-03
   ne21     21  -4.9988898E-06  1.0399126E-06  6.0388024E-06  2.6891973E-07  1.5617053E-06 -7.6397640E-01
   ne22     22   2.1489540E-03  2.3430106E-03  1.9405672E-04  6.0589879E-04  5.0185346E-05  1.0818231E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   6.6705606E-11  6.6705606E-11  0.0000000E+00  1.7249962E-11  0.0000000E+00  0.0000000E+00
   na23     23   5.7553232E-05  1.2250087E-04  6.4947642E-05  3.1678530E-05  1.6796224E-05  2.7555338E-01
   na24     24  -9.7887800E-36 -9.7887800E-36  0.0000000E+00 -2.5313628E-36  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -7.2108698E-05  1.0723553E-03  1.1444640E-03  2.7730936E-04  2.9597184E-04 -2.8285867E-02
   mg25     25   2.8109626E-04  4.3202040E-04  1.5092414E-04  1.1171978E-04  3.9030758E-05  4.5672309E-01
   mg26     26   2.0470642E-04  3.7752045E-04  1.7281403E-04  9.7626180E-05  4.4691740E-05  3.3933902E-01
