  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -8.4153652E-02  1.2584832E+00  1.3426368E+00  6.8694496E-01  7.3292029E-01 -2.8134793E-02
      d      2   1.1407023E-17  1.1407023E-17  0.0000000E+00  6.2265408E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.5510415E-04  2.5510415E-04  0.0000000E+00  1.3924899E-04  0.0000000E+00  0.0000000E+00
    he4      4   6.5090358E-02  5.4133260E-01  4.7624224E-01  2.9548723E-01  2.5997174E-01  5.5612579E-02
    li7      7  -6.1930630E-09  2.1411759E-09  8.3342391E-09  1.1687641E-09  4.5495052E-09 -5.9023726E-01
    be7      7   6.9505257E-18  6.9505257E-18  0.0000000E+00  3.7939549E-18  0.0000000E+00  0.0000000E+00
     b8      8   2.0131634E-28  2.0131634E-28  0.0000000E+00  1.0988883E-28  0.0000000E+00  0.0000000E+00
    c12     12   1.4504122E-02  1.6798766E-02  2.2946452E-03  9.1696326E-03  1.2526038E-03  8.6453819E-01
    c13     13   3.6487188E-05  6.4293781E-05  2.7806593E-05  3.5094858E-05  1.5179100E-05  3.6399746E-01
    c14     14   4.1017749E-09  4.1017749E-09  0.0000000E+00  2.2389601E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   1.1668084E-03  1.8452412E-03  6.7843276E-04  1.0072277E-03  3.7034374E-04  4.3452266E-01
    n15     15  -8.4222620E-07  8.2883480E-07  1.6710610E-06  4.5242075E-07  9.1220090E-07 -3.0454797E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   1.9805925E-04  5.7390281E-03  5.5409689E-03  3.1326571E-03  3.0247113E-03  1.5228963E-02
    o17     17   2.4519864E-05  2.6756574E-05  2.2367085E-06  1.4605116E-05  1.2209773E-06  1.0777974E+00
    o18     18  -4.4316330E-06  8.0355467E-06  1.2467180E-05  4.3862156E-06  6.8055997E-06 -1.9077644E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   3.2711362E-06  3.6301569E-06  3.5902070E-07  1.9815268E-06  1.9598269E-07  1.0047822E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   2.2212043E-05  1.1588375E-03  1.1366254E-03  6.3255319E-04  6.2046252E-04  8.3814990E-03
   ne21     21   1.1627567E-06  4.0236446E-06  2.8608879E-06  2.1963126E-06  1.5617053E-06  1.4809507E-01
   ne22     22   2.7624103E-03  2.8543449E-03  9.1934533E-05  1.5580485E-03  5.0185346E-05  1.4920040E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   2.6170691E-23  2.6170691E-23  0.0000000E+00  1.4285312E-23  0.0000000E+00  0.0000000E+00
   na23     23   5.1033290E-05  8.1802296E-05  3.0769006E-05  4.4651908E-05  1.6796224E-05  4.2462838E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   1.4529447E-05  5.5672030E-04  5.4219086E-04  3.0388663E-04  2.9597184E-04  1.1461219E-02
   mg25     25   1.1083968E-05  8.2584418E-05  7.1500450E-05  4.5078832E-05  3.9030758E-05  6.2565662E-02
   mg26     26   3.1306772E-06  8.5001484E-05  8.1870807E-05  4.6398189E-05  4.4691740E-05  1.6273754E-02
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   5.4758129E-06  5.7683959E-05  5.2208146E-05  3.1486878E-05  2.8499451E-05  4.3293077E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   6.6292705E-07  6.0101022E-04  6.0034730E-04  3.2806234E-04  3.2771836E-04  4.5561281E-04
   si29     29   1.7094862E-07  3.1745076E-05  3.1574127E-05  1.7328099E-05  1.7235727E-05  2.3212964E-03
   si30     30   5.0174458E-07  2.2032656E-05  2.1530912E-05  1.2026559E-05  1.1753322E-05  9.9807847E-03
    p31     31   8.5728061E-07  6.8515501E-06  5.9942695E-06  3.7399291E-06  3.2721596E-06  5.8028888E-02
    p32     32   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -9.3935523E-07  2.8675201E-04  2.8769136E-04  1.5652402E-04  1.5704533E-04 -1.4440395E-03
    s33     33   1.3189288E-07  2.5070935E-06  2.3752007E-06  1.3685009E-06  1.2965775E-06  2.3446625E-02
    s34     34   1.1599332E-07  1.3929528E-05  1.3813535E-05  7.6034539E-06  7.5405505E-06  3.6078691E-03
    s35     35   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
