  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -3.1017423E-02  7.8171796E-01  8.1273538E-01  7.0488548E-01  7.3292029E-01 -1.6938169E-02
      d      2   5.1827150E-18  5.1827150E-18  0.0000000E+00  4.6733231E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.7490075E-04  2.7490075E-04  0.0000000E+00  2.4788166E-04  0.0000000E+00  0.0000000E+00
    he4      4   2.5303304E-02  3.1358600E-01  2.8828269E-01  2.8276464E-01  2.5997174E-01  3.6498949E-02
    li7      7  -3.3222818E-09  1.7226649E-09  5.0449467E-09  1.5533498E-09  4.5495052E-09 -4.6669489E-01
    be7      7   6.8356613E-18  6.8356613E-18  0.0000000E+00  6.1638066E-18  0.0000000E+00  0.0000000E+00
     b8      8   4.4095789E-28  4.4095789E-28  0.0000000E+00  3.9761758E-28  0.0000000E+00  0.0000000E+00
    c12     12   3.9817123E-03  5.3707245E-03  1.3890124E-03  4.8428536E-03  1.2526038E-03  5.8728760E-01
    c13     13   2.5153689E-05  4.1985793E-05  1.6832104E-05  3.7859147E-05  1.5179100E-05  3.9692479E-01
    c14     14   4.1145962E-09  4.1145962E-09  0.0000000E+00  3.7101862E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   5.5529951E-04  9.6597371E-04  4.1067420E-04  8.7103131E-04  3.7034374E-04  3.7142879E-01
    n15     15  -4.4370165E-07  5.6783801E-07  1.0115397E-06  5.1202710E-07  9.1220090E-07 -2.5079757E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   2.2112415E-04  3.5752268E-03  3.3541026E-03  3.2238294E-03  3.0247113E-03  2.7688131E-02
    o17     17   1.0345678E-05  1.1699620E-05  1.3539418E-06  1.0549703E-05  1.2209773E-06  9.3653262E-01
    o18     18  -2.1719966E-06  5.3747335E-06  7.5467301E-06  4.8464685E-06  6.8055997E-06 -1.4744100E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   5.8883523E-07  8.0616047E-07  2.1732522E-07  7.2692558E-07  1.9598269E-07  5.6927228E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   7.3312549E-07  6.8876403E-04  6.8803091E-04  6.2106765E-04  6.2046252E-04  4.2333981E-04
   ne21     21   1.8009882E-07  1.9118738E-06  1.7317750E-06  1.7239620E-06  1.5617053E-06  4.2928591E-02
   ne22     22   6.3032733E-04  6.8597787E-04  5.5650533E-05  6.1855535E-04  5.0185346E-05  1.0908016E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   4.3621841E-28  4.3621841E-28  0.0000000E+00  3.9334394E-28  0.0000000E+00  0.0000000E+00
   na23     23   1.0537171E-05  2.9162504E-05  1.8625333E-05  2.6296217E-05  1.6796224E-05  1.9468161E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   2.6515627E-06  3.3085473E-04  3.2820317E-04  2.9833612E-04  2.9597184E-04  3.4554545E-03
   mg25     25   5.5867349E-07  4.3839882E-05  4.3281208E-05  3.9531005E-05  3.9030758E-05  5.5308910E-03
   mg26     26  -6.9972884E-08  4.9488703E-05  4.9558676E-05  4.4624619E-05  4.4691740E-05 -6.5273902E-04
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   1.2215605E-06  3.2824602E-05  3.1603042E-05  2.9598379E-05  2.8499451E-05  1.6431456E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   1.5637488E-07  3.6356330E-04  3.6340693E-04  3.2782985E-04  3.2771836E-04  1.4773199E-04
   si29     29   2.1256710E-08  1.9133955E-05  1.9112698E-05  1.7253342E-05  1.7235727E-05  4.4361418E-04
   si30     30   1.2885903E-07  1.3162119E-05  1.3033260E-05  1.1868457E-05  1.1753322E-05  4.2336565E-03
    p31     31   2.3051007E-07  3.8590078E-06  3.6284978E-06  3.4797185E-06  3.2721596E-06  2.6709618E-02
    p32     32   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -2.3307803E-07  1.7391451E-04  1.7414759E-04  1.5682103E-04  1.5704533E-04 -6.2072300E-04
    s33     33   2.3300913E-08  1.4610757E-06  1.4377748E-06  1.3174714E-06  1.2965775E-06  6.9427397E-03
    s34     34   3.2597200E-08  8.3943141E-06  8.3617169E-06  7.5692647E-06  7.5405505E-06  1.6506104E-03
    s35     35   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s36     36   8.3025284E-09  4.9577736E-08  4.1275207E-08  4.4704901E-08  3.7221753E-08  7.9558298E-02
   cl35     35  -6.9650241E-09  1.7794700E-06  1.7864351E-06  1.6045718E-06  1.6109974E-06 -1.7356750E-03
   cl36     36   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   cl37     37   7.7013397E-08  6.8059143E-07  6.0357803E-07  6.1369832E-07  5.4430336E-07  5.2113909E-02
   ar36     36  -1.3047611E-07  3.3135570E-05  3.3266046E-05  2.9878784E-05  2.9999139E-05 -1.7458632E-03
   ar37     37   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ar38     38   4.3173259E-08  6.4276815E-06  6.3845082E-06  5.7959255E-06  5.7575144E-06  2.8877426E-03
   ar39     39   2.2176137E-12  2.2176137E-12  0.0000000E+00  1.9996517E-12  0.0000000E+00  0.0000000E+00
   ar40     40   9.0194527E-09  1.9768184E-08  1.0748731E-08  1.7825233E-08  9.6931458E-09  2.6457047E-01
    k39     39   8.6180307E-09  1.7405412E-06  1.7319231E-06  1.5694691E-06  1.5618388E-06  2.1165516E-03
    k40     40  -2.8036548E-10  0.0000000E+00  2.8036548E-10  0.0000000E+00  2.5283206E-10  0.0000000E+00
    k41     41   1.0109900E-08  1.4150510E-07  1.3139520E-07  1.2759702E-07  1.1849146E-07  3.2153457E-02
   ca40     40  -9.4225470E-08  2.9891607E-05  2.9985833E-05  2.6953659E-05  2.7041060E-05 -1.4059659E-03
   ca41     41   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ca42     42   7.2972313E-09  2.1744100E-07  2.1014377E-07  1.9606944E-07  1.8950651E-07  1.4785794E-02
   ca43     43   1.4556640E-09  4.6346436E-08  4.4890772E-08  4.1791196E-08  4.0482252E-08  1.3820119E-02
   ca44     44   7.5617663E-09  7.1735360E-07  7.0979183E-07  6.4684730E-07  6.4008640E-07  4.5631444E-03
   ca45     45   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ca46     46   6.6922858E-09  8.1152169E-09  1.4229312E-09  7.3175990E-09  1.2831914E-09  7.5607717E-01
   ca47     47   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ca48     48  -7.7370998E-11  6.9336664E-08  6.9414035E-08  6.2521792E-08  6.2597195E-08 -5.2344491E-04
   sc45     45   1.4484645E-09  2.1473605E-08  2.0025141E-08  1.9363036E-08  1.8058563E-08  3.0290266E-02
   sc46     46   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   sc47     47   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   sc48     48  -1.4051765E-32  1.2615909E-29  1.2629961E-29  1.1375933E-29  1.1389629E-29  0.0000000E+00
   ti46     46   1.3239685E-09  1.2366692E-07  1.2234295E-07  1.1151211E-07  1.1032820E-07  4.6354760E-03
   ti47     47   1.0169288E-10  1.1283176E-07  1.1273006E-07  1.0174190E-07  1.0165935E-07  3.5247559E-04
   ti48     48  -5.6960516E-09  1.1350519E-06  1.1407479E-06  1.0234913E-06  1.0287201E-06 -2.2130811E-03
   ti49     49   6.5968990E-09  9.2055586E-08  8.5458687E-08  8.3007748E-08  7.7066169E-08  3.2254890E-02
   ti50     50   2.7108968E-08  1.1060561E-07  8.3496644E-08  9.9734550E-08  7.5296811E-08  1.2206904E-01
    v51     51  -7.2958528E-10  1.8328247E-07  1.8401205E-07  1.6526823E-07  1.6594106E-07 -1.7644726E-03
   cr52     52  -1.9420440E-08  7.5237840E-06  7.5432044E-06  6.7842961E-06  6.8024206E-06 -1.1586730E-03
   cr53     53  -3.1624268E-09  8.6862104E-07  8.7178347E-07  7.8324712E-07  7.8616949E-07 -1.6173864E-03
   cr54     54   1.5664455E-08  2.3676452E-07  2.2110007E-07  2.1349371E-07  1.9938683E-07  2.9688615E-02
   mn55     55   5.5303190E-08  6.6429789E-06  6.5876757E-06  5.9900622E-06  5.9407294E-06  3.5915414E-03
   fe54     54  -3.1693344E-07  4.3088792E-05  4.3405726E-05  3.8853737E-05  3.9143044E-05 -3.2218068E-03
   fe55     55   2.8639613E-28  2.8639613E-28  0.0000000E+00  2.5824720E-28  0.0000000E+00  0.0000000E+00
   fe56     56  -2.3812754E-06  7.0422178E-04  7.0660305E-04  6.3500612E-04  6.3721073E-04 -1.5051822E-03
   fe57     57   5.9228114E-07  1.7202303E-05  1.6610022E-05  1.5511545E-05  1.4978827E-05  1.5177222E-02
   fe58     58   6.5567247E-07  2.9049515E-06  2.2492791E-06  2.6194334E-06  2.0283876E-06  1.1105639E-01
   fe59     59   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
