  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -2.4617136E-02  7.6613045E-01  7.9074758E-01  7.1003747E-01  7.3292029E-01 -1.3775486E-02
      d      2   5.7067410E-18  5.7067410E-18  0.0000000E+00  5.2889167E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.7239535E-04  2.7239535E-04  0.0000000E+00  2.5245166E-04  0.0000000E+00  0.0000000E+00
    he4      4   2.1609575E-02  3.0209306E-01  2.8048348E-01  2.7997503E-01  2.5997174E-01  3.2193165E-02
    li7      7  -3.2425971E-09  1.6658632E-09  4.9084603E-09  1.5438955E-09  4.5495052E-09 -4.6934628E-01
    be7      7   1.1143613E-17  1.1143613E-17  0.0000000E+00  1.0327722E-17  0.0000000E+00  0.0000000E+00
     b8      8   5.1341416E-28  5.1341416E-28  0.0000000E+00  4.7582406E-28  0.0000000E+00  0.0000000E+00
    c12     12   1.6713222E-03  3.0227562E-03  1.3514340E-03  2.8014423E-03  1.2526038E-03  3.4956795E-01
    c13     13   2.4968605E-05  4.1345334E-05  1.6376729E-05  3.8318198E-05  1.5179100E-05  4.0215904E-01
    c14     14   6.5744179E-09  6.5744179E-09  0.0000000E+00  6.0930656E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   5.5088045E-04  9.5044426E-04  3.9956381E-04  8.8085659E-04  3.7034374E-04  3.7630019E-01
    n15     15  -4.5871752E-07  5.2545590E-07  9.8417343E-07  4.8698416E-07  9.1220090E-07 -2.7257565E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   7.3553063E-05  3.3369137E-03  3.2633606E-03  3.0925984E-03  3.0247113E-03  9.6395854E-03
    o17     17   1.0216385E-05  1.1533697E-05  1.3173122E-06  1.0689247E-05  1.2209773E-06  9.4223952E-01
    o18     18  -2.1326755E-06  5.2098853E-06  7.3425608E-06  4.8284387E-06  6.8055997E-06 -1.4905967E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   2.9577626E-07  5.0722196E-07  2.1144569E-07  4.7008521E-07  1.9598269E-07  3.7995887E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   1.6536796E-07  6.6958228E-04  6.6941691E-04  6.2055816E-04  6.2046252E-04  6.6935958E-05
   ne21     21   1.0343615E-07  1.7883598E-06  1.6849236E-06  1.6574234E-06  1.5617053E-06  2.5834376E-02
   ne22     22   3.8933620E-04  4.4348117E-04  5.4144963E-05  4.1101128E-04  5.0185346E-05  9.1327679E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   3.1729401E-25  3.1729401E-25  0.0000000E+00  2.9406304E-25  0.0000000E+00  0.0000000E+00
   na23     23   8.9609148E-06  2.7082358E-05  1.8121444E-05  2.5099498E-05  1.6796224E-05  1.7445336E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   2.0389271E-06  3.2136290E-04  3.1932397E-04  2.9783402E-04  2.9597184E-04  2.7239108E-03
   mg25     25   9.6921576E-07  4.3079493E-05  4.2110278E-05  3.9925388E-05  3.9030758E-05  9.8421816E-03
   mg26     26   3.0173032E-07  4.8519647E-05  4.8217917E-05  4.4967237E-05  4.4691740E-05  2.6689607E-03
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   1.0361655E-06  3.1784220E-05  3.0748055E-05  2.9457109E-05  2.8499451E-05  1.4353642E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   1.4199759E-07  3.5371730E-04  3.5357531E-04  3.2781955E-04  3.2771836E-04  1.3406863E-04
   si29     29   1.4979378E-08  1.8610603E-05  1.8595623E-05  1.7248010E-05  1.7235727E-05  3.0938242E-04
   si30     30   5.6592398E-08  1.2737250E-05  1.2680658E-05  1.1804681E-05  1.1753322E-05  1.8936179E-03
    p31     31   1.4666966E-07  3.6770020E-06  3.5303324E-06  3.4077868E-06  3.2721596E-06  1.7637936E-02
    p32     32   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -1.3002136E-07  1.6930616E-04  1.6943619E-04  1.5691026E-04  1.5704533E-04 -3.7369525E-04
    s33     33   1.4695843E-08  1.4135732E-06  1.3988773E-06  1.3100771E-06  1.2965775E-06  4.4983835E-03
    s34     34   1.0687472E-08  8.1461867E-06  8.1354992E-06  7.5497560E-06  7.5405505E-06  5.2987307E-04
    s35     35   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s36     36   4.5913318E-09  4.4749875E-08  4.0158543E-08  4.1473470E-08  3.7221753E-08  4.6973564E-02
   cl35     35  -3.4699497E-09  1.7346349E-06  1.7381049E-06  1.6076319E-06  1.6109974E-06 -9.0822630E-04
   cl36     36   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   cl37     37   4.0917143E-08  6.2816594E-07  5.8724879E-07  5.8217415E-07  5.4430336E-07  2.9211901E-02
   ar36     36  -6.7047949E-08  3.2299020E-05  3.2366068E-05  2.9934217E-05  2.9999139E-05 -9.4088621E-04
   ar37     37   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ar38     38   2.0457719E-08  6.2322392E-06  6.2117815E-06  5.7759398E-06  5.7575144E-06  1.3876503E-03
   ar39     39   3.8131824E-12  3.8131824E-12  0.0000000E+00  3.5339967E-12  0.0000000E+00  0.0000000E+00
   ar40     40   5.9903869E-09  1.6448322E-08  1.0457935E-08  1.5244042E-08  9.6931458E-09  1.9663540E-01
    k39     39   4.8155471E-09  1.6898832E-06  1.6850677E-06  1.5661568E-06  1.5618388E-06  1.1990381E-03
    k40     40  -2.7278046E-10  0.0000000E+00  2.7278046E-10  0.0000000E+00  2.5283206E-10  0.0000000E+00
    k41     41   5.5836864E-09  1.3342411E-07  1.2784042E-07  1.2365534E-07  1.1849146E-07  1.8525820E-02
   ca40     40  -4.9662049E-08  2.9124934E-05  2.9174596E-05  2.6992526E-05  2.7041060E-05 -7.8017864E-04
   ca41     41   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ca42     42   3.9387373E-09  2.0839728E-07  2.0445854E-07  1.9313929E-07  1.8950651E-07  8.2464991E-03
   ca43     43   7.8486195E-10  4.4461160E-08  4.3676298E-08  4.1205894E-08  4.0482252E-08  7.6946835E-03
   ca44     44   4.9162168E-09  6.9550532E-07  6.9058910E-07  6.4458322E-07  6.4008640E-07  3.0404082E-03
