  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -4.2901158E-02  1.0131638E+00  1.0560650E+00  7.0309770E-01  7.3292029E-01 -1.8041058E-02
      d      2   9.0727287E-18  9.0727287E-18  0.0000000E+00  6.2961336E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.7391684E-04  2.7391684E-04  0.0000000E+00  1.9008803E-04  0.0000000E+00  0.0000000E+00
    he4      4   3.3374071E-02  4.0796736E-01  3.7459329E-01  2.8311408E-01  2.5997174E-01  3.7035342E-02
    li7      7  -4.5436033E-09  2.0117792E-09  6.5553825E-09  1.3960993E-09  4.5495052E-09 -5.1304781E-01
    be7      7   7.1241964E-18  7.1241964E-18  0.0000000E+00  4.9439253E-18  0.0000000E+00  0.0000000E+00
     b8      8   2.9499597E-28  2.9499597E-28  0.0000000E+00  2.0471615E-28  0.0000000E+00  0.0000000E+00
    c12     12   7.0662629E-03  8.8711400E-03  1.8048770E-03  6.1562387E-03  1.2526038E-03  6.9150174E-01
    c13     13   3.0057605E-05  5.1929172E-05  2.1871567E-05  3.6036901E-05  1.5179100E-05  3.7550139E-01
    c14     14   3.6038093E-09  3.6038093E-09  0.0000000E+00  2.5009086E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   7.5455866E-04  1.2881870E-03  5.3362834E-04  8.9395349E-04  3.7034374E-04  3.8270992E-01
    n15     15  -6.1566288E-07  6.9872738E-07  1.3143903E-06  4.8489062E-07  9.1220090E-07 -2.7444676E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   2.5833864E-04  4.6166452E-03  4.3583065E-03  3.2037788E-03  3.0247113E-03  2.4978578E-02
    o17     17   2.6176152E-05  2.7935459E-05  1.7593062E-06  1.9386162E-05  1.2209773E-06  1.2007842E+00
    o18     18  -3.0935034E-06  6.7126857E-06  9.8061892E-06  4.6583523E-06  6.8055997E-06 -1.6463409E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   1.1321413E-06  1.4145328E-06  2.8239148E-07  9.8163275E-07  1.9598269E-07  6.9973135E-01
