  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -3.2612145E-02  8.7833440E-01  9.1094655E-01  7.0662463E-01  7.3292029E-01 -1.5867982E-02
      d      2   7.2394946E-18  7.2394946E-18  0.0000000E+00  5.8242110E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.7826408E-04  2.7826408E-04  0.0000000E+00  2.2386490E-04  0.0000000E+00  0.0000000E+00
    he4      4   2.6546568E-02  3.4966540E-01  3.2311884E-01  2.8130764E-01  2.5997174E-01  3.4255400E-02
    li7      7  -3.8419410E-09  1.8126388E-09  5.6545799E-09  1.4582774E-09  4.5495052E-09 -4.9412400E-01
    be7      7   8.9993727E-18  8.9993727E-18  0.0000000E+00  7.2400422E-18  0.0000000E+00  0.0000000E+00
     b8      8   4.6894333E-28  4.6894333E-28  0.0000000E+00  3.7726736E-28  0.0000000E+00  0.0000000E+00
    c12     12   4.1191340E-03  5.6759953E-03  1.5568612E-03  4.5663677E-03  1.2526038E-03  5.6175721E-01
    c13     13   2.6604839E-05  4.5470941E-05  1.8866102E-05  3.6581609E-05  1.5179100E-05  3.8201678E-01
    c14     14   3.6379826E-09  3.6379826E-09  0.0000000E+00  2.9267759E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   6.4425799E-04  1.1045582E-03  4.6030022E-04  8.8862283E-04  3.7034374E-04  3.8011247E-01
    n15     15  -5.2958268E-07  6.0419171E-07  1.1337744E-06  4.8607541E-07  9.1220090E-07 -2.7338684E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   1.9528694E-04  3.9547002E-03  3.7594133E-03  3.1815770E-03  3.0247113E-03  2.1958521E-02
    o17     17   1.6696446E-05  1.8213997E-05  1.5175525E-06  1.4653256E-05  1.2209773E-06  1.0792265E+00
    o18     18  -2.6075163E-06  5.8511637E-06  8.4586800E-06  4.7072917E-06  6.8055997E-06 -1.6009529E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   6.5971335E-07  9.0330025E-07  2.4358687E-07  7.2670974E-07  1.9598269E-07  5.6914330E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   1.5138066E-06  7.7268662E-04  7.7117281E-04  6.2163040E-04  6.2046252E-04  8.1671053E-04
   ne21     21   2.1737628E-07  2.1584196E-06  1.9410434E-06  1.7364598E-06  1.5617053E-06  4.6065673E-02
   ne22     22   7.6267618E-04  8.2505157E-04  6.2375366E-05  6.6375826E-04  5.0185346E-05  1.1214330E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
