  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -8.1034303E-03  2.8059384E-01  2.8869727E-01  7.1216714E-01  7.3292029E-01 -1.2474798E-02
      d      2   2.7455384E-18  2.7455384E-18  0.0000000E+00  6.9683713E-18  0.0000000E+00  0.0000000E+00
    he3      3   1.2208508E-04  1.2208508E-04  0.0000000E+00  3.0986062E-04  0.0000000E+00  0.0000000E+00
    he4      4   7.9687983E-03  1.1037166E-01  1.0240286E-01  2.8013110E-01  2.5997174E-01  3.2435197E-02
    li7      7  -1.7247433E-09  6.7306764E-11  1.7920501E-09  1.7082935E-10  4.5495052E-09 -1.4254017E+00
    be7      7   3.6569001E-19  3.6569001E-19  0.0000000E+00  9.2814721E-19  0.0000000E+00  0.0000000E+00
     b8      8   6.7849471E-29  6.7849471E-29  0.0000000E+00  1.7220679E-28  0.0000000E+00  0.0000000E+00
    c12     12  -8.7627501E-05  4.0577311E-04  4.9340061E-04  1.0298811E-03  1.2526038E-03 -8.5026652E-02
    c13     13   1.0561653E-05  1.6540700E-05  5.9790473E-06  4.1981471E-05  1.5179100E-05  4.4181162E-01
    c14     14   2.5782612E-26  2.5782612E-26  0.0000000E+00  6.5438101E-26  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   9.5543088E-05  2.4142148E-04  1.4587840E-04  6.1274489E-04  3.7034374E-04  2.1867470E-01
    n15     15  -1.0619749E-07  2.5311843E-07  3.5931592E-07  6.4243255E-07  9.1220090E-07 -1.5226297E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -5.4023694E-06  1.1860314E-03  1.1914338E-03  3.0102320E-03  3.0247113E-03 -2.0839458E-03
    o17     17   4.2191380E-07  9.0285670E-07  4.8094290E-07  2.2915144E-06  1.2209773E-06  2.7341500E-01
    o18     18  -2.6535963E-07  2.4153660E-06  2.6807256E-06  6.1303708E-06  6.8055997E-06 -4.5379646E-02
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19  -5.0495430E-10  7.6692622E-08  7.7197576E-08  1.9465134E-07  1.9598269E-07 -2.9603422E-03
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -1.4493708E-08  2.4438568E-04  2.4440017E-04  6.2026823E-04  6.2046252E-04 -1.3602618E-04
   ne21     21   9.8906980E-09  6.2504637E-07  6.1515567E-07  1.5864122E-06  1.5617053E-06  6.8169744E-03
   ne22     22  -2.2724453E-07  1.9540761E-05  1.9768006E-05  4.9595841E-05  5.0185346E-05 -5.1316763E-03
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   7.7818225E-35  7.7818225E-35  0.0000000E+00  1.9750819E-34  0.0000000E+00  0.0000000E+00
   na23     23   2.4369365E-07  6.8597255E-06  6.6160319E-06  1.7410472E-05  1.6796224E-05  1.5598865E-02
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   8.7311491E-10  1.1658417E-04  1.1658330E-04  2.9589894E-04  2.9597184E-04 -1.0699989E-04
   mg25     25  -2.9187504E-08  1.5345027E-05  1.5374215E-05  3.8946771E-05  3.9030758E-05 -9.3551626E-04
   mg26     26   2.5214831E-08  1.7629291E-05  1.7604076E-05  4.4744393E-05  4.4691740E-05  5.1136088E-04
