  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -2.1040201E-02  6.0480040E-01  6.2584060E-01  7.0819724E-01  7.3292029E-01 -1.4902509E-02
      d      2   3.7452236E-18  3.7452236E-18  0.0000000E+00  4.3855077E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.5992232E-04  2.5992232E-04  0.0000000E+00  3.0435869E-04  0.0000000E+00  0.0000000E+00
    he4      4   1.8885642E-02  2.4087550E-01  2.2198986E-01  2.8205562E-01  2.5997174E-01  3.5408616E-02
    li7      7  -2.3907298E-09  1.4940925E-09  3.8848222E-09  1.7495229E-09  4.5495052E-09 -4.1504455E-01
    be7      7   4.5611620E-18  4.5611620E-18  0.0000000E+00  5.3409394E-18  0.0000000E+00  0.0000000E+00
     b8      8   3.7685158E-28  3.7685158E-28  0.0000000E+00  4.4127822E-28  0.0000000E+00  0.0000000E+00
    c12     12   1.1922291E-03  2.2618275E-03  1.0695984E-03  2.6485100E-03  1.2526038E-03  3.2518786E-01
    c13     13   2.0813623E-05  3.3775053E-05  1.2961432E-05  3.9549243E-05  1.5179100E-05  4.1589215E-01
    c14     14   6.4987193E-09  6.4987193E-09  0.0000000E+00  7.6097422E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   3.8025223E-04  6.9648871E-04  3.1623649E-04  8.1556058E-04  3.7034374E-04  3.4285119E-01
    n15     15  -3.2619769E-07  4.5273057E-07  7.7892827E-07  5.3012951E-07  9.1220090E-07 -2.3570852E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   8.8141300E-05  2.6709421E-03  2.5828008E-03  3.1275670E-03  3.0247113E-03  1.4522708E-02
    o17     17   3.3155807E-06  4.3581731E-06  1.0425924E-06  5.1032475E-06  1.2209773E-06  6.2113905E-01
    o18     18  -1.4109455E-06  4.4003559E-06  5.8113014E-06  5.1526417E-06  6.8055997E-06 -1.2083648E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   1.8221903E-07  3.4956864E-07  1.6734961E-07  4.0933097E-07  1.9598269E-07  3.1985688E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -1.6420381E-07  5.2964874E-04  5.2981294E-04  6.2019762E-04  6.2046252E-04 -1.8546080E-04
   ne21     21   5.5079113E-08  1.3886191E-06  1.3335400E-06  1.6260178E-06  1.5617053E-06  1.7526221E-02
   ne22     22   1.9920668E-04  2.4205995E-04  4.2853266E-05  2.8344258E-04  5.0185346E-05  7.5188816E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
