5
5
5
0.0,1.0
0.0,1.0
0.0,1.0
2.256702580817e+00,-2.759373029677e+00,1.265828960009e+01,3.477125946494e+00,-1.919453771983e+00
-1.696941013684e+01,-3.927522541730e+00,-8.163117457173e+00,6.787588767935e+00,-3.752613949478e+00
7.369173694763e+00,8.939584502607e+00,1.946307963897e+00,5.472770564069e+00,-1.141605273379e+01
2.251607964459e+00,2.799801760780e+00,-9.095055558335e+00,-7.718919446854e+00,-2.153079137656e+00
9.846579749219e+00,4.603624354545e+00,7.832865888520e+00,-9.370208829261e+00,7.447292227166e+00
-6.899339475392e+00,4.413452618899e+00,-6.583605099317e+00,-1.580249036252e+00,4.205232019479e+00
-6.297998599943e+00,-1.054895337170e+00,6.379711077150e-01,1.219131284082e+01,-1.564030086732e+00
-4.864214460012e+00,-7.074840542697e+00,-1.354350923343e+00,9.137486547926e+00,-1.823388235045e+00
7.019948521625e+00,-2.681020045857e+00,3.004914536862e+00,-3.046672174380e+00,-2.230223149772e+00
1.117059911761e+01,6.157287220663e-01,-8.831027346819e+00,-7.581511912176e+00,-3.333953445134e+00
1.057995118338e+01,3.544055524880e-01,6.988374268544e+00,-1.029286943477e-01,2.797683219059e+00
-8.632062826206e+00,-5.623099150045e+00,-6.741175976978e+00,4.361913280729e+00,3.977104007836e+00
-9.380911062941e+00,3.987378840009e-01,4.629822197346e+00,-3.680074282876e-01,8.970516441504e+00
1.407093664257e+00,6.044333177394e+00,-5.303771776549e+00,-6.451937792252e+00,-4.668973261701e+00
1.142280085210e+00,-5.048917925603e+00,8.373558575536e+00,-5.207762634166e+00,5.463939856252e+00
-4.162680832668e+00,5.558443232153e+00,-7.142650496835e+00,-1.986884660229e+00,-7.498149760688e+00
6.756024734014e+00,-2.704288297732e+00,1.816588072832e+01,-2.143708182491e+00,1.210558478563e+01
-1.295115996988e+01,2.666603208151e+00,-3.251730995004e+00,-3.275014229907e+00,-1.362692628396e-01
3.509744349060e+00,8.265379451575e-01,-5.146019052347e+00,8.122550983184e+00,9.874483638056e-01
3.592814391094e+00,-3.749468165165e+00,-8.267368271600e+00,2.835893325742e+00,3.182962245460e+00
4.406557753639e+00,8.382198097809e-01,-1.106578941254e+01,2.046824208998e+00,-2.120908474269e+00
2.446153869388e+00,-2.023459531441e+00,2.232491998731e+00,-3.756695152516e+00,2.846939320621e+00
4.939553929762e+00,7.420978026312e+00,-2.709467253550e+00,-6.624211136826e+00,-1.096394502434e+01
-3.333162512002e+00,-3.851691188856e+00,4.853508281152e+00,5.219149976371e+00,3.303856397190e+00
1.683052597784e+00,-5.652591540134e+00,1.563256003806e+01,-4.360714501330e+00,2.524145566436e+00
-1.598760126325e+01,-2.154013441648e+00,-1.226900442767e+00,1.182451115949e+01,-4.754494137512e-01
7.847529017660e+00,-7.487417428015e-01,5.307124758945e+00,-3.492182601194e+00,-1.072072819150e+01
-3.476269983564e+00,1.291069894264e+00,-5.576382487609e+00,1.981743330891e+00,1.139616509825e+00
6.992082083771e-01,1.186791878232e+00,-5.962144760402e+00,-5.892485165916e+00,-3.849152593006e+00
4.030235710581e+00,1.095609913726e+00,4.156887367447e+00,-4.987773542683e-01,9.674049531421e+00
2.333973434044e+00,2.131126711106e+00,-2.013522093150e+00,2.854365048137e+00,-1.177676305165e+00
1.118256509976e+01,-3.652612179498e-01,-6.311139669897e+00,-4.578743843902e+00,1.481717546324e+00
4.894812217006e+00,-3.745134498939e+00,-6.304794810555e+00,4.628770469494e-01,-8.451646637730e-01
5.751747347962e-01,-5.953725294863e+00,9.046931936230e+00,-3.112957564249e+00,4.073522700529e+00
-8.761098038496e+00,-5.669876645727e-02,-7.303604316654e-02,9.306299232884e+00,-7.631723829295e+00
-4.066813949795e-01,-1.073846703682e+01,1.022620542520e+01,2.359920032480e+00,1.146333906203e+00
-8.958411953482e-01,2.683823461373e+00,-4.626062702780e+00,-3.977751354490e+00,-3.462627001222e+00
-2.710957687446e+00,-3.600256408286e-01,-2.204497826703e-01,-6.164768153156e-01,2.682297327161e+00
2.475784770701e+00,2.805488531785e-02,2.551320863505e+00,-1.476531448182e+00,7.925442320224e+00
-9.196050153979e+00,2.884896727335e-01,-3.149256276463e-01,5.146298493964e+00,-2.604927034629e+00
4.288913184830e+00,2.166873709061e+00,6.345309769392e+00,-6.060439112331e+00,3.955947965787e+00
-2.020594154259e+00,5.834649158485e-01,-2.073070014832e+00,-2.008278253238e+00,1.502986639299e+00
7.182743180488e+00,8.502854496506e-01,-2.092421512653e+00,-9.099546233624e-01,3.171707640487e+00
-3.999422558652e+00,-1.384888083825e+00,2.593157263415e-01,1.949360538665e+00,-4.882390099775e-01
-4.943321438469e+00,1.387208173459e+01,-4.399661463322e+00,6.620126219901e-01,-9.729598201953e+00
3.389066991120e+00,-1.919846902199e+00,6.002168983181e-01,1.324166261410e+00,-1.517608788649e+00
-8.371200850745e+00,2.991416495036e-01,2.848157177227e+00,5.305148991734e+00,-3.880787496940e+00
-3.389548722808e-02,-4.568853247601e+00,-1.131587405094e+00,6.231940008496e-01,7.034688208294e+00
-6.392126855655e+00,-2.429347506660e+00,1.356015707500e+00,1.786279083208e+00,1.467607289290e+00
1.288311396229e+00,2.727184905891e+00,-7.617766246028e-01,-4.451928348358e+00,-1.651381917626e+00
1.955639057667e-01,2.487131117984e+00,3.530044784182e+00,1.527952936206e+00,-6.795298733546e-01
7.126169281639e+00,-3.945682947551e+00,4.665569721229e+00,-5.371549432559e+00,2.352662577437e-02
-5.418507820569e+00,2.874913242108e+00,3.154343233718e+00,4.058034629526e+00,-2.860595759218e+00
6.517595489843e+00,8.905126900041e+00,-1.768937331969e+00,-5.749782401784e+00,-1.221022343023e+01
-1.452396483273e+00,7.411178716881e+00,-5.754457257313e+00,5.052478139724e+00,7.630263031908e+00
7.373417783537e+00,-6.362102409894e+00,-2.323318993044e+00,-4.943844115090e+00,1.654094140644e+00
-1.002512911184e+01,-2.799315325091e+00,1.107926612799e+00,-2.692993643905e+00,6.124198913957e+00
-2.670712933830e+00,8.836986395292e-01,-8.673450697336e-01,-2.791374051783e+00,-7.603788158323e+00
5.127979491548e+00,4.608626123910e-01,-2.917404793299e+00,3.258884218750e-02,6.738671033139e+00
3.345865203459e+00,-4.024089445332e+00,-1.737446659917e+00,6.291629108633e+00,-2.691338186694e-01
-3.817062173312e+00,-3.010350011383e+00,-4.102333908426e+00,-5.668772595812e+00,1.211288862649e+01
7.402021153807e+00,6.697930407908e+00,-6.539780778477e+00,-5.370285733276e+00,-5.953900885540e+00
7.210695453365e-01,-3.292199964218e+00,8.741805246757e+00,-3.283827381962e+00,5.362798452113e+00
5.559980733999e-02,4.756733095586e+00,3.838126966953e+00,9.230469447106e-01,-4.375499215969e+00
-5.966607498045e+00,-3.524642328815e+00,1.269315050849e+00,1.679944618993e+00,-1.347148725706e+00
2.703899210965e+00,2.999663490157e+00,3.893144302470e+00,-4.354448141432e+00,-2.551127578058e+00
-2.378483355736e+00,4.340214354789e+00,-2.909970124894e+00,9.146830987424e-01,2.156191141558e+00
8.054126038265e+00,-2.861025084895e+00,1.129924725844e+00,-5.954833225311e+00,1.296563169144e+01
-1.268016627017e+01,-2.400470550645e+00,-8.640806349550e+00,5.053836047975e+00,3.211147862585e+00
-2.205205078139e+00,-2.662805571547e+00,-7.321498062816e-01,1.743449779818e+00,-4.215528118583e+00
-6.254680888497e+00,5.994836589993e+00,-9.783464602124e+00,-7.172992377216e-01,-7.932275911738e+00
1.283025707465e+01,8.587691302090e+00,2.399194620067e+00,3.831541217608e+00,-8.835613695894e-01
8.345150799847e+00,-3.423791867445e+00,3.906326872648e+00,2.087592772542e+00,-5.678052433493e+00
-3.234858805530e+00,-6.307099584192e+00,1.392400560391e+01,1.036247357732e+01,2.267693831546e+00
-3.575059560781e+00,-5.894684277384e+00,-6.393337819743e+00,-1.247101742189e+00,-5.139257367050e+00
