# x rho vel Tmat Trad Frad/c
7.583729913084086630e-03 1.039328533459824788e+00 2.886479013535102833e+00 1.507502274337937376e+00 1.989494969274905545e+00 -7.430658803965380699e+00
7.588486579110759536e-03 1.039498248238522882e+00 2.886007749492254248e+00 1.509519658172924883e+00 1.991439550517138724e+00 -7.459643437097791541e+00
7.593235852947419554e-03 1.039668387340429323e+00 2.885535461623764064e+00 1.511540682616404840e+00 1.993382975698478443e+00 -7.488675594264114110e+00
7.597977799649583211e-03 1.039838952182158049e+00 2.885062147079928252e+00 1.513565355011351921e+00 1.995325265369192858e+00 -7.517755350143691118e+00
7.602712488546799555e-03 1.040009944185105173e+00 2.884587803004745155e+00 1.515593682715864698e+00 1.997266430105003376e+00 -7.546882778949751902e+00
7.607439986292650544e-03 1.040181364777136741e+00 2.884112426531273865e+00 1.517625673098312200e+00 1.999206485041950865e+00 -7.576057955093533636e+00
7.612160359125074924e-03 1.040353215392080699e+00 2.883636014783096613e+00 1.519661333538881554e+00 2.001145445147186841e+00 -7.605280952966432473e+00
7.616873672874934290e-03 1.040525497469752647e+00 2.883158564874291230e+00 1.521700671429564222e+00 2.003083325195797126e+00 -7.634551846937510433e+00
7.621579992974631193e-03 1.040698212455984484e+00 2.882680073909401841e+00 1.523743694174138463e+00 2.005020139746385599e+00 -7.663870711350539544e+00
7.626279384466682146e-03 1.040871361802652828e+00 2.882200538983408222e+00 1.525790409188153562e+00 2.006955903141641073e+00 -7.693237620522746845e+00
7.630971910971772257e-03 1.041044946967996099e+00 2.881719957180894465e+00 1.527840823898059419e+00 2.008890631947603200e+00 -7.722652648857009083e+00
7.635657633422400156e-03 1.041218969416998652e+00 2.881238325575038228e+00 1.529894945740142509e+00 2.010824347929988321e+00 -7.752115870981332257e+00
7.640336617489825941e-03 1.041393430619343308e+00 2.880755641233326614e+00 1.531952782166603910e+00 2.012757060348934868e+00 -7.781627360918202285e+00
7.645008926104325184e-03 1.041568332051534984e+00 2.880271901211724828e+00 1.534014340639394902e+00 2.014688783838966657e+00 -7.811187192918203515e+00
7.649674621767877172e-03 1.041743675196284746e+00 2.879787102556434331e+00 1.536079628632088134e+00 2.016619532872391485e+00 -7.840795441200127947e+00
7.654333766558359467e-03 1.041919461542536229e+00 2.879301242303866193e+00 1.538148653629862306e+00 2.018549321721035295e+00 -7.870452179947321270e+00
7.658986422133714708e-03 1.042095692585496725e+00 2.878814317480609564e+00 1.540221423129481293e+00 2.020478164454984071e+00 -7.900157483306231576e+00
7.663632649736145178e-03 1.042272369826665823e+00 2.878326325103401029e+00 1.542297944639273721e+00 2.022406074911721863e+00 -7.929911425382853096e+00
7.668272510322085220e-03 1.042449494774060570e+00 2.877837262178554401e+00 1.544378225678531447e+00 2.024333068319664974e+00 -7.959714080318786245e+00
7.672906065081761331e-03 1.042627068943050572e+00 2.877347125699710073e+00 1.546462273775097929e+00 2.026259167930918537e+00 -7.989565522607235515e+00
7.677533373648752837e-03 1.042805093853576892e+00 2.876855912655561287e+00 1.548550096473673587e+00 2.028184381623229893e+00 -8.019465825974886997e+00
7.682154495767304012e-03 1.042983571032787271e+00 2.876363620022632350e+00 1.550641701328079991e+00 2.030108723604372667e+00 -8.049415064413867782e+00
7.686769490802628987e-03 1.043162502014290949e+00 2.875870244767388062e+00 1.552737095903536035e+00 2.032032207912195076e+00 -8.079413311870874637e+00
7.691378417745932047e-03 1.043341888338188861e+00 2.875375783846205291e+00 1.554836287776627302e+00 2.033954848401260840e+00 -8.109460642244588513e+00
7.695981335219476485e-03 1.043521731551103837e+00 2.874880234205340557e+00 1.556939284535288515e+00 2.035876658716302412e+00 -8.139557129382653855e+00
7.700578301481604895e-03 1.043702033206211244e+00 2.874383592780900276e+00 1.559046093778776898e+00 2.037797652272902660e+00 -8.169702847078820440e+00
7.705169375721495142e-03 1.043882794863467023e+00 2.873885856498267444e+00 1.561156723117058442e+00 2.039717843849582213e+00 -8.199897869148733420e+00
7.709754636148513293e-03 1.044064018092400570e+00 2.873387022264469515e+00 1.563271180162505880e+00 2.041637271913202323e+00 -8.230142270516722647e+00
7.714334127621390660e-03 1.044245704464132229e+00 2.872887086990209227e+00 1.565389472553852190e+00 2.043555933506898459e+00 -8.260436124047032536e+00
7.718907908570474610e-03 1.044427855558587304e+00 2.872386047570056000e+00 1.567511607934688467e+00 2.045473842697619560e+00 -8.290779503379916093e+00
7.723476037153483367e-03 1.044610472962404835e+00 2.871883900888258623e+00 1.569637593959781308e+00 2.047391013257198189e+00 -8.321172482090021916e+00
7.728038571254413139e-03 1.044793558268966915e+00 2.871380643818722600e+00 1.571767438295050612e+00 2.049307458618084610e+00 -8.351615133681693948e+00
7.732595568482400136e-03 1.044977113078429110e+00 2.870876273224980846e+00 1.573901148617548484e+00 2.051223191848360550e+00 -8.382107531586093785e+00
7.737147086170606883e-03 1.045161138997749539e+00 2.870370785960173254e+00 1.576038732615441029e+00 2.053138225602562095e+00 -8.412649749156392076e+00
7.741693181375101582e-03 1.045345637640717973e+00 2.869864178867019611e+00 1.578180197987984812e+00 2.055052572090235063e+00 -8.443241859664333049e+00
7.746233910873744424e-03 1.045530610627986468e+00 2.869356448777796054e+00 1.580325552445507986e+00 2.056966243036772113e+00 -8.473883936296010333e+00
7.750769331165046142e-03 1.045716059587098457e+00 2.868847592514311540e+00 1.582474803709387423e+00 2.058879249643860376e+00 -8.504576052147811538e+00
7.755299498467068189e-03 1.045901986152518948e+00 2.868337606887882973e+00 1.584627959512030060e+00 2.060791602548641244e+00 -8.535318280221886766e+00
7.759824468716298648e-03 1.046088391965663389e+00 2.867826488699313892e+00 1.586785027596850917e+00 2.062703311775383241e+00 -8.566110693421638445e+00
7.764344297566528122e-03 1.046275278674928755e+00 2.867314234738868706e+00 1.588946015718252225e+00 2.064614386713881533e+00 -8.596953364548388876e+00
7.768859000251272448e-03 1.046462647949693014e+00 2.866800841747979778e+00 1.591110931599119649e+00 2.066524944965126842e+00 -8.627846371770413469e+00
7.773368658050323551e-03 1.046650501443248338e+00 2.866286306520884786e+00 1.593279783043493270e+00 2.068434922360727679e+00 -8.658789784073350759e+00
7.777873324129118762e-03 1.046838840825663031e+00 2.865770625814608508e+00 1.595452577836886210e+00 2.070344330020589485e+00 -8.689783674134078595e+00
7.782373050715893706e-03 1.047027667774329762e+00 2.865253796374942041e+00 1.597629323775024535e+00 2.072253179931539346e+00 -8.720828114595363445e+00
7.786867889584958916e-03 1.047216983973825011e+00 2.864735814936882896e+00 1.599810028664343964e+00 2.074161483550887475e+00 -8.751923177993433001e+00
7.791357892051561582e-03 1.047406791115940594e+00 2.864216678224612789e+00 1.601994700321963006e+00 2.076069251785231273e+00 -8.783068936754620637e+00
7.795843108966764648e-03 1.047597090899714978e+00 2.863696382951473662e+00 1.604183346575658531e+00 2.077976494936380369e+00 -8.814265463190182004e+00
7.800323590712312030e-03 1.047787885031465249e+00 2.863174925819942374e+00 1.606375975263839795e+00 2.079883222665530607e+00 -8.845512829491822160e+00
7.804799387195504243e-03 1.047979175224816428e+00 2.862652303521612485e+00 1.608572594235524900e+00 2.081789443940493811e+00 -8.876811107726695127e+00
7.809270547844080965e-03 1.048170963200734107e+00 2.862128512737166286e+00 1.610773211350314593e+00 2.083695166992082459e+00 -8.908160369832261338e+00
7.813737121601079319e-03 1.048363250687555759e+00 2.861603550136355700e+00 1.612977834478365846e+00 2.085600399280796768e+00 -8.939560687612349454e+00
7.818199156919723378e-03 1.048556039421022268e+00 2.861077412377978746e+00 1.615186471500372312e+00 2.087505147436283792e+00 -8.971012132731083000e+00
7.822656701758278971e-03 1.048749331144307462e+00 2.860550096109859997e+00 1.617399130307531241e+00 2.089409417211412379e+00 -9.002514776707799982e+00
7.827109837667078560e-03 1.048943127621933868e+00 2.860021597930976878e+00 1.619615818758659342e+00 2.091313317618137546e+00 -9.034068696309516255e+00
7.831558596144193654e-03 1.049137430605704857e+00 2.859491914484446173e+00 1.621836544785328238e+00 2.093216804216121218e+00 -9.065673960279477583e+00
7.836003023971875939e-03 1.049332241861398396e+00 2.858961042384759565e+00 1.624061316309683756e+00 2.095119880205666085e+00 -9.097330639710200728e+00
7.840443170814751991e-03 1.049527563163731081e+00 2.858428978231595252e+00 1.626290141260005928e+00 2.097022557964431044e+00 -9.129038806062604650e+00
7.844879086225197903e-03 1.049723396295169753e+00 2.857895718613130409e+00 1.628523027574445337e+00 2.098924849805622550e+00 -9.160798530686216523e+00
7.849310819657754831e-03 1.049919743045970577e+00 2.857361260105997669e+00 1.630759983200970709e+00 2.100826767965984221e+00 -9.192609884815922783e+00
7.853738420483513324e-03 1.050116605214217680e+00 2.856825599275251371e+00 1.633001016097321845e+00 2.102728324591116138e+00 -9.224472939569073660e+00
7.858161938004528876e-03 1.050313984605861339e+00 2.856288732674328923e+00 1.635246134230958992e+00 2.104629531711607271e+00 -9.256387765941399337e+00
7.862581421468223600e-03 1.050511883034756622e+00 2.855750656845015278e+00 1.637495345579011330e+00 2.106530401229673277e+00 -9.288354434804135806e+00
7.866996920000023444e-03 1.050710302323564216e+00 2.855211368315065279e+00 1.639748658125542935e+00 2.108430951193113412e+00 -9.320373017232991941e+00
7.871408482509697005e-03 1.050909244304921275e+00 2.854670863595096808e+00 1.642006079857944334e+00 2.110331213945301876e+00 -9.352443584941562804e+00
7.875816158341845605e-03 1.051108710814779856e+00 2.854129139196756704e+00 1.644267618787806917e+00 2.112231187184652637e+00 -9.384566207687466743e+00
7.880219996632799664e-03 1.051308703699379121e+00 2.853586191613845635e+00 1.646533282929246722e+00 2.114130884695100576e+00 -9.416740955950363201e+00
7.884620046532236567e-03 1.051509224813096610e+00 2.853042017328229374e+00 1.648803080305670354e+00 2.116030320264725262e+00 -9.448967900080262439e+00
7.889016357217388045e-03 1.051710276018489099e+00 2.852496612809799714e+00 1.651077018949719033e+00 2.117929507685513801e+00 -9.481247110295738523e+00
7.893408977907251031e-03 1.051911859186333231e+00 2.851949974516436281e+00 1.653355106903213079e+00 2.119828460723475860e+00 -9.513578656679205992e+00
7.897797957876801986e-03 1.052113976195664380e+00 2.851402098893971893e+00 1.655637352217095959e+00 2.121727193087694641e+00 -9.545962609172672586e+00
7.902183346471197342e-03 1.052316628933819720e+00 2.850852982376153477e+00 1.657923762951376556e+00 2.123625718431181753e+00 -9.578399037575538344e+00
7.906565193119998239e-03 1.052519819296476422e+00 2.850302621384607438e+00 1.660214347175078542e+00 2.125524050299548495e+00 -9.610888011538596842e+00
7.910943530386399872e-03 1.052723549188041563e+00 2.849751012327860877e+00 1.662509112965074420e+00 2.127422204599046296e+00 -9.643429600695075266e+00
7.915318403305086556e-03 1.052927820521089242e+00 2.849198151602940321e+00 1.664808068407941377e+00 2.129320195251481529e+00 -9.676023874423853144e+00
7.919689869760502057e-03 1.053132635216393442e+00 2.848644035595357060e+00 1.667111221599926862e+00 2.131218034141404427e+00 -9.708670901842651801e+00
7.924057977431059677e-03 1.053337995203443844e+00 2.848088660677785544e+00 1.669418580645393835e+00 2.133115734450780288e+00 -9.741370751985302334e+00
7.928422773972937029e-03 1.053543902420276401e+00 2.847532023210599395e+00 1.671730153657424722e+00 2.135013309150518790e+00 -9.774123493718057887e+00
7.932784307029339468e-03 1.053750358813514421e+00 2.846974119541837212e+00 1.674045948757766578e+00 2.136910770949580929e+00 -9.806929195733241400e+00
7.937142624239763508e-03 1.053957366338408086e+00 2.846414946007171043e+00 1.676365974076774901e+00 2.138808132265193063e+00 -9.839787926545005448e+00
7.941497773249239431e-03 1.054164926958876647e+00 2.845854498929873078e+00 1.678690237753354353e+00 2.140705405199667233e+00 -9.872699754484946411e+00
7.945849801717612057e-03 1.054373042647547498e+00 2.845292774620785003e+00 1.681018747934909019e+00 2.142602601482116231e+00 -9.905664747695769989e+00
7.950198757328772944e-03 1.054581715385797702e+00 2.844729769378288253e+00 1.683351512777278902e+00 2.144499732447996632e+00 -9.938682974127072356e+00
7.954544687799948097e-03 1.054790947163794401e+00 2.844165479488270254e+00 1.685688540444688188e+00 2.146396808989627480e+00 -9.971754501529428438e+00
7.958887640890926693e-03 1.055000739980535007e+00 2.843599901224098225e+00 1.688029839109688623e+00 2.148293841520553915e+00 -1.000487939744923516e+01
7.963227632387810326e-03 1.055211095852032654e+00 2.843033030824645646e+00 1.690375416927009766e+00 2.150190895825259130e+00 -1.003805773232563503e+01
7.967564729894001038e-03 1.055422016790027895e+00 2.842464864551748516e+00 1.692725282101762874e+00 2.152087946255119455e+00 -1.007128957135391190e+01
7.971898979728239340e-03 1.055633504820655544e+00 2.841895398639964654e+00 1.695079442829819039e+00 2.153985004082268340e+00 -1.010457498158344514e+01
7.976230427642646073e-03 1.055845561979206204e+00 2.841324629310779670e+00 1.697437907314625072e+00 2.155882080999397488e+00 -1.013791402989755497e+01
7.980559119282486583e-03 1.056058190310051215e+00 2.840752552772893402e+00 1.699800683767514142e+00 2.157779188271226278e+00 -1.017130678296303437e+01
7.984885100188474430e-03 1.056271391866685283e+00 2.840179165222187052e+00 1.702167780407644493e+00 2.159676336693038934e+00 -1.020475330722435459e+01
7.989208415799064697e-03 1.056485168711768896e+00 2.839604462841694765e+00 1.704539205461935492e+00 2.161573536552933383e+00 -1.023825366889834143e+01
7.993529111452757699e-03 1.056699522917170952e+00 2.839028441801571656e+00 1.706914967165008568e+00 2.163470797593117112e+00 -1.027180793396852465e+01
7.997847232390406166e-03 1.056914456564010951e+00 2.838451098259065386e+00 1.709295073759123706e+00 2.165368128949013649e+00 -1.030541616817770390e+01
8.002162823757498142e-03 1.057129971742700292e+00 2.837872428358490851e+00 1.711679533494118166e+00 2.167265539117245066e+00 -1.033907843702317919e+01
8.006475930606478039e-03 1.057346070552986683e+00 2.837292428231198649e+00 1.714068354627344082e+00 2.169163035899218883e+00 -1.037279480574920854e+01
8.010786595504427662e-03 1.057562755110058594e+00 2.836711093979284115e+00 1.716461545403924260e+00 2.171060666702282482e+00 -1.040656534163473879e+01
8.015094860343114844e-03 1.057780027539980461e+00 2.836128421687948986e+00 1.718859114071547900e+00 2.172958487340331146e+00 -1.044039011223621749e+01
8.019400772651801360e-03 1.057997889963783855e+00 2.835544407468234773e+00 1.721261068932282035e+00 2.174856456345403366e+00 -1.047426917935696800e+01
8.023704376685232911e-03 1.058216344520090058e+00 2.834959047396423681e+00 1.723667418269235085e+00 2.176754585206135406e+00 -1.050820260757859259e+01
8.028005716575898829e-03 1.058435393357164189e+00 2.834372337535450814e+00 1.726078170372384868e+00 2.178652885030315289e+00 -1.054219046123242087e+01
8.032304836334767592e-03 1.058655038632964285e+00 2.833784273934863762e+00 1.728493333538508647e+00 2.180551366507407884e+00 -1.057623280439354652e+01
8.036601779851998070e-03 1.058875282515183258e+00 2.833194852630798621e+00 1.730912916071102314e+00 2.182450039852977586e+00 -1.061032970087366856e+01
8.040896590897681981e-03 1.059096127181298197e+00 2.832604069645940470e+00 1.733336926280310442e+00 2.184348914787245022e+00 -1.064448121421651372e+01
8.045189313122562066e-03 1.059317574818615437e+00 2.832011920989494946e+00 1.735765372482849234e+00 2.186248000478945297e+00 -1.067868740769040414e+01
8.049479990058753739e-03 1.059539627624315417e+00 2.831418402657158939e+00 1.738198263001931920e+00 2.188147305496586537e+00 -1.071294834428150011e+01
8.053768665120480605e-03 1.059762287805500192e+00 2.830823510631088613e+00 1.740635606167194371e+00 2.190046837776736144e+00 -1.074726408668836619e+01
8.058055381604799575e-03 1.059985557579239401e+00 2.830227240879868766e+00 1.743077410314620046e+00 2.191946604559321887e+00 -1.078163469731358859e+01
8.062340195182203170e-03 1.060209439187704827e+00 2.829629589318214844e+00 1.745523683736779796e+00 2.193846709396826800e+00 -1.081606024391574117e+01
8.066623144833718131e-03 1.060433934863056704e+00 2.829030551900828083e+00 1.747974434798371668e+00 2.195747125245026243e+00 -1.085054078640795439e+01
8.070904271781439640e-03 1.060659046850424891e+00 2.828430124561095660e+00 1.750429671860848968e+00 2.197647842895687376e+00 -1.088507638546432155e+01
8.075183619965184759e-03 1.060884777408508839e+00 2.827828303209602101e+00 1.752889403280443403e+00 2.199548874206638249e+00 -1.091966710271632657e+01
8.079461233309765192e-03 1.061111128806319970e+00 2.827225083742927136e+00 1.755353637418970214e+00 2.201450230725919166e+00 -1.095431299950548798e+01
8.083737155729490628e-03 1.061338103323229198e+00 2.826620462043615056e+00 1.757822382643736248e+00 2.203351923632295595e+00 -1.098901413687560691e+01
8.088011431132685961e-03 1.061565703249018000e+00 2.826014433980137408e+00 1.760295647327450030e+00 2.205253963707770826e+00 -1.102377057556718221e+01
8.092284103426215444e-03 1.061793930883928816e+00 2.825406995406859245e+00 1.762773439848132062e+00 2.207156361291592983e+00 -1.105858237601052707e+01
8.096555216519996448e-03 1.062022788538715901e+00 2.824798142164004489e+00 1.765255768589024665e+00 2.209059126243031468e+00 -1.109344959831947897e+01
8.100824814331523613e-03 1.062252278534693284e+00 2.824187870077625728e+00 1.767742641938503390e+00 2.210962267878505916e+00 -1.112837230228302055e+01
8.105092940790379133e-03 1.062482403203787396e+00 2.823576174959568696e+00 1.770234068289983531e+00 2.212865794945129139e+00 -1.116335054735980314e+01
8.109359639973992215e-03 1.062713164891693207e+00 2.822963052599189560e+00 1.772730056031468715e+00 2.214769734937404699e+00 -1.119838439382558626e+01
8.113624956401993896e-03 1.062944565964762944e+00 2.822348498745184120e+00 1.775230613522554179e+00 2.216674176300158727e+00 -1.123347390530301837e+01
8.117888933667763082e-03 1.063176608777560705e+00 2.821732509191861027e+00 1.777735749202813631e+00 2.218579066014731982e+00 -1.126861913667285719e+01
8.122151615843451952e-03 1.063409295706093438e+00 2.821115079690956762e+00 1.780245471481061603e+00 2.220484416675615247e+00 -1.130382014640952981e+01
8.126413047040403556e-03 1.063642629137331319e+00 2.820496205979591053e+00 1.782759788770348575e+00 2.222390240594560140e+00 -1.133907699265508562e+01
8.130673271413842509e-03 1.063876611469262379e+00 2.819875883780227355e+00 1.785278709487858384e+00 2.224296549753435936e+00 -1.137438973321155977e+01
8.134932333167569155e-03 1.064111245110946236e+00 2.819254108800639980e+00 1.787802242054803870e+00 2.226203355764949432e+00 -1.140975842553450192e+01
8.139190276558657192e-03 1.064346532482566943e+00 2.818630876733877688e+00 1.790330394896322730e+00 2.228110669823997192e+00 -1.144518312672519755e+01
8.143447145902154780e-03 1.064582476015488499e+00 2.818006183258227271e+00 1.792863176441373829e+00 2.230018502665556124e+00 -1.148066389352372418e+01
8.147702985575768289e-03 1.064819078152307474e+00 2.817380024037183794e+00 1.795400595122634169e+00 2.231926864513904540e+00 -1.151620078230110700e+01
8.151957840024566873e-03 1.065056341346908075e+00 2.816752394719412855e+00 1.797942659376391639e+00 2.233835765040062427e+00 -1.155179384905209616e+01
8.156211753765680098e-03 1.065294268064515881e+00 2.816123290938720380e+00 1.800489377642447320e+00 2.235745213303117929e+00 -1.158744314938662079e+01
8.160464761289258281e-03 1.065532860801672532e+00 2.815492708261382759e+00 1.803040758296583057e+00 2.237655337837844538e+00 -1.162314874586507507e+01
8.164716906551664280e-03 1.065772122047792037e+00 2.814860642287912995e+00 1.805596809780508405e+00 2.239566153413526717e+00 -1.165891069378264788e+01
8.168968239393821149e-03 1.066012054292379441e+00 2.814227088634007057e+00 1.808157540577821631e+00 2.241477605506771553e+00 -1.169472904382367062e+01
8.173218803991780593e-03 1.066252660047853684e+00 2.813592042870363574e+00 1.810722959136807697e+00 2.243389707362859031e+00 -1.173060385044245812e+01
8.177468644591933886e-03 1.066493941838287274e+00 2.812955500552567045e+00 1.813293073908573083e+00 2.245302471515323806e+00 -1.176653516768111629e+01
8.181717805516545636e-03 1.066735902199460684e+00 2.812317457221059414e+00 1.815867893346948536e+00 2.247215909717294569e+00 -1.180252304915989470e+01
8.185966331169325719e-03 1.066978543678912317e+00 2.811677908401122306e+00 1.818447425908389592e+00 2.249130032868318363e+00 -1.183856754806794243e+01
8.190214266040956106e-03 1.067221868835992460e+00 2.811036849602855270e+00 1.821031680051877544e+00 2.251044850935469910e+00 -1.187466871715258598e+01
8.194461654714666268e-03 1.067465880241915910e+00 2.810394276321151352e+00 1.823620664238825739e+00 2.252960372878992867e+00 -1.191082660870966770e+01
8.198708541871766939e-03 1.067710580479811711e+00 2.809750184035685994e+00 1.826214386932974776e+00 2.254876606572988162e+00 -1.194704127457303677e+01
8.202954972297197764e-03 1.067955972144779109e+00 2.809104568210889052e+00 1.828812856600299463e+00 2.256793558730406879e+00 -1.198331276610422691e+01
8.207200990885085354e-03 1.068202057843938180e+00 2.808457424295931038e+00 1.831416081708908905e+00 2.258711234821522140e+00 -1.201964113418180169e+01
8.211446642644297869e-03 1.068448840196482230e+00 2.807808747724706677e+00 1.834024070728947464e+00 2.260629638993622681e+00 -1.205602642919046019e+01
8.215691972703982257e-03 1.068696321833731311e+00 2.807158533915814047e+00 1.836636832132497954e+00 2.262548773992488105e+00 -1.209246870101040550e+01
8.219937026319122306e-03 1.068944505399184175e+00 2.806506778272541691e+00 1.839254374393482161e+00 2.264468641080115141e+00 -1.212896799900613587e+01
8.224181848876089759e-03 1.069193393548572013e+00 2.805853476182851303e+00 1.841876705987564478e+00 2.266389239949115009e+00 -1.216552437201491976e+01
8.228426485898188494e-03 1.069442988949910189e+00 2.805198623019363069e+00 1.844503835392049540e+00 2.268310568645385050e+00 -1.220213786833591385e+01
8.232670980823241294e-03 1.069693294291596208e+00 2.804542214118251664e+00 1.847135771058010523e+00 2.270232669748907917e+00 -1.223880853864418938e+01
8.236915361689493495e-03 1.069944312330447511e+00 2.803884244653532587e+00 1.849772521244098966e+00 2.272155904902487311e+00 -1.227553645340786659e+01
8.241159687746397663e-03 1.070196045723553757e+00 2.803224710077971249e+00 1.852414094597577110e+00 2.274079988125462748e+00 -1.231232164171086474e+01
8.245404004045256766e-03 1.070448497192381776e+00 2.802563605692874216e+00 1.855060499587934952e+00 2.276004930462787623e+00 -1.234916415093325703e+01
8.249648355705933508e-03 1.070701669471276540e+00 2.801900926783303269e+00 1.857711744684615418e+00 2.277930742515981599e+00 -1.238606402797178774e+01
8.253892787918571186e-03 1.070955565307525115e+00 2.801236668618038550e+00 1.860367838356869585e+00 2.279857434394581883e+00 -1.242302131923127817e+01
8.258137345945338811e-03 1.071210187461422825e+00 2.800570826449536366e+00 1.863028789073610136e+00 2.281785015669593797e+00 -1.246003607061554952e+01
8.262382075122169309e-03 1.071465538706337428e+00 2.799903395513896331e+00 1.865694605303265918e+00 2.283713495328692833e+00 -1.249710832751902601e+01
8.266627020860476890e-03 1.071721621828773729e+00 2.799234371030822288e+00 1.868365295513636060e+00 2.285642881715079344e+00 -1.253423813481662386e+01
8.270872228648929944e-03 1.071978439628440638e+00 2.798563748203585444e+00 1.871040868171744531e+00 2.287573182491676960e+00 -1.257142553685556052e+01
8.275117744055137184e-03 1.072235994918314894e+00 2.797891522218992399e+00 1.873721331743692264e+00 2.289504404575171126e+00 -1.260867057744499853e+01
8.279363612727437885e-03 1.072494290524706129e+00 2.797217688247349621e+00 1.876406694694517041e+00 2.291436554079081311e+00 -1.264597329984605523e+01
8.283609880396591504e-03 1.072753329287322588e+00 2.796542241442431465e+00 1.879096965488039395e+00 2.293369636265587541e+00 -1.268333374676261371e+01
8.287856590885206778e-03 1.073013114071334817e+00 2.795865176910183880e+00 1.881792152544637720e+00 2.295303722049617523e+00 -1.272075196464881941e+01
8.292103785000079150e-03 1.073273647774043216e+00 2.795186489691575016e+00 1.884492264217663138e+00 2.297238983553704816e+00 -1.275822800605585527e+01
8.296351513001556585e-03 1.073534933249923773e+00 2.794506174957966049e+00 1.887197309056665606e+00 2.299175278689557622e+00 -1.279576190263682456e+01
8.300599820529540665e-03 1.073796973395498400e+00 2.793824227790076886e+00 1.889907295509906104e+00 2.301112622043197220e+00 -1.283335369566694872e+01
8.304848753277969606e-03 1.074059771121223417e+00 2.793140643251413646e+00 1.892622232022921791e+00 2.303051028033665570e+00 -1.287100342588312785e+01
8.309098356995192960e-03 1.074323329351562162e+00 2.792455416388224254e+00 1.895342127038350366e+00 2.304990510863216713e+00 -1.290871113347440868e+01
8.313348677484311625e-03 1.074587651025056712e+00 2.791768542229458028e+00 1.898066988995752657e+00 2.306931084471746551e+00 -1.294647685807277249e+01
8.317599760603573353e-03 1.074852739094400933e+00 2.791080015786719937e+00 1.900796826331444311e+00 2.308872762487266694e+00 -1.298430063874346629e+01
8.321851652266698887e-03 1.075118596526512205e+00 2.790389832054235519e+00 1.903531647478313049e+00 2.310815558180922658e+00 -1.302218251397585114e+01
8.326104398443260127e-03 1.075385226302604247e+00 2.789697986008806918e+00 1.906271460865649470e+00 2.312759484406131438e+00 -1.306012252167266396e+01
8.330358045159034011e-03 1.075652631418258176e+00 2.789004472609778684e+00 1.909016274918970302e+00 2.314704553542527243e+00 -1.309812069913961885e+01
8.334612638496370282e-03 1.075920814883497112e+00 2.788309286798997366e+00 1.911766098059843211e+00 2.316650777454608345e+00 -1.313617708307655185e+01
8.338868224594548836e-03 1.076189779722856121e+00 2.787612423500778647e+00 1.914520938705712938e+00 2.318598167407973420e+00 -1.317429170956422446e+01
8.343124871675671253e-03 1.076459528986253078e+00 2.786913877593916844e+00 1.917280805231264207e+00 2.320546791817575727e+00 -1.321246461789963966e+01
8.347382647754019239e-03 1.076730065738082498e+00 2.786213643940131490e+00 1.920045706007172948e+00 2.322496716777654679e+00 -1.325069584666197642e+01
8.351641575471436055e-03 1.077001393035200705e+00 2.785511717441156776e+00 1.922815649478796463e+00 2.324447888462348288e+00 -1.328898542585201703e+01
8.355901704299640090e-03 1.077273513962399454e+00 2.784808092947053115e+00 1.925590644039923971e+00 2.326400322602612203e+00 -1.332733338948561297e+01
8.360163084026086752e-03 1.077546431619462508e+00 2.784102765289890868e+00 1.928370698078895051e+00 2.328354034551453289e+00 -1.336573977094307963e+01
8.364425764763589247e-03 1.077820149121244686e+00 2.783395729283706377e+00 1.931155819978413568e+00 2.330309039246819314e+00 -1.340420460296043892e+01
8.368689796959887309e-03 1.078094669597746025e+00 2.782686979724467768e+00 1.933946018115355159e+00 2.332265351134119147e+00 -1.344272791761649444e+01
8.372955231407257573e-03 1.078369996194189273e+00 2.781976511390038986e+00 1.936741300860575388e+00 2.334222984113716759e+00 -1.348130974632246648e+01
8.377222119252089247e-03 1.078646132071095387e+00 2.781264319040143818e+00 1.939541676578720786e+00 2.336181951468359053e+00 -1.351995011980956640e+01
8.381490512004491009e-03 1.078923080404360801e+00 2.780550397416333475e+00 1.942347153628035672e+00 2.338142265804246556e+00 -1.355864906811768122e+01
8.385760461547873620e-03 1.079200844385333147e+00 2.779834741241953289e+00 1.945157740360173637e+00 2.340103938979839260e+00 -1.359740662058320915e+01
8.390032020148542949e-03 1.079479427220887633e+00 2.779117345222112512e+00 1.947973445120003477e+00 2.342066982032469991e+00 -1.363622280582616142e+01
8.394305240465303394e-03 1.079758832133504320e+00 2.778398204043652342e+00 1.950794276245421344e+00 2.344031405115851285e+00 -1.367509765173866043e+01
8.398580154922447374e-03 1.080039062372738723e+00 2.777677312345812055e+00 1.953620242025934539e+00 2.345997276240528784e+00 -1.371403118948175326e+01
8.402856808967800947e-03 1.080320121196894689e+00 2.776954664767585346e+00 1.956451350768886988e+00 2.347964625642420256e+00 -1.375302344698287094e+01
8.407135266048798919e-03 1.080602011870404722e+00 2.776230255954573067e+00 1.959287610809192115e+00 2.349933432370470143e+00 -1.379207444798614191e+01
8.411415576564320803e-03 1.080884737681053975e+00 2.775504080514860306e+00 1.962129030447097966e+00 2.351903712683656167e+00 -1.383118421807336063e+01
8.415697790916170859e-03 1.081168301932846409e+00 2.774776133037552217e+00 1.964975617974050071e+00 2.353875482622705739e+00 -1.387035278210896472e+01
