# x rho vel Tmat Trad
-8.774147056793926702e-02 1.224656491410311521e+00 2.449666515501997921e+01 4.468217635143538757e+01 4.468227960129440390e+01
-8.684052979214892942e-02 1.230565503610025813e+00 2.437903542069971152e+01 4.494676345831251751e+01 4.494686140273022801e+01
-8.594190307457644229e-02 1.236614069711261088e+00 2.425979190662511797e+01 4.521029279127173339e+01 4.521038547898704962e+01
-8.504557316348024254e-02 1.242805032437155122e+00 2.413894313025885552e+01 4.547273652685693435e+01 4.547282412937224905e+01
-8.415151769462125841e-02 1.249141314076608333e+00 2.401649810308022026e+01 4.573406832537455102e+01 4.573415078621051322e+01
-8.325971229610576452e-02 1.255625927523854157e+00 2.389246617355316360e+01 4.599426281086254420e+01 4.599434031835424008e+01
-8.237012573762603207e-02 1.262261974032813594e+00 2.376685713200461691e+01 4.625329603431116254e+01 4.625336867707216015e+01
-8.148272176022172686e-02 1.269052650181635933e+00 2.363968113986932096e+01 4.651114527496984152e+01 4.651121298390845737e+01
-8.059746171434473139e-02 1.276001257500667174e+00 2.351094861674485159e+01 4.676778865880474001e+01 4.676785170441172568e+01
-7.971430015909652944e-02 1.283111197071068688e+00 2.338067041148138614e+01 4.702320589255770500e+01 4.702326415607385002e+01
-7.883318905458067127e-02 1.290385986494457349e+00 2.324885756199186559e+01 4.727737737294612685e+01 4.727743097953077012e+01
-7.795407582851465733e-02 1.297829258428971455e+00 2.311552140249569121e+01 4.753028466313711675e+01 4.753033379749471976e+01
-7.707690300377287307e-02 1.305444764505456989e+00 2.298067357247775533e+01 4.778191059170129762e+01 4.778195511475504276e+01
-7.620161084676774221e-02 1.313236391738789255e+00 2.284432581119575190e+01 4.803223845507530143e+01 4.803227868373944887e+01
-7.532813391834408678e-02 1.321208153699538146e+00 2.270649020443635280e+01 4.828125308782909286e+01 4.828128888080539838e+01
-7.445640451180082775e-02 1.329364211675963414e+00 2.256717890891483691e+01 4.852893975869258014e+01 4.852897122063988178e+01
-7.358635160644180773e-02 1.337708876441487726e+00 2.242640422616065266e+01 4.877528450966035933e+01 4.877531210768265169e+01
-7.271789892425861712e-02 1.346246606105341304e+00 2.228417874106235885e+01 4.902027480247440394e+01 4.902029847518983274e+01
-7.185096674523788751e-02 1.354982021430475081e+00 2.214051516958767252e+01 4.926389891472640414e+01 4.926391803224334609e+01
-7.098547411321962097e-02 1.363919928648390290e+00 2.199542610227070583e+01 4.950614482344073508e+01 4.950615969373136949e+01
-7.012133582243754160e-02 1.373065307885686703e+00 2.184892432115663397e+01 4.974700162156062078e+01 4.974701286013605284e+01
-6.925846162417884089e-02 1.382423316309484118e+00 2.170102286764662480e+01 4.998645988655081851e+01 4.998646722986159574e+01
-6.839675849421508746e-02 1.391999311669688266e+00 2.155173479505195999e+01 5.022451060433527203e+01 5.022451322064889467e+01
-6.753613273234518322e-02 1.401798877307014246e+00 2.140107292540623618e+01 5.046114403577042395e+01 5.046114234861907022e+01
-6.667648595301212122e-02 1.411827803219863453e+00 2.124905029606369666e+01 5.069635179373897671e+01 5.069634630527348662e+01
-6.581771600962754709e-02 1.422092103060536461e+00 2.109568004451744017e+01 5.093012635726592663e+01 5.093011712464767982e+01
-6.495971828777336032e-02 1.432598034499524386e+00 2.094097526141060683e+01 5.116246039400856205e+01 5.116244739342875647e+01
-6.410238695624465022e-02 1.443352110573887126e+00 2.078494899492805459e+01 5.139334678166540726e+01 5.139333017512097967e+01
-6.324561219375129939e-02 1.454361107269248166e+00 2.062761431810349677e+01 5.162277894592491378e+01 5.162275882755959344e+01
-6.238928158156376025e-02 1.465632079512780406e+00 2.046898428285827976e+01 5.185075064935521283e+01 5.185072702800501787e+01
-6.153328038513464215e-02 1.477172375937043869e+00 2.030907190568704479e+01 5.207725592672353088e+01 5.207722874042453043e+01
-6.067748610770987150e-02 1.488989656393554739e+00 2.014789012884230601e+01 5.230228888823760514e+01 5.230225822469736841e+01
-5.982177819612061187e-02 1.501091903446192921e+00 1.998545187748083762e+01 5.252584401251543511e+01 5.252580988257922456e+01
-5.896603211174064607e-02 1.513487442486905810e+00 1.982177001132241045e+01 5.274791590034408983e+01 5.274787828675872703e+01
-5.811012012761365697e-02 1.526184959652106876e+00 1.965685732274447517e+01 5.296849925996432518e+01 5.296845812987673696e+01
-5.725391083175118689e-02 1.539193522387197532e+00 1.949072651596907946e+01 5.318758878819843972e+01 5.318754420539463013e+01
-5.639727062067420582e-02 1.552522597705007223e+00 1.932339023235284259e+01 5.340517929746847869e+01 5.340513131354449428e+01
-5.554006263549149391e-02 1.566182075946798813e+00 1.915486102205849761e+01 5.362126555273277262e+01 5.362121425596351543e+01
-5.468214697387230316e-02 1.580182293677162564e+00 1.898515134617064604e+01 5.383584226854117816e+01 5.383578778037752954e+01
-5.382338003774980728e-02 1.594534056734185024e+00 1.881427359503624430e+01 5.404890419940669943e+01 5.404884650081630326e+01
-5.296361590911993766e-02 1.609248671039847922e+00 1.864224003404949670e+01 5.426044581527911248e+01 5.426038493156831066e+01
-5.210270532310451452e-02 1.624337968015935552e+00 1.846906283711622621e+01 5.447046146855862503e+01 5.447039738249193164e+01
-5.124049560468307840e-02 1.639814336220990931e+00 1.829475406901005741e+01 5.467894526958252754e+01 5.467887793446657696e+01
-5.037682897221998357e-02 1.655690756511399631e+00 1.811932565427319730e+01 5.488589087087471086e+01 5.488582043305317626e+01
-4.951154653383002535e-02 1.671980830594145928e+00 1.794278944534272213e+01 5.509129184358063469e+01 5.509121833177697880e+01
-4.864448517801397975e-02 1.688698823109350045e+00 1.776515716684275858e+01 5.529514131474395811e+01 5.529506472216932877e+01
-4.777547767799830702e-02 1.705859701139655904e+00 1.758644042060288371e+01 5.549743195799091922e+01 5.549735226959263912e+01
-4.690435097822828747e-02 1.723479179058055477e+00 1.740665066600694288e+01 5.569815582622143779e+01 5.569807318369900884e+01
-4.603093092517440699e-02 1.741573759197879046e+00 1.722579927583266723e+01 5.589730466072322912e+01 5.589721907748084107e+01
-4.515503834412235018e-02 1.760160785775027437e+00 1.704389749075707883e+01 5.609486956050130146e+01 5.609478097231632887e+01
-4.427649008955927834e-02 1.779258499124833692e+00 1.686095641232352804e+01 5.629084088036352540e+01 5.629074924301487926e+01
-4.339509911027877864e-02 1.798886095527468587e+00 1.667698698354962517e+01 5.648520803721427797e+01 5.648511357690527035e+01
-4.251067373262726323e-02 1.819063779690713201e+00 1.649200007989865924e+01 5.667796005876459020e+01 5.667786277508604798e+01
-4.162301811721602629e-02 1.839812839680190493e+00 1.630600643335808897e+01 5.686908501797430660e+01 5.686898478592377160e+01
-4.073193158741172937e-02 1.861155721056885204e+00 1.611901661993336532e+01 5.705856986614077897e+01 5.705846664270242741e+01
-3.983720844810884065e-02 1.883116106005708890e+00 1.593104105706642493e+01 5.724640032320840533e+01 5.724629438240012291e+01
-3.893863916644249579e-02 1.905718986140880311e+00 1.574209010781311946e+01 5.743256153819551457e+01 5.743245281470746733e+01
-3.803600907324611313e-02 1.928990765172360788e+00 1.555217398737490342e+01 5.761703734771290897e+01 5.761692555619666223e+01
-3.712909922313323285e-02 1.952959364674815568e+00 1.536130271967807026e+01 5.779980984211918837e+01 5.779969498596805977e+01
-3.621768604814395998e-02 1.977654328619969482e+00 1.516948617655257969e+01 5.798085952324704806e+01 5.798074208215449232e+01
-3.530154023497342197e-02 2.003106925085361478e+00 1.497673420440177772e+01 5.816016615851745541e+01 5.816004613647893251e+01
-3.438042779229935619e-02 2.029350291511376358e+00 1.478305649127595345e+01 5.833770767070186025e+01 5.833758480610052288e+01
-3.345411166000283876e-02 2.056419582616578090e+00 1.458846251688974327e+01 5.851345958448563067e+01 5.851333404075246847e+01
-3.252234992244831813e-02 2.084352111499002458e+00 1.439296164716858328e+01 5.868739559828946994e+01 5.868726780836430379e+01
-3.158489417656951126e-02 2.113187505093855556e+00 1.419656321442595903e+01 5.885948809686413341e+01 5.885935782996506305e+01
-3.064149196210400050e-02 2.142967902634715482e+00 1.399927640685420016e+01 5.902970710976461532e+01 5.902957354872323492e+01
-2.969189247885620220e-02 2.173738183344330555e+00 1.380111010142193173e+01 5.919801867757984581e+01 5.919788215178154900e+01
-2.873583885537173144e-02 2.205546146709229216e+00 1.360207313946312446e+01 5.936438691300344317e+01 5.936424800188089534e+01
-2.777306745530422338e-02 2.238442748599971832e+00 1.340217435481136121e+01 5.952877408657680292e+01 5.952863237256683249e+01
-2.680331279883413353e-02 2.272482390977794253e+00 1.320142242646453568e+01 5.969113913640852331e+01 5.969099338419938050e+01
-2.582632437450585461e-02 2.307723266890466807e+00 1.299982559885674327e+01 5.985143479715561909e+01 5.985128607924006161e+01
-2.484184008767051366e-02 2.344227595457593516e+00 1.279739222340482563e+01 6.000961211540964513e+01 6.000946142162858621e+01
-2.384959412482803853e-02 2.382062002679683044e+00 1.259413061719288685e+01 6.016561895527836867e+01 6.016546613787073028e+01
-2.284932407170864321e-02 2.421297939580801639e+00 1.239004895250267602e+01 6.031939863428164728e+01 6.031924247915910087e+01
-2.184078934535299554e-02 2.462012168860676198e+00 1.218515504490086876e+01 6.047088739635393750e+01 6.047072806882346896e+01
-2.082374808517403753e-02 2.504287189913049883e+00 1.197945671759859820e+01 6.062001742257498904e+01 6.061985497268186407e+01
-1.979797051350826176e-02 2.548211810624692930e+00 1.177296168038932045e+01 6.076671519860347814e+01 6.076654933130853209e+01
-1.876326826599652997e-02 2.593881788242558883e+00 1.156567740904106323e+01 6.091089969075660804e+01 6.091073092988227700e+01
-1.771945396354440705e-02 2.641400471257252747e+00 1.135761136050703080e+01 6.105248391078347936e+01 6.105231227276389916e+01
-1.666638795489994163e-02 2.690879605170905187e+00 1.114877081172667950e+01 6.119137255288918453e+01 6.119119805445117066e+01
-1.560398234704205023e-02 2.742440194085665084e+00 1.093916289029670530e+01 6.132746148296670441e+01 6.132728429573371187e+01
-1.453217374518325777e-02 2.796213435134923486e+00 1.072879474186219717e+01 6.146063873448054693e+01 6.146045719873529123e+01
-1.345099084341844220e-02 2.852341925705259129e+00 1.051767311963565277e+01 6.159077887670787987e+01 6.159059261722241274e+01
-1.236053865799136009e-02 2.910980860843512374e+00 1.030580461848413698e+01 6.171774434348940019e+01 6.171755456616357094e+01
-1.126105434684018802e-02 2.972299389591275265e+00 1.009319589576248610e+01 6.184138679604151179e+01 6.184119357805897721e+01
-1.015289728018797799e-02 3.036482289106398280e+00 9.879853443449082562e+00 6.196154306091247577e+01 6.196134544366211117e+01
-9.036639494230336300e-03 3.103731856236954467e+00 9.665783447018771568e+00 6.207803160385517316e+01 6.207782962449358166e+01
-7.913042959260041531e-03 3.174269922412744638e+00 9.450992112604327033e+00 6.219065465934456682e+01 6.219044679152946031e+01
-6.783223837875079765e-03 3.248340416667595765e+00 9.235485248426138938e+00 6.229919063659630751e+01 6.229897703282316712e+01
-5.648594681358670710e-03 3.326212041075059744e+00 9.019268654413188813e+00 6.240339655203187164e+01 6.240317663442318263e+01
-4.511149189858038033e-03 3.408181598664263845e+00 8.802347859561713506e+00 6.250300160394659343e+01 6.250277529053855119e+01
-3.373476713861012222e-03 3.494577692895717735e+00 8.584728295206694781e+00 6.259770608491866994e+01 6.259747221794071237e+01
-2.239006446887792379e-03 3.585765148228865051e+00 8.366415188908300493e+00 6.268717595243220586e+01 6.268693202854812085e+01
-1.112325345139913990e-03 3.682150201227348596e+00 8.147413429794440276e+00 6.277103606405276537e+01 6.277077991187164230e+01
0.000000000000000000e+00 3.784183800711814705e+00 7.927733318438951571e+00 6.284895556828706731e+01 6.284858740687833034e+01
1.428656711016879424e-06 3.789653202185453651e+00 7.916291649773998351e+00 6.285273531784000767e+01 6.285246646738940512e+01
1.574807952552386044e-05 3.791022469849743004e+00 7.913432388911440185e+00 6.285370038467489451e+01 6.285343138851681744e+01
3.006362412197164692e-05 3.792392780169547617e+00 7.910573017876798119e+00 6.285466442062587333e+01 6.285439520034950078e+01
4.437533146388599609e-05 3.793764135648144631e+00 7.907713533929187300e+00 6.285562738094616719e+01 6.285535790576967941e+01
5.868323641032005197e-05 3.795136538663448800e+00 7.904853934600530430e+00 6.285658922516009994e+01 6.285631950726516237e+01
7.298731656864830032e-05 3.796509990387081146e+00 7.901994219944429965e+00 6.285754995284911928e+01 6.285728000366091095e+01
8.728754954624501003e-05 3.797884491992398637e+00 7.899134390014524776e+00 6.285850956359468711e+01 6.285823939377997505e+01
1.015839133109311485e-04 3.799260044838454586e+00 7.896274444482150656e+00 6.285946805089096046e+01 6.285919767699943606e+01
1.158763853485816030e-04 3.800636650040245090e+00 7.893414383530277689e+00 6.286042541637129233e+01 6.286015485195102315e+01
1.301649421882834431e-04 3.802014308225771355e+00 7.890554208355846200e+00 6.286138167782749520e+01 6.286111091578962373e+01
1.444495625592342753e-04 3.803393020587217510e+00 7.887693918986108166e+00 6.286233683443423814e+01 6.286206586736848578e+01
1.587302247270526608e-04 3.804772788346459045e+00 7.884833515390520020e+00 6.286329088444349367e+01 6.286301970562314523e+01
1.730069014570954564e-04 3.806153613058599117e+00 7.881972996852379509e+00 6.286424381515941207e+01 6.286397243048616446e+01
1.872795662639212180e-04 3.807535495898282996e+00 7.879112363448190770e+00 6.286519562652460280e+01 6.286492404073449336e+01
2.015481661941029290e-04 3.808918438157604225e+00 7.876251615015199548e+00 6.286614631466218839e+01 6.286587453549159221e+01
2.158127743305269033e-04 3.810302440579396599e+00 7.873390752529918046e+00 6.286709589388308927e+01 6.286682391221995658e+01
2.300733432822397832e-04 3.811687504434668305e+00 7.870529775879268719e+00 6.286804436111312100e+01 6.286777216996640760e+01
2.443298976113896740e-04 3.813073630809696635e+00 7.867668685335503120e+00 6.286899171943171183e+01 6.286871930721459734e+01
2.585822378355069704e-04 3.814460821373649058e+00 7.864807479972101056e+00 6.286993795275745356e+01 6.286966532419335607e+01
2.728303509254520563e-04 3.815849077314226179e+00 7.861946159861073369e+00 6.287088306095487411e+01 6.287061021967519991e+01
2.870741985103422884e-04 3.817238399979414609e+00 7.859084724748075068e+00 6.287182703866670153e+01 6.287155399290665514e+01
3.013138344704212497e-04 3.818628790200591094e+00 7.856223175446207740e+00 6.287276989761304691e+01 6.287249664157577200e+01
3.155492427676786105e-04 3.820020249203597285e+00 7.853361511959115582e+00 6.287371163657087436e+01 6.287343816454868772e+01
3.297804301957175943e-04 3.821412778099044782e+00 7.850499734531020124e+00 6.287465225816894332e+01 6.287437856033861294e+01
3.440073104373031574e-04 3.822806378490384738e+00 7.847637842397582553e+00 6.287559174887879720e+01 6.287531782892882148e+01
3.582298585176684706e-04 3.824201051659717354e+00 7.844775835459772750e+00 6.287653010581654911e+01 6.287625596933042971e+01
3.724480310920816502e-04 3.825596798911896190e+00 7.841913713576092348e+00 6.287746732541292971e+01 6.287719298061492879e+01
3.866618881681641810e-04 3.826993621214823449e+00 7.839051477299546100e+00 6.287840341523479282e+01 6.287812886083766273e+01
4.008714364128146499e-04 3.828391519712829982e+00 7.836189126824290696e+00 6.287933837710160390e+01 6.287906360857571997e+01
4.150766572183252345e-04 3.829790495572548359e+00 7.833326662302200205e+00 6.288027221215686069e+01 6.287999722246586742e+01
4.292774995518806999e-04 3.831190550224271796e+00 7.830464083349716553e+00 6.288120491294642278e+01 6.288092970192552400e+01
4.434739216806244007e-04 3.832591685025266592e+00 7.827601389737457005e+00 6.288213647448205990e+01 6.288186104614536021e+01
4.576658820483959144e-04 3.833993901276986360e+00 7.824738581354528044e+00 6.288306689367238533e+01 6.288279125414126725e+01
4.718533827323789353e-04 3.835397200051583688e+00 7.821875658561913802e+00 6.288399617500877525e+01 6.288372032423716007e+01
4.860364325271931182e-04 3.836801582387213028e+00 7.819012621792746032e+00 6.288492432414997779e+01 6.288464825464902219e+01
5.002150166923143406e-04 3.838207049517839753e+00 7.816149471084067102e+00 6.288585134038986979e+01 6.288557504417009625e+01
5.143890798816173502e-04 3.839613602785968638e+00 7.813286206255866340e+00 6.288677721952733890e+01 6.288650069190944691e+01
5.285585104287041222e-04 3.841021243684143549e+00 7.810422826827503329e+00 6.288770195251369444e+01 6.288742519741471426e+01
5.427232901563603653e-04 3.842429973460999459e+00 7.807559332819288933e+00 6.288862553835675584e+01 6.288834855949868796e+01
5.568834031658561560e-04 3.843839793361114143e+00 7.804695724263660317e+00 6.288954797625826387e+01 6.288927077695448986e+01
5.710388983277783249e-04 3.845250704462402247e+00 7.801832001535059291e+00 6.289046927093258432e+01 6.289019184807219176e+01
5.851897484368605122e-04 3.846662708035439415e+00 7.798968164620169397e+00 6.289138942084759520e+01 6.289111177170777012e+01
5.993359314916023783e-04 3.848075805295577911e+00 7.796104213621551260e+00 6.289230842633843110e+01 6.289203054654549163e+01
6.134774032059899396e-04 3.849489997704715449e+00 7.793240148146300506e+00 6.289322627974383551e+01 6.289294817199410659e+01
6.276141401027516371e-04 3.850905286498332636e+00 7.790375968264673823e+00 6.289414298086940391e+01 6.289386464678172217e+01
6.417460929595175841e-04 3.852321673031161797e+00 7.787511673809625279e+00 6.289505852568731825e+01 6.289477996998261489e+01
6.558732924115403618e-04 3.853739158295683698e+00 7.784647265350336021e+00 6.289597292206044443e+01 6.289569413958901833e+01
6.699957032760173355e-04 3.855157743586234975e+00 7.781782742848986523e+00 6.289688616805144505e+01 6.289660715448141559e+01
6.841133315557418196e-04 3.856577430115618377e+00 7.778918106436310431e+00 6.289779826444581090e+01 6.289751901329098871e+01
6.982260522468559634e-04 3.857998219383639071e+00 7.776053355668177680e+00 6.289870920273045130e+01 6.289842971549103368e+01
7.123338382757192369e-04 3.859420112679086579e+00 7.773188490530758443e+00 6.289961898134315277e+01 6.289933925992150421e+01
7.264366527995292852e-04 3.860843111302694197e+00 7.770323510990231775e+00 6.290052759839570484e+01 6.290024764544986624e+01
7.405345297631596045e-04 3.862267216435184114e+00 7.767458417258233716e+00 6.290143505597256990e+01 6.290115487058095312e+01
7.546274574938714643e-04 3.863692429337691525e+00 7.764593209388189976e+00 6.290234135359808931e+01 6.290206093404997745e+01
7.687154310626856564e-04 3.865118751261372942e+00 7.761727887457420927e+00 6.290324649118320366e+01 6.290296583455500468e+01
7.827983840572050062e-04 3.866546183565992223e+00 7.758862451329097354e+00 6.290415046516646669e+01 6.290386957110700195e+01
7.968762804579113080e-04 3.867974727560582249e+00 7.755996900972545127e+00 6.290505327370291866e+01 6.290477214255907512e+01
8.109491235650046273e-04 3.869404384495308769e+00 7.753131236479161359e+00 6.290595491692573660e+01 6.290567354758280061e+01
8.250168683715203375e-04 3.870835155682199602e+00 7.750265457820244563e+00 6.290685539301878038e+01 6.290657378502444175e+01
8.390795070273181959e-04 3.872267042382621760e+00 7.747399565072577765e+00 6.290775470187618623e+01 6.290747285357308982e+01
8.531369899840487298e-04 3.873700045933619496e+00 7.744533558165460185e+00 6.290865284099601240e+01 6.290837075213295293e+01
8.671893175093740250e-04 3.875134167648376593e+00 7.741667437080116621e+00 6.290954980871643443e+01 6.290926747952990894e+01
8.812364245166883804e-04 3.876569408757946533e+00 7.738801201965839205e+00 6.291044560610565384e+01 6.291016303434030021e+01
8.952783210898547939e-04 3.878005770370043237e+00 7.735934853221574592e+00 6.291134023829415156e+01 6.291105741477040425e+01
9.093149242859132567e-04 3.879443254177435296e+00 7.733068390082934229e+00 6.291223369149182787e+01 6.291195062073870048e+01
9.233461958274148500e-04 3.880881861577031078e+00 7.730201812381176651e+00 6.291312596158282844e+01 6.291284265128462749e+01
9.373721793647027878e-04 3.882321593590663422e+00 7.727335120698679560e+00 6.291401705667593092e+01 6.291373350433821088e+01
9.513928810988890681e-04 3.883762451382158698e+00 7.724468315337762014e+00 6.291490698033036466e+01 6.291462317823975781e+01
9.654082519065049434e-04 3.885204436425292673e+00 7.721601395987920391e+00 6.291579572612435811e+01 6.291551167223136076e+01
9.794182350679268411e-04 3.886647550251141059e+00 7.718734362229862533e+00 6.291668328585276271e+01 6.291639898571413170e+01
9.934227980236175551e-04 3.888091794183735850e+00 7.715867214060511792e+00 6.291756965808577462e+01 6.291728511747342623e+01
1.007421973510800066e-03 3.889537169169405395e+00 7.712999952229888656e+00 6.291845485367818469e+01 6.291817006518057553e+01
1.021415729494089828e-03 3.890983676479684128e+00 7.710132576845478702e+00 6.291933887301459549e+01 6.291905382745282083e+01
1.035403990190895485e-03 3.892431317826308579e+00 7.707265087146923932e+00 6.292022170231060585e+01 6.291993640418734657e+01
1.049386715779106151e-03 3.893880094651789303e+00 7.704397482912928474e+00 6.292110333656555810e+01 6.292081779448386669e+01
1.063363890074038023e-03 3.895330007890927426e+00 7.701529764930772792e+00 6.292198378725135655e+01 6.292169799594970669e+01
1.077335493472461256e-03 3.896781058654006813e+00 7.698661933642827471e+00 6.292286306021965459e+01 6.292257700669891562e+01
1.091301482231247155e-03 3.898233248526330463e+00 7.695793988556497212e+00 6.292374114604201907e+01 6.292345482622553021e+01
1.105261804179751180e-03 3.899686579222356730e+00 7.692925928929999380e+00 6.292461803119896047e+01 6.292433145439090936e+01
1.119216431606506095e-03 3.901141052127822473e+00 7.690057754675884816e+00 6.292549371285859650e+01 6.292520689008736667e+01
1.133165375123375718e-03 3.902596667923904139e+00 7.687189467098925810e+00 6.292636821097785571e+01 6.292608113014490101e+01
1.147108611700517478e-03 3.904053427902285822e+00 7.684321066302493897e+00 6.292724152586798425e+01 6.292695417316799933e+01
1.161046085588525630e-03 3.905511333998659573e+00 7.681452551127149420e+00 6.292811363715034645e+01 6.292782601962879596e+01
1.174977758372604524e-03 3.906970387678109891e+00 7.678583921345978780e+00 6.292898453969959149e+01 6.292869666861801647e+01
1.188903636980070738e-03 3.908430589921850107e+00 7.675715177687179036e+00 6.292985424404363215e+01 6.292956611780970633e+01
1.202823711565833165e-03 3.909891941883222088e+00 7.672846320543151855e+00 6.293072275521852532e+01 6.293043436537237767e+01
1.216737934811849744e-03 3.911354445031845373e+00 7.669977349689091284e+00 6.293159006813993273e+01 6.293130141038671610e+01
1.230646248567992748e-03 3.912818100911954033e+00 7.667108264758831560e+00 6.293245617539512438e+01 6.293216725214131202e+01
1.244548635190043193e-03 3.914282910864139264e+00 7.664239065790221517e+00 6.293332107619487203e+01 6.293303188932407721e+01
1.258445054939634402e-03 3.915748876139133028e+00 7.661369753000996319e+00 6.293418477270416389e+01 6.293389532035399014e+01
1.272335501840761744e-03 3.917215998068995564e+00 7.658500326453429707e+00 6.293504726453635811e+01 6.293475754387829113e+01
1.286219930668277807e-03 3.918684278099587637e+00 7.655630785991479392e+00 6.293590854771478860e+01 6.293561855886605372e+01
1.300098319279889818e-03 3.920153717547935290e+00 7.652761131715280385e+00 6.293676862247031067e+01 6.293647836390424999e+01
1.313970648150211478e-03 3.921624317790620040e+00 7.649891363612697504e+00 6.293762748718690148e+01 6.293733695774430714e+01
1.327836863705191342e-03 3.923096079999056851e+00 7.647021482075762044e+00 6.293848514689896945e+01 6.293819433853529688e+01
1.341696969996398169e-03 3.924569006141487293e+00 7.644151485947511482e+00 6.293934158114112165e+01 6.293905050672488954e+01
1.355550893905051613e-03 3.926043096820668321e+00 7.641281376736329456e+00 6.294019681332434146e+01 6.293990545879961473e+01
1.369398795429423469e-03 3.927518356221704199e+00 7.638411148983190735e+00 6.294105075207228595e+01 6.294075920159821891e+01
1.370322668171621754e-03 3.928719464695999086e+00 7.636075894342680748e+00 6.295072552601371996e+01 6.294081612742349563e+01
1.370367651294830723e-03 3.929903197168146622e+00 7.633775819622664827e+00 6.296098875669051154e+01 6.294081889617003611e+01
1.370393750933485881e-03 3.931087886573346513e+00 7.631475272396014198e+00 6.297125288849681368e+01 6.294082050132279704e+01
1.370412311894285027e-03 3.932273776734139581e+00 7.629173781718682434e+00 6.298151014590521868e+01 6.294082164192606399e+01
1.370426796532681502e-03 3.933460943502973262e+00 7.626871203475907635e+00 6.299175813762313680e+01 6.294082253132256710e+01
1.370438751705077606e-03 3.934649421922367996e+00 7.624567472987917149e+00 6.300199578066424522e+01 6.294082326482372736e+01
1.370448916780979713e-03 3.935839229833140607e+00 7.622262559050676956e+00 6.301222254351477403e+01 6.294082388799169081e+01
1.370457818970242155e-03 3.937030380563194765e+00 7.619956439276569959e+00 6.302243803951677847e+01 6.294082443330739807e+01
1.370465754849544381e-03 3.938222882530318270e+00 7.617649100836294984e+00 6.303264203948351962e+01 6.294082491904509169e+01
1.370472889177931771e-03 3.939416741347711692e+00 7.615340536359886947e+00 6.304283440420016404e+01 6.294082535536212930e+01
1.370479418054880178e-03 3.940611963302776299e+00 7.613030737199473208e+00 6.305301497303424441e+01 6.294082575433453997e+01
1.370485448267289019e-03 3.941808552784153985e+00 7.610719698401025468e+00 6.306318364627895079e+01 6.294082612254294418e+01
1.370491047777222006e-03 3.943006513357439236e+00 7.608407416617538388e+00 6.307334035069580125e+01 6.294082646417831484e+01
1.370496261769855052e-03 3.944205848107122936e+00 7.606093889444792033e+00 6.308348502855817941e+01 6.294082678202995851e+01
1.370501161093085800e-03 3.945406560669509233e+00 7.603779113427844294e+00 6.309361760460469526e+01 6.294082708046003916e+01
1.370505800930588072e-03 3.946608654351488887e+00 7.601463085761573701e+00 6.310373801423256879e+01 6.294082736286600976e+01
1.370510205926989133e-03 3.947812131812954206e+00 7.599145804900066636e+00 6.311384621364496894e+01 6.294082763076860942e+01
1.370514398664629714e-03 3.949016995674037300e+00 7.596827269384657022e+00 6.312394216042334705e+01 6.294082788556063690e+01
1.370518399755271894e-03 3.950223248517060970e+00 7.594507477839940179e+00 6.313402581346441167e+01 6.294082812851266340e+01
1.370522217343478821e-03 3.951430892659994143e+00 7.592186429408823045e+00 6.314409714021974196e+01 6.294082836012228199e+01
1.370525878031716603e-03 3.952639930823714121e+00 7.589864122469693442e+00 6.315415609536746189e+01 6.294082858203194775e+01
1.370529409789657174e-03 3.953850365763377894e+00 7.587540555346190985e+00 6.316420263259967527e+01 6.294082879596863478e+01
1.370532821015785132e-03 3.955062199816411717e+00 7.585215727174292155e+00 6.317423671906354343e+01 6.294082900244609391e+01
1.370536119655975773e-03 3.956275435315016686e+00 7.582889637109217595e+00 6.318425832217580052e+01 6.294082920195045716e+01
1.370539313215633380e-03 3.957490074586424544e+00 7.580562284324903644e+00 6.319426740961456801e+01 6.294082939494105489e+01
1.370542408771829737e-03 3.958706119953157021e+00 7.578233668013473867e+00 6.320426394931126168e+01 6.294082958185111920e+01
1.370545412985444160e-03 3.959923573733283408e+00 7.575903787384715926e+00 6.321424790944243455e+01 6.294082976308854427e+01
1.370548332113301349e-03 3.961142438240678576e+00 7.573572641665556660e+00 6.322421925842165535e+01 6.294082993903665368e+01
1.370551161471250884e-03 3.962362715561438709e+00 7.571240230527258142e+00 6.323417797203589430e+01 6.294083010941351830e+01
1.370553918451693654e-03 3.963584408254426705e+00 7.568906552746301308e+00 6.324412401108395443e+01 6.294083027527972263e+01
1.370556613711819850e-03 3.964807518740083747e+00 7.566571607373576924e+00 6.325405734088979415e+01 6.294083043728602433e+01
1.370559249998993439e-03 3.966032049275393767e+00 7.564235393781321370e+00 6.326397793209815035e+01 6.294083059560225735e+01
1.370561829964518944e-03 3.967258002119665061e+00 7.561897911346151524e+00 6.327388575538260085e+01 6.294083075039251440e+01
1.370564356165305912e-03 3.968485379534572921e+00 7.559559159448994592e+00 6.328378078144456254e+01 6.294083090181525364e+01
1.370566831065533810e-03 3.969714183784198713e+00 7.557219137475025938e+00 6.329366298101221844e+01 6.294083105002338385e+01
1.370569257038318231e-03 3.970944417135073401e+00 7.554877844813594479e+00 6.330353232483949455e+01 6.294083119516436398e+01
1.370571636367374710e-03 3.972176081856217067e+00 7.552535280858157840e+00 6.331338878370502954e+01 6.294083133738029545e+01
1.370573971248684273e-03 3.973409180219177106e+00 7.550191445006217528e+00 6.332323232841110183e+01 6.294083147680803592e+01
