time,n_e,n_HI,n_HII,n_gamma,Egas,gas_temp
5400.0,70.00007143886053,29.999928561239376,70.00007143886053,4929.999927743558,2.737118812309149e-9,77744.57018543522
5450.0,70.33076805537634,29.669231944723588,70.33076805537634,4929.669231111826,2.7499517609104723e-9,77957.4261596059
5500.0,70.65779762492025,29.342202375179674,70.65779762492025,4929.342201526952,2.7626424068094875e-9,78167.11054109392
5550.0,70.98120128645755,29.018798713642386,70.98120128645755,4929.018797849972,2.7751923464367865e-9,78373.68124721575
5600.0,71.30101970700868,28.69898029309124,71.30101970700868,4928.698979413864,2.7876031579087648e-9,78577.19486030367
5650.0,71.61729308729136,28.38270691280855,71.61729308729136,4928.382706017916,2.799876401246564e-9,78777.70666589591
5700.0,71.93006116729006,28.069938832809843,71.93006116729006,4928.06993792214,2.812013618592201e-9,78975.27068961928
5750.0,72.23936323175435,27.76063676834555,72.23936323175435,4927.76063584179,2.824016334421939e-9,79169.9397328159
5800.0,72.54523811562677,27.454761884473136,72.54523811562677,4927.454760941922,2.835886055756916e-9,79361.76540696352
5850.0,72.84772420940142,27.152275790698507,72.84772420940142,4927.152274832046,2.84762427237109e-9,79550.7981669371
5900.0,73.14685946441418,26.853140535685746,73.14685946441418,4926.853139560825,2.8592324569965346e-9,79737.08734315715
5950.0,73.44268139806563,26.55731860203429,73.44268139806563,4926.557317610858,2.8707120655261132e-9,79920.68117266725
6000.0,73.73522709897743,26.264772901122495,73.73522709897743,4926.264771893527,2.882064537213579e-9,80101.62682918338
6050.0,74.02453323208321,25.975466768016712,74.02453323208321,4925.975465743897,2.89329129487113e-9,80279.97045215355
6100.0,74.31063604365501,25.68936395644493,74.31063604365501,4925.689362915698,2.9043937450644653e-9,80455.75717486594
6150.0,74.59357136626585,25.406428633834082,74.59357136626585,4925.406427576358,2.915373278305363e-9,80629.03115164214
6200.0,74.8733746236898,25.126625376410125,74.8733746236898,4925.126624302103,2.926231269241826e-9,80799.8355841492
6250.0,75.1500808357399,24.84991916436004,75.1500808357399,4924.849918073122,2.9369690768458264e-9,80968.21274686466
6300.0,75.42372462304512,24.576275377054813,75.42372462304512,4924.576274268786,2.9475880445986772e-9,81134.20401172535
6350.0,75.69434021176725,24.30565978833265,75.69434021176725,4924.305658662934,2.9580895006740777e-9,81297.84987199104
6400.0,75.96196143825838,24.038038561841518,75.96196143825838,4924.038037419215,2.9684747581188448e-9,81459.18996535148
6450.0,76.22662175365974,23.77337824644017,76.22662175365974,4923.773377086487,2.9787451150313813e-9,81618.26309630516
6500.0,76.48835422844294,23.51164577165696,76.48835422844294,4923.511644594281,2.988901854737899e-9,81775.1072578361
6550.0,76.74719155689442,23.252808443205492,76.74719155689442,4923.252807248313,2.998946245966439e-9,81929.75965241437
6600.0,77.00316606154347,22.996833938556442,77.00316606154347,4922.996832726051,3.008879543018712e-9,82082.25671234514
6650.0,77.25630969753519,22.74369030256473,77.25630969753519,4922.743689072354,3.0187029859397883e-9,82232.6341194892
6700.0,77.50665405694865,22.49334594315126,77.50665405694865,4922.493344695141,3.0284178006856673e-9,82380.92682437797
6750.0,77.75423037306135,22.245769627038563,77.75423037306135,4922.2457683611365,3.038025199288768e-9,82527.16906474454
6800.0,77.99906952456045,22.00093047553947,77.99906952456045,4922.000929191654,3.047526380021344e-9,82671.39438349122
6850.0,78.24120203970169,21.758797960398226,78.24120203970169,4921.758796658439,3.0569225275568775e-9,82813.63564611405
6900.0,78.48065810041666,21.519341899683265,78.48065810041666,4921.51934057956,3.0662148131294617e-9,82953.92505760248
6950.0,78.717467546369,21.282532453730937,78.717467546369,4921.282531115355,3.0754043946912116e-9,83092.29417883376
7000.0,78.95165987896046,21.048340121139493,78.95165987896046,4921.048338764422,3.0844924170677117e-9,83228.77394247847
7050.0,79.18326426528726,20.81673573481269,79.18326426528726,4920.816734359666,3.0934800121115574e-9,83363.39466843521
7100.0,79.41230954204767,20.587690458052272,79.41230954204767,4920.587689064391,3.102368298853982e-9,83496.18607880954
7150.0,79.63882421940113,20.361175780698805,79.63882421940113,4920.361174368437,3.1111583836546193e-9,83627.17731245367
7200.0,79.86283648477996,20.13716351531998,79.86283648477996,4920.137162084371,3.119851360349417e-9,83756.39693908197
7250.0,80.08437420665395,19.915625793445976,80.08437420665395,4919.915624343727,3.1284483103967253e-9,83883.87297297569
7300.0,80.3034649382488,19.69653506185114,80.3034649382488,4919.696533593278,3.136950303021596e-9,84009.63288629208
7350.0,80.52013592121857,19.479864078881366,80.52013592121857,4919.479862591371,3.145358395358292e-9,84133.70362199012
7400.0,80.73441408927337,19.26558591082657,80.73441408927337,4919.2655844042965,3.1536736325910636e-9,84256.1116063865
7450.0,80.94632607176229,19.05367392833766,80.94632607176229,4919.053672402707,3.161897048093187e-9,84376.88276135373
7500.0,81.15589819721251,18.84410180288744,81.15589819721251,4918.844100258076,3.170029663564302e-9,84496.04251617222
7550.0,81.36315649682516,18.636843503274786,81.36315649682516,4918.636841939201,3.178072489166075e-9,84613.61581904838
7600.0,81.56812670792834,18.43187329217159,81.56812670792834,4918.431871708757,3.186026523656189e-9,84729.62714830843
7650.0,81.77083427738808,18.229165722711873,81.77083427738808,4918.229164119879,3.1938927545207167e-9,84844.10052328027
7700.0,81.97130436497746,18.028695635122485,81.97130436497746,4918.028694012793,3.2016721581048567e-9,84957.05951487189
7750.0,82.16956184670502,17.830438153394933,82.16956184670502,4917.830436511492,3.2093656997420958e-9,85068.52725585715
7800.0,82.36563131810232,17.63436868199763,82.36563131810232,4917.634367020445,3.2169743338817907e-9,85178.52645087843
7850.0,82.55953709747173,17.440462902628223,82.55953709747173,4917.440461221351,3.22449900421519e-9,85287.07938617398
7900.0,82.75130322909465,17.248696771005335,82.75130322909465,4917.248695069929,3.231940643799941e-9,85394.20793904098
7950.0,82.94095348640074,17.05904651369922,82.94095348640074,4917.059044792749,3.2393001751830764e-9,85499.93358704046
8000.0,83.12851137509905,16.87148862500091,83.12851137509905,4916.871486884103,3.246578510522508e-9,85604.27741695344
8050.0,83.31400013627074,16.68599986382924,83.31400013627074,4916.685998102912,3.2537765517070527e-9,85707.26013349628
8100.0,83.49744274942466,16.50255725067531,83.49744274942466,4916.502555469667,3.2608951904750077e-9,85808.90206780222
8150.0,83.67886193551608,16.321138064583874,83.67886193551608,4916.321136263411,3.2679353085312848e-9,85909.22318567628
8200.0,83.85828015992874,16.14171984017123,83.85828015992874,4916.1417180187655,3.2748977776631403e-9,86008.24309563171
8250.0,84.03571963542093,15.964280364679029,84.03571963542093,4915.964278522969,3.281783459854497e-9,86105.98105671325
8300.0,84.21120232503634,15.788797675063634,84.21120232503634,4915.78879581298,3.2885932073989026e-9,86202.45598611492
8350.0,84.38474994497945,15.615250055120534,84.38474994497945,4915.615248172595,3.2953278630111074e-9,86297.68646659788
8400.0,84.55638396745667,15.443616032643334,84.55638396745667,4915.4436141296055,3.301988259937326e-9,86391.69075371539
8450.0,84.72612562348309,15.273874376616911,84.72612562348309,4915.273872452999,3.3085752220641465e-9,86484.48678284942
8500.0,84.89399590565573,15.106004094444263,84.89399590565573,4915.106002150181,3.315089564026152e-9,86576.09217606581
8550.0,85.06001557089334,14.93998442920665,85.06001557089334,4914.939982464231,3.321532091312243e-9,86666.52424879311
8600.0,85.22420514314342,14.775794856956562,85.22420514314342,4914.7757928712035,3.327903600370683e-9,86755.80001632983
8650.0,85.38658491605686,14.613415084043105,85.38658491605686,4914.613413077447,3.3342048787128885e-9,86843.93620018606
8700.0,85.54717495563057,14.45282504446941,85.54717495563057,4914.452823016967,3.340436705015983e-9,86930.94923426396
8750.0,85.70599510281832,14.294004897281622,85.70599510281832,4914.294002848809,3.3465998492241116e-9,87016.8552708818
