time,n_e,n_HI,n_HII,n_gamma,Egas,gas_temp
0.0,1.0e-10,100.0,1.0e-10,5000.0,2.0709732000041416e-11,1000.0
50.0,1.1178014617593364,98.88219853834069,1.1178014617593364,4998.882198538334,2.070973200004142e-11,988.9455521629299
100.0,2.222863781136226,97.77713621896379,2.222863781136226,4997.777136218919,2.070973200004142e-11,978.2547299223265
150.0,3.3153375701619296,96.68466242993809,3.3153375701619296,4996.684662429792,2.0709732000041416e-11,967.9104995634624
200.0,4.395371539498847,95.60462846060116,4.395371539498847,4995.604628460261,2.070973200004142e-11,957.8968734477695
250.0,5.463112525200942,94.53688747489907,5.463112525200942,4994.536887474241,2.070973200004142e-11,948.1988309060163
300.0,6.518705514942934,93.48129448515711,6.518705514942934,4993.4812944840305,2.0709732000041423e-11,938.8022462033925
350.0,7.562293673826667,92.43770632627339,7.562293673826667,4992.4377063245,2.0709732000041423e-11,929.6938228497463
400.0,8.59401836977215,91.40598163032791,8.59401836977215,4991.405981627705,2.070973200004143e-11,920.8610336123593
450.0,9.614019198501316,90.38598080159876,9.614019198501316,4990.385980797896,2.070973200004143e-11,912.2920656619441
500.0,10.6224340081221,89.37756599197799,10.6224340081221,4989.3775659869425,2.0709732000041433e-11,903.9757703466136
550.0,11.619398923320402,88.38060107677967,11.619398923320402,4988.380601070135,2.070973200004143e-11,895.9016171445951
600.0,12.605048369167147,87.3949516309329,12.605048369167147,4987.394951622379,2.070973200004142e-11,888.0596513956348
650.0,13.579515094547723,86.42048490555231,13.579515094547723,4986.420484894768,2.070973200004142e-11,880.4404554542102
700.0,14.542930195220718,85.45706980487932,14.542930195220718,4985.457069791524,2.070973200004142e-11,873.0351129456715
750.0,15.495423136512862,84.50457686358719,15.495423136512862,4984.504576847297,2.0709732000041423e-11,865.8351758399618
800.0,16.43712177565687,83.5628782244432,16.43712177565687,4983.562878204839,2.070973200004143e-11,858.8326340871541
850.0,17.368152383778774,82.63184761632132,17.368152383778774,4982.631847593001,2.0709732000041433e-11,852.0198875852425
900.0,18.28863966754114,81.71136033255895,18.28863966754114,4981.711360305104,2.0709732000041433e-11,845.3897202738383
950.0,19.198706790448487,80.80129320965158,19.198706790448487,4980.8012931776275,2.0709732000041426e-11,838.9352761680228
1000.0,20.09847539382109,79.90152460627897,20.09847539382109,4979.901524569234,2.0709732000041426e-11,832.6500371649314
1050.0,20.988065617443116,79.01193438265693,20.988065617443116,4979.011934340124,2.0709732000041423e-11,826.5278024719499
1100.0,21.867596119891115,78.13240388020891,21.867596119891115,4978.132403831706,2.070973200004142e-11,820.5626695199579
1150.0,22.737184098548504,77.26281590155152,22.737184098548504,4977.262815846581,2.070973200004142e-11,814.7490162380312
1200.0,23.596945309311838,76.4030546907882,23.596945309311838,4976.403054628838,2.070973200004142e-11,809.0814845776373
1250.0,24.446994085994024,75.55300591410601,24.446994085994024,4975.553005844652,2.0709732000041423e-11,803.5549651847656
1300.0,25.28744335943112,74.71255664066892,25.28744335943112,4974.712556563175,2.0709732000041423e-11,798.164583127736
1350.0,26.118404676296436,73.88159532380361,26.118404676296436,4973.88159523772,2.0709732000041423e-11,792.9056845968445
1400.0,26.939988217627175,73.06001178247286,26.939988217627175,4973.060011687237,2.070973200004142e-11,787.7738244994969
1450.0,27.75230281707068,72.24769718302935,27.75230281707068,4972.247697078072,2.070973200004142e-11,782.764754881267
1500.0,28.555455978853328,71.44454402124668,28.555455978853328,4971.444543905984,2.070973200004142e-11,777.8744141094381
1550.0,29.349553895477435,70.65044610462259,29.349553895477435,4970.650445978462,2.070973200004142e-11,773.0989167610811
1600.0,30.134701465151466,69.86529853494854,30.134701465151466,4969.865298397287,2.0709732000041416e-11,768.4345441627034
1650.0,30.91100230895764,69.08899769114235,30.91100230895764,4969.088997541368,2.0709732000041416e-11,763.877735533013
1700.0,31.678558787761766,68.32144121233823,31.678558787761766,4968.321441049832,2.0709732000041413e-11,759.4250796844084
1750.0,32.437472018870025,67.56252798122996,32.43747201887002,4967.562527805363,2.0709732000041413e-11,755.0733072425019
1800.0,33.187841892436495,66.81215810766349,33.18784189243649,4966.812157917799,2.070973200004141e-11,750.8192833463406
1850.0,33.92976708762655,66.07023291247344,33.929767087626544,4966.070232707968,2.070973200004141e-11,746.6600007950291
1900.0,34.66334508853961,65.33665491156039,34.6633450885396,4965.336654691763,2.0709732000041416e-11,742.5925736092244
1950.0,35.388672199895844,64.61132780020415,35.38867219989584,4964.6113275644575,2.0709732000041413e-11,738.6142309784988
2000.0,36.105843562490904,63.894156437609084,36.1058435624909,4963.894156185249,2.0709732000041413e-11,734.7223115678576
2050.0,36.8149531684222,63.18504683167779,36.81495316842219,4963.1850465620355,2.070973200004141e-11,730.9142581587898
2100.0,37.51609387609127,62.48390612400872,37.51609387609126,4962.483905836408,2.070973200004141e-11,727.187612602145
2150.0,38.20935742498559,61.7906425751144,38.20935742498558,4961.790642268876,2.070973200004141e-11,723.5400110618673
2200.0,38.89483445024369,61.105165549856295,38.894834450243685,4961.105165224295,2.070973200004141e-11,719.969179530222
2250.0,39.57261449700756,60.42738550309243,39.57261449700755,4960.427385157519,2.070973200004141e-11,716.4729295966031
2300.0,40.242786034565256,59.75721396553473,40.24278603456525,4959.757213599257,2.070973200004141e-11,713.0491544533488
2350.0,40.905436470288095,59.09456352981189,40.90543647028809,4959.094563142132,2.070973200004141e-11,709.6958251232231
2400.0,41.56065216336523,58.439347836734754,41.560652163365226,4958.439347426953,2.070973200004141e-11,706.4109868943408
2450.0,42.20851843833925,57.79148156176074,42.20851843833924,4957.791481129172,2.070973200004141e-11,703.1927559493495
2500.0,42.84911959844627,57.150880401653716,42.849119598446265,4957.150879945552,2.070973200004141e-11,700.03931617663
2550.0,43.48253893876347,56.51746106133652,43.48253893876346,4956.517460581012,2.070973200004141e-11,696.9489161521531
2600.0,44.10885875916758,55.891141240932406,44.108858759167575,4955.891140735673,2.070973200004141e-11,693.9198662814268
2650.0,44.72816037710728,55.27183962299271,44.72816037710727,4955.271839092083,2.070973200004141e-11,690.9505360917212
2700.0,45.34052414019253,54.65947585990746,45.34052414019252,4954.659475302631,2.070973200004141e-11,688.0393516654254
2750.0,45.946029438604164,54.053970561495824,45.94602943860416,4954.053969977136,2.070973200004141e-11,685.1847932060322
2800.0,46.5447547173263,53.45524528277369,46.54475471732629,4953.455244670611,2.070973200004141e-11,682.3853927288229
2850.0,47.13677748820478,52.86322251189521,47.13677748820477,4952.86322187121,2.070973200004141e-11,679.6397318688629
2900.0,47.72217434183437,52.27782565826562,47.72217434183436,4952.277824988336,2.070973200004141e-11,676.9464397994084
2950.0,48.301020959277494,51.69897904082249,48.30102095927749,4951.698978340926,2.070973200004141e-11,674.3041912542998
3000.0,48.87339212361733,51.12660787648266,48.87339212361732,4951.126607145898,2.070973200004141e-11,671.7117046483203
3050.0,49.439361731347844,50.56063826875214,49.43936173134784,4950.560637506754,2.070973200004141e-11,669.1677402899139
3100.0,49.9990028036035,50.000997196496485,49.999002803603496,4950.000996402362,2.070973200004141e-11,666.6710986810037
3150.0,50.552387497231265,49.44761250286872,50.55238749723126,4949.447611675875,2.070973200004141e-11,664.2206188990036
3200.0,51.09958711570723,48.90041288439276,51.09958711570722,4948.900412023817,2.070973200004141e-11,661.8151770564205
3250.0,51.640672119900714,48.359327880199274,51.64067211990071,4948.359326985318,2.070973200004141e-11,659.4536848337435
3300.0,52.17571213868788,47.82428786141211,52.17571213868787,4947.824286931504,2.070973200004141e-11,657.1350880815829
3350.0,52.704775979417605,47.29522402068238,52.7047759794176,4947.2952230550245,2.070973200004141e-11,654.8583654882743
3400.0,53.22793163823183,46.77206836186816,53.22793163823182,4946.772067359738,2.0709732000041413e-11,652.6225273093994
3450.0,53.7452463102426,46.25475368985739,53.74524631024259,4946.254752650535,2.070973200004141e-11,650.4266141558934
3500.0,54.2567863995683,45.74321360053169,54.25678639956829,4945.743212523297,2.070973200004141e-11,648.269695837609
3550.0,54.762617529231065,45.23738247086892,54.76261752923106,4945.237381355007,2.070973200004141e-11,646.1508702594002
3600.0,55.26280455091778,44.73719544918221,55.26280455091777,4944.737194293974,2.070973200004141e-11,644.0692623669631
3650.0,55.75741155460669,44.2425884454933,55.75741155460668,4944.242587250225,2.070973200004141e-11,642.0240231398361
3700.0,56.24650187806166,43.75349812203833,56.24650187806165,4943.753496885997,2.070973200004141e-11,640.0143286291188
3750.0,56.73013811619642,43.269861883903566,56.730138116196414,4943.269860606379,2.070973200004141e-11,638.039379037606
3800.0,57.208382130310525,42.79161786978946,57.20838213031051,4942.791616550069,2.070973200004141e-11,636.0983978401741
