t,Tgas,Trad
6.67,0.7244919685723413,0.7244919527078589
6.68,0.7244919683334917,0.7244919528648822
6.69,0.7244919681011509,0.7244919530176265
6.7,0.7244919678753188,0.7244919531660917
6.71,0.7244919676559954,0.7244919533102782
6.72,0.7244919674431808,0.7244919534501856
6.73,0.7244919672368749,0.724491953585814
6.74,0.7244919670370779,0.7244919537171635
6.75,0.7244919668437896,0.724491953844234
6.76,0.72449196665701,0.7244919539670257
6.7700000000000005,0.7244919664767392,0.7244919540855383
6.78,0.7244919663029771,0.724491954199772
6.79,0.7244919661355614,0.7244919543098335
6.8,0.7244919659720251,0.7244919544173447
6.8100000000000005,0.7244919658115346,0.7244919545228534
6.82,0.72449196565409,0.7244919546263598
6.83,0.7244919654996911,0.7244919547278639
6.84,0.7244919653483382,0.7244919548273656
6.8500000000000005,0.724491965200031,0.7244919549248648
6.86,0.7244919650547696,0.7244919550203618
6.87,0.7244919649125541,0.7244919551138563
6.88,0.7244919647733844,0.7244919552053485
6.890000000000001,0.7244919646372606,0.7244919552948383
6.9,0.7244919645041826,0.7244919553823257
6.91,0.7244919643741504,0.7244919554678108
6.92,0.724491964247164,0.7244919555512934
6.93,0.7244919641232235,0.7244919556327738
6.94,0.7244919640023288,0.7244919557122517
6.95,0.72449196388448,0.7244919557897272
6.96,0.724491963769677,0.7244919558652004
6.97,0.7244919636579198,0.7244919559386712
6.98,0.7244919635492084,0.7244919560101396
6.99,0.7244919634435429,0.7244919560796057
7.,0.7244919633409233,0.7244919561470694
7.01,0.7244919632413493,0.7244919562125307
7.0200000000000005,0.7244919631446538,0.7244919562760997
7.03,0.7244919630498268,0.7244919563384404
7.04,0.7244919629566992,0.7244919563996638
7.05,0.7244919628652708,0.7244919564597702
7.0600000000000005,0.7244919627755421,0.7244919565187592
7.07,0.7244919626875126,0.724491956576631
7.08,0.7244919626011824,0.7244919566333857
7.09,0.7244919625165517,0.7244919566890231
7.1000000000000005,0.7244919624336204,0.7244919567435435
7.11,0.7244919623523884,0.7244919567969464
7.12,0.7244919622728558,0.7244919568492324
7.13,0.7244919621950227,0.724491956900401
7.140000000000001,0.7244919621188889,0.7244919569504525
7.15,0.7244919620444544,0.7244919569993868
7.16,0.7244919619717194,0.7244919570472038
7.17,0.7244919619006838,0.7244919570939038
7.18,0.7244919618313475,0.7244919571394864
7.19,0.7244919617637107,0.7244919571839519
7.2,0.7244919616977731,0.7244919572273002
7.21,0.724491961633535,0.7244919572695312
7.22,0.7244919615709963,0.7244919573106451
7.23,0.7244919615101569,0.7244919573506418
