# Athena++ data at time=1.800000e+00  cycle=1734  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0543  3.37812e+00  3.61466e+00  9.43660e+00  2.75409e+00  0.00000e+00  0.00000e+00
0544  3.38438e+00  3.61194e+00  9.42666e+00  2.75553e+00  0.00000e+00  0.00000e+00
0545  3.39062e+00  3.60937e+00  9.41726e+00  2.75689e+00  0.00000e+00  0.00000e+00
0546  3.39687e+00  3.60676e+00  9.40773e+00  2.75827e+00  0.00000e+00  0.00000e+00
0547  3.40313e+00  3.60426e+00  9.39860e+00  2.75960e+00  0.00000e+00  0.00000e+00
0548  3.40937e+00  3.60226e+00  9.39127e+00  2.76066e+00  0.00000e+00  0.00000e+00
0549  3.41563e+00  3.60080e+00  9.38593e+00  2.76144e+00  0.00000e+00  0.00000e+00
0550  3.42188e+00  3.59972e+00  9.38199e+00  2.76201e+00  0.00000e+00  0.00000e+00
0551  3.42813e+00  3.59903e+00  9.37946e+00  2.76238e+00  0.00000e+00  0.00000e+00
0552  3.43438e+00  3.59886e+00  9.37884e+00  2.76247e+00  0.00000e+00  0.00000e+00
0553  3.44062e+00  3.59902e+00  9.37940e+00  2.76239e+00  0.00000e+00  0.00000e+00
0554  3.44687e+00  3.59916e+00  9.37990e+00  2.76231e+00  0.00000e+00  0.00000e+00
0555  3.45312e+00  3.59928e+00  9.38036e+00  2.76225e+00  0.00000e+00  0.00000e+00
0556  3.45937e+00  3.60011e+00  9.38336e+00  2.76181e+00  0.00000e+00  0.00000e+00
0557  3.46563e+00  3.61057e+00  9.42159e+00  2.75628e+00  0.00000e+00  0.00000e+00
0558  3.47187e+00  3.75181e+00  9.94465e+00  2.68364e+00  0.00000e+00  0.00000e+00
0559  3.47813e+00  3.97781e+00  1.07909e+01  2.56893e+00  0.00000e+00  0.00000e+00
0560  3.48438e+00  4.05175e+00  1.10737e+01  2.53315e+00  0.00000e+00  0.00000e+00
0561  3.49062e+00  4.06073e+00  1.11079e+01  2.52872e+00  0.00000e+00  0.00000e+00
0562  3.49688e+00  4.06422e+00  1.11213e+01  2.52706e+00  0.00000e+00  0.00000e+00
0563  3.50312e+00  4.06830e+00  1.11369e+01  2.52506e+00  0.00000e+00  0.00000e+00
0564  3.50937e+00  4.07211e+00  1.11515e+01  2.52322e+00  0.00000e+00  0.00000e+00
0565  3.51562e+00  4.07501e+00  1.11626e+01  2.52186e+00  0.00000e+00  0.00000e+00
0566  3.52188e+00  4.07704e+00  1.11704e+01  2.52091e+00  0.00000e+00  0.00000e+00
0567  3.52813e+00  4.07847e+00  1.11758e+01  2.52023e+00  0.00000e+00  0.00000e+00
0568  3.53437e+00  4.07947e+00  1.11796e+01  2.51974e+00  0.00000e+00  0.00000e+00
0569  3.54063e+00  4.08011e+00  1.11820e+01  2.51943e+00  0.00000e+00  0.00000e+00
0570  3.54688e+00  4.08037e+00  1.11830e+01  2.51931e+00  0.00000e+00  0.00000e+00
0571  3.55312e+00  4.08023e+00  1.11824e+01  2.51938e+00  0.00000e+00  0.00000e+00
0572  3.55938e+00  4.07970e+00  1.11804e+01  2.51964e+00  0.00000e+00  0.00000e+00
0573  3.56562e+00  4.07917e+00  1.11783e+01  2.51989e+00  0.00000e+00  0.00000e+00
0574  3.57188e+00  4.07887e+00  1.11772e+01  2.52003e+00  0.00000e+00  0.00000e+00
0575  3.57812e+00  4.07881e+00  1.11769e+01  2.52007e+00  0.00000e+00  0.00000e+00
0576  3.58438e+00  4.07874e+00  1.11766e+01  2.52011e+00  0.00000e+00  0.00000e+00
0577  3.59063e+00  4.07829e+00  1.11748e+01  2.52034e+00  0.00000e+00  0.00000e+00
0578  3.59687e+00  4.07568e+00  1.11648e+01  2.52160e+00  0.00000e+00  0.00000e+00
0579  3.60312e+00  4.07272e+00  1.11534e+01  2.52303e+00  0.00000e+00  0.00000e+00
0580  3.60938e+00  4.07086e+00  1.11462e+01  2.52393e+00  0.00000e+00  0.00000e+00
0581  3.61562e+00  4.06972e+00  1.11418e+01  2.52448e+00  0.00000e+00  0.00000e+00
0582  3.62188e+00  4.06826e+00  1.11362e+01  2.52519e+00  0.00000e+00  0.00000e+00
0583  3.62812e+00  4.06616e+00  1.11281e+01  2.52620e+00  0.00000e+00  0.00000e+00
0584  3.63438e+00  4.06394e+00  1.11196e+01  2.52728e+00  0.00000e+00  0.00000e+00
0585  3.64062e+00  4.06208e+00  1.11124e+01  2.52818e+00  0.00000e+00  0.00000e+00
0586  3.64687e+00  4.06029e+00  1.11056e+01  2.52904e+00  0.00000e+00  0.00000e+00
0587  3.65313e+00  4.05796e+00  1.10966e+01  2.53017e+00  0.00000e+00  0.00000e+00
0588  3.65937e+00  4.05494e+00  1.10850e+01  2.53162e+00  0.00000e+00  0.00000e+00
0589  3.66562e+00  4.05184e+00  1.10731e+01  2.53312e+00  0.00000e+00  0.00000e+00
0590  3.67188e+00  4.04939e+00  1.10637e+01  2.53431e+00  0.00000e+00  0.00000e+00
0591  3.67813e+00  4.04755e+00  1.10566e+01  2.53520e+00  0.00000e+00  0.00000e+00
0592  3.68438e+00  4.04550e+00  1.10488e+01  2.53620e+00  0.00000e+00  0.00000e+00
0593  3.69062e+00  4.04221e+00  1.10362e+01  2.53779e+00  0.00000e+00  0.00000e+00
0594  3.69688e+00  4.03745e+00  1.10180e+01  2.54010e+00  0.00000e+00  0.00000e+00
0595  3.70312e+00  4.03203e+00  1.09972e+01  2.54273e+00  0.00000e+00  0.00000e+00
0596  3.70937e+00  4.02733e+00  1.09793e+01  2.54501e+00  0.00000e+00  0.00000e+00
0597  3.71563e+00  4.02455e+00  1.09686e+01  2.54637e+00  0.00000e+00  0.00000e+00
0598  3.72187e+00  4.02373e+00  1.09654e+01  2.54677e+00  0.00000e+00  0.00000e+00
0599  3.72813e+00  4.02358e+00  1.09648e+01  2.54685e+00  0.00000e+00  0.00000e+00
0600  3.73438e+00  4.02183e+00  1.09581e+01  2.54770e+00  0.00000e+00  0.00000e+00
0601  3.74063e+00  4.01715e+00  1.09402e+01  2.54998e+00  0.00000e+00  0.00000e+00
0602  3.74688e+00  4.01125e+00  1.09177e+01  2.55285e+00  0.00000e+00  0.00000e+00
0603  3.75312e+00  4.00553e+00  1.08959e+01  2.55564e+00  0.00000e+00  0.00000e+00
0604  3.75938e+00  4.00080e+00  1.08779e+01  2.55795e+00  0.00000e+00  0.00000e+00
0605  3.76562e+00  3.99708e+00  1.08637e+01  2.55977e+00  0.00000e+00  0.00000e+00
0606  3.77187e+00  3.99411e+00  1.08523e+01  2.56122e+00  0.00000e+00  0.00000e+00
0607  3.77813e+00  3.99141e+00  1.08420e+01  2.56255e+00  0.00000e+00  0.00000e+00
0608  3.78437e+00  3.98846e+00  1.08308e+01  2.56400e+00  0.00000e+00  0.00000e+00
0609  3.79063e+00  3.98506e+00  1.08178e+01  2.56567e+00  0.00000e+00  0.00000e+00
0610  3.79688e+00  3.98109e+00  1.08027e+01  2.56761e+00  0.00000e+00  0.00000e+00
0611  3.80313e+00  3.97667e+00  1.07859e+01  2.56978e+00  0.00000e+00  0.00000e+00
0612  3.80938e+00  3.97214e+00  1.07686e+01  2.57201e+00  0.00000e+00  0.00000e+00
0613  3.81562e+00  3.96787e+00  1.07524e+01  2.57410e+00  0.00000e+00  0.00000e+00
0614  3.82188e+00  3.96425e+00  1.07387e+01  2.57589e+00  0.00000e+00  0.00000e+00
0615  3.82812e+00  3.96093e+00  1.07260e+01  2.57752e+00  0.00000e+00  0.00000e+00
0616  3.83437e+00  3.95726e+00  1.07121e+01  2.57933e+00  0.00000e+00  0.00000e+00
0617  3.84063e+00  3.95315e+00  1.06965e+01  2.58136e+00  0.00000e+00  0.00000e+00
0618  3.84687e+00  3.94859e+00  1.06792e+01  2.58361e+00  0.00000e+00  0.00000e+00
0619  3.85312e+00  3.94362e+00  1.06603e+01  2.58607e+00  0.00000e+00  0.00000e+00
0620  3.85938e+00  3.93858e+00  1.06412e+01  2.58856e+00  0.00000e+00  0.00000e+00
0621  3.86562e+00  3.93381e+00  1.06231e+01  2.59092e+00  0.00000e+00  0.00000e+00
0622  3.87188e+00  3.92955e+00  1.06070e+01  2.59303e+00  0.00000e+00  0.00000e+00
0623  3.87812e+00  3.92592e+00  1.05933e+01  2.59483e+00  0.00000e+00  0.00000e+00
0624  3.88438e+00  3.92271e+00  1.05811e+01  2.59643e+00  0.00000e+00  0.00000e+00
0625  3.89062e+00  3.91951e+00  1.05690e+01  2.59802e+00  0.00000e+00  0.00000e+00
0626  3.89687e+00  3.91593e+00  1.05554e+01  2.59980e+00  0.00000e+00  0.00000e+00
0627  3.90313e+00  3.91169e+00  1.05394e+01  2.60191e+00  0.00000e+00  0.00000e+00
0628  3.90937e+00  3.90689e+00  1.05213e+01  2.60430e+00  0.00000e+00  0.00000e+00
0629  3.91563e+00  3.90193e+00  1.05026e+01  2.60676e+00  0.00000e+00  0.00000e+00
0630  3.92188e+00  3.89709e+00  1.04843e+01  2.60918e+00  0.00000e+00  0.00000e+00
0631  3.92812e+00  3.89235e+00  1.04664e+01  2.61154e+00  0.00000e+00  0.00000e+00
0632  3.93438e+00  3.88781e+00  1.04493e+01  2.61382e+00  0.00000e+00  0.00000e+00
0633  3.94062e+00  3.88355e+00  1.04332e+01  2.61594e+00  0.00000e+00  0.00000e+00
0634  3.94688e+00  3.87929e+00  1.04172e+01  2.61807e+00  0.00000e+00  0.00000e+00
0635  3.95312e+00  3.87471e+00  1.04000e+01  2.62037e+00  0.00000e+00  0.00000e+00
0636  3.95938e+00  3.86981e+00  1.03815e+01  2.62283e+00  0.00000e+00  0.00000e+00
0637  3.96563e+00  3.86477e+00  1.03626e+01  2.62536e+00  0.00000e+00  0.00000e+00
0638  3.97187e+00  3.85991e+00  1.03443e+01  2.62780e+00  0.00000e+00  0.00000e+00
0639  3.97813e+00  3.85560e+00  1.03281e+01  2.62996e+00  0.00000e+00  0.00000e+00
0640  3.98438e+00  3.85178e+00  1.03138e+01  2.63188e+00  0.00000e+00  0.00000e+00
0641  3.99062e+00  3.84803e+00  1.02997e+01  2.63377e+00  0.00000e+00  0.00000e+00
0642  3.99688e+00  3.84412e+00  1.02850e+01  2.63575e+00  0.00000e+00  0.00000e+00
0643  4.00312e+00  3.83995e+00  1.02694e+01  2.63785e+00  0.00000e+00  0.00000e+00
0644  4.00938e+00  3.83539e+00  1.02523e+01  2.64015e+00  0.00000e+00  0.00000e+00
0645  4.01562e+00  3.83042e+00  1.02337e+01  2.64266e+00  0.00000e+00  0.00000e+00
0646  4.02187e+00  3.82524e+00  1.02143e+01  2.64528e+00  0.00000e+00  0.00000e+00
0647  4.02813e+00  3.82000e+00  1.01947e+01  2.64793e+00  0.00000e+00  0.00000e+00
0648  4.03437e+00  3.81472e+00  1.01750e+01  2.65061e+00  0.00000e+00  0.00000e+00
0649  4.04063e+00  3.80961e+00  1.01559e+01  2.65320e+00  0.00000e+00  0.00000e+00
0650  4.04688e+00  3.80489e+00  1.01383e+01  2.65560e+00  0.00000e+00  0.00000e+00
0651  4.05312e+00  3.80050e+00  1.01219e+01  2.65783e+00  0.00000e+00  0.00000e+00
0652  4.05938e+00  3.79626e+00  1.01060e+01  2.65999e+00  0.00000e+00  0.00000e+00
0653  4.06562e+00  3.79215e+00  1.00907e+01  2.66208e+00  0.00000e+00  0.00000e+00
0654  4.07188e+00  3.78814e+00  1.00758e+01  2.66413e+00  0.00000e+00  0.00000e+00
0655  4.07812e+00  3.78403e+00  1.00604e+01  2.66622e+00  0.00000e+00  0.00000e+00
0656  4.08437e+00  3.77960e+00  1.00440e+01  2.66848e+00  0.00000e+00  0.00000e+00
0657  4.09063e+00  3.77483e+00  1.00262e+01  2.67092e+00  0.00000e+00  0.00000e+00
0658  4.09687e+00  3.76983e+00  1.00076e+01  2.67348e+00  0.00000e+00  0.00000e+00
0659  4.10313e+00  3.76480e+00  9.98890e+00  2.67606e+00  0.00000e+00  0.00000e+00
0660  4.10938e+00  3.75996e+00  9.97091e+00  2.67854e+00  0.00000e+00  0.00000e+00
0661  4.11562e+00  3.75547e+00  9.95424e+00  2.68084e+00  0.00000e+00  0.00000e+00
0662  4.12188e+00  3.75126e+00  9.93861e+00  2.68300e+00  0.00000e+00  0.00000e+00
0663  4.12812e+00  3.74713e+00  9.92329e+00  2.68512e+00  0.00000e+00  0.00000e+00
0664  4.13438e+00  3.74291e+00  9.90763e+00  2.68730e+00  0.00000e+00  0.00000e+00
0665  4.14062e+00  3.73853e+00  9.89138e+00  2.68955e+00  0.00000e+00  0.00000e+00
0666  4.14687e+00  3.73398e+00  9.87453e+00  2.69190e+00  0.00000e+00  0.00000e+00
0667  4.15313e+00  3.72927e+00  9.85708e+00  2.69433e+00  0.00000e+00  0.00000e+00
0668  4.15937e+00  3.72449e+00  9.83939e+00  2.69680e+00  0.00000e+00  0.00000e+00
0669  4.16563e+00  3.71979e+00  9.82199e+00  2.69923e+00  0.00000e+00  0.00000e+00
0670  4.17188e+00  3.71536e+00  9.80559e+00  2.70152e+00  0.00000e+00  0.00000e+00
0671  4.17812e+00  3.71127e+00  9.79047e+00  2.70364e+00  0.00000e+00  0.00000e+00
0672  4.18438e+00  3.70741e+00  9.77623e+00  2.70564e+00  0.00000e+00  0.00000e+00
0673  4.19062e+00  3.70355e+00  9.76195e+00  2.70765e+00  0.00000e+00  0.00000e+00
0674  4.19688e+00  3.69958e+00  9.74731e+00  2.70971e+00  0.00000e+00  0.00000e+00
0675  4.20312e+00  3.69542e+00  9.73193e+00  2.71187e+00  0.00000e+00  0.00000e+00
0676  4.20937e+00  3.69096e+00  9.71550e+00  2.71419e+00  0.00000e+00  0.00000e+00
0677  4.21563e+00  3.68636e+00  9.69855e+00  2.71658e+00  0.00000e+00  0.00000e+00
0678  4.22187e+00  3.68171e+00  9.68142e+00  2.71901e+00  0.00000e+00  0.00000e+00
0679  4.22813e+00  3.67707e+00  9.66431e+00  2.72143e+00  0.00000e+00  0.00000e+00
0680  4.23438e+00  3.67266e+00  9.64812e+00  2.72373e+00  0.00000e+00  0.00000e+00
0681  4.24062e+00  3.66863e+00  9.63329e+00  2.72583e+00  0.00000e+00  0.00000e+00
0682  4.24688e+00  3.66477e+00  9.61908e+00  2.72786e+00  0.00000e+00  0.00000e+00
0683  4.25312e+00  3.66100e+00  9.60522e+00  2.72983e+00  0.00000e+00  0.00000e+00
0684  4.25938e+00  3.65740e+00  9.59201e+00  2.73172e+00  0.00000e+00  0.00000e+00
0685  4.26562e+00  3.65376e+00  9.57866e+00  2.73362e+00  0.00000e+00  0.00000e+00
0686  4.27187e+00  3.64994e+00  9.56463e+00  2.73563e+00  0.00000e+00  0.00000e+00
0687  4.27813e+00  3.64612e+00  9.55062e+00  2.73764e+00  0.00000e+00  0.00000e+00
0688  4.28437e+00  3.64232e+00  9.53668e+00  2.73963e+00  0.00000e+00  0.00000e+00
0689  4.29063e+00  3.63843e+00  9.52243e+00  2.74168e+00  0.00000e+00  0.00000e+00
0690  4.29688e+00  3.63463e+00  9.50849e+00  2.74368e+00  0.00000e+00  0.00000e+00
0691  4.30312e+00  3.63120e+00  9.49595e+00  2.74549e+00  0.00000e+00  0.00000e+00
0692  4.30938e+00  3.62813e+00  9.48472e+00  2.74710e+00  0.00000e+00  0.00000e+00
0693  4.31562e+00  3.62506e+00  9.47349e+00  2.74872e+00  0.00000e+00  0.00000e+00
0694  4.32188e+00  3.62196e+00  9.46214e+00  2.75036e+00  0.00000e+00  0.00000e+00
0695  4.32812e+00  3.61913e+00  9.45180e+00  2.75186e+00  0.00000e+00  0.00000e+00
0696  4.33437e+00  3.61643e+00  9.44192e+00  2.75328e+00  0.00000e+00  0.00000e+00
0697  4.34063e+00  3.61343e+00  9.43097e+00  2.75487e+00  0.00000e+00  0.00000e+00
0698  4.34687e+00  3.61025e+00  9.41935e+00  2.75655e+00  0.00000e+00  0.00000e+00
0699  4.35313e+00  3.60736e+00  9.40878e+00  2.75808e+00  0.00000e+00  0.00000e+00
0700  4.35938e+00  3.60494e+00  9.39997e+00  2.75936e+00  0.00000e+00  0.00000e+00
0701  4.36562e+00  3.60283e+00  9.39226e+00  2.76048e+00  0.00000e+00  0.00000e+00
0702  4.37188e+00  3.60095e+00  9.38538e+00  2.76148e+00  0.00000e+00  0.00000e+00
0703  4.37812e+00  3.59945e+00  9.37991e+00  2.76228e+00  0.00000e+00  0.00000e+00
0704  4.38438e+00  3.59851e+00  9.37647e+00  2.76278e+00  0.00000e+00  0.00000e+00
0705  4.39062e+00  3.59802e+00  9.37469e+00  2.76304e+00  0.00000e+00  0.00000e+00
0706  4.39687e+00  3.59773e+00  9.37366e+00  2.76319e+00  0.00000e+00  0.00000e+00
0707  4.40313e+00  3.59770e+00  9.37352e+00  2.76321e+00  0.00000e+00  0.00000e+00
0708  4.40937e+00  3.59817e+00  9.37524e+00  2.76296e+00  0.00000e+00  0.00000e+00
0709  4.41563e+00  3.59867e+00  9.37707e+00  2.76270e+00  0.00000e+00  0.00000e+00
0710  4.42188e+00  3.59928e+00  9.37932e+00  2.76237e+00  0.00000e+00  0.00000e+00
0711  4.42812e+00  3.60221e+00  9.38999e+00  2.76082e+00  0.00000e+00  0.00000e+00
0712  4.43438e+00  3.60758e+00  9.40959e+00  2.75797e+00  0.00000e+00  0.00000e+00
0713  4.44062e+00  3.61270e+00  9.42831e+00  2.75526e+00  0.00000e+00  0.00000e+00
0714  4.44688e+00  3.61472e+00  9.43568e+00  2.75419e+00  0.00000e+00  0.00000e+00
0715  4.45312e+00  3.61523e+00  9.43754e+00  2.75393e+00  0.00000e+00  0.00000e+00
0716  4.45937e+00  3.61892e+00  9.45104e+00  2.75198e+00  0.00000e+00  0.00000e+00
0717  4.46563e+00  3.65081e+00  9.56816e+00  2.73536e+00  0.00000e+00  0.00000e+00
0718  4.47187e+00  3.76035e+00  9.97240e+00  2.67864e+00  0.00000e+00  0.00000e+00
0719  4.47813e+00  3.85747e+00  1.03347e+01  2.62919e+00  0.00000e+00  0.00000e+00
0720  4.48438e+00  3.91879e+00  1.05654e+01  2.59852e+00  0.00000e+00  0.00000e+00
0721  4.49062e+00  3.95577e+00  1.07053e+01  2.58026e+00  0.00000e+00  0.00000e+00
0722  4.49688e+00  3.98008e+00  1.07975e+01  2.56832e+00  0.00000e+00  0.00000e+00
0723  4.50312e+00  3.99720e+00  1.08625e+01  2.55996e+00  0.00000e+00  0.00000e+00
0724  4.50938e+00  4.01003e+00  1.09113e+01  2.55371e+00  0.00000e+00  0.00000e+00
0725  4.51562e+00  4.02088e+00  1.09527e+01  2.54843e+00  0.00000e+00  0.00000e+00
0726  4.52187e+00  4.03106e+00  1.09915e+01  2.54349e+00  0.00000e+00  0.00000e+00
0727  4.52813e+00  4.04059e+00  1.10279e+01  2.53888e+00  0.00000e+00  0.00000e+00
0728  4.53437e+00  4.04889e+00  1.10596e+01  2.53487e+00  0.00000e+00  0.00000e+00
0729  4.54063e+00  4.05542e+00  1.10846e+01  2.53172e+00  0.00000e+00  0.00000e+00
0730  4.54688e+00  4.06005e+00  1.11023e+01  2.52949e+00  0.00000e+00  0.00000e+00
0731  4.55312e+00  4.06321e+00  1.11144e+01  2.52797e+00  0.00000e+00  0.00000e+00
0732  4.55938e+00  4.06567e+00  1.11238e+01  2.52679e+00  0.00000e+00  0.00000e+00
0733  4.56562e+00  4.06809e+00  1.11331e+01  2.52562e+00  0.00000e+00  0.00000e+00
0734  4.57188e+00  4.07071e+00  1.11431e+01  2.52436e+00  0.00000e+00  0.00000e+00
0735  4.57812e+00  4.07334e+00  1.11532e+01  2.52310e+00  0.00000e+00  0.00000e+00
0736  4.58437e+00  4.07569e+00  1.11622e+01  2.52197e+00  0.00000e+00  0.00000e+00
0737  4.59063e+00  4.07757e+00  1.11694e+01  2.52107e+00  0.00000e+00  0.00000e+00
0738  4.59687e+00  4.07890e+00  1.11745e+01  2.52043e+00  0.00000e+00  0.00000e+00
0739  4.60313e+00  4.07967e+00  1.11775e+01  2.52006e+00  0.00000e+00  0.00000e+00
0740  4.60938e+00  4.07984e+00  1.11781e+01  2.51998e+00  0.00000e+00  0.00000e+00
0741  4.61562e+00  4.07939e+00  1.11764e+01  2.52020e+00  0.00000e+00  0.00000e+00
0742  4.62188e+00  4.07846e+00  1.11728e+01  2.52065e+00  0.00000e+00  0.00000e+00
0743  4.62812e+00  4.07769e+00  1.11699e+01  2.52102e+00  0.00000e+00  0.00000e+00
0744  4.63438e+00  4.07732e+00  1.11685e+01  2.52119e+00  0.00000e+00  0.00000e+00
0745  4.64062e+00  4.07724e+00  1.11681e+01  2.52123e+00  0.00000e+00  0.00000e+00
0746  4.64687e+00  4.07707e+00  1.11675e+01  2.52132e+00  0.00000e+00  0.00000e+00
0747  4.65313e+00  4.07583e+00  1.11628e+01  2.52191e+00  0.00000e+00  0.00000e+00
0748  4.65937e+00  4.07317e+00  1.11526e+01  2.52319e+00  0.00000e+00  0.00000e+00
0749  4.66563e+00  4.07122e+00  1.11451e+01  2.52413e+00  0.00000e+00  0.00000e+00
0750  4.67188e+00  4.07057e+00  1.11426e+01  2.52444e+00  0.00000e+00  0.00000e+00
0751  4.67812e+00  4.07042e+00  1.11420e+01  2.52452e+00  0.00000e+00  0.00000e+00
0752  4.68438e+00  4.06912e+00  1.11370e+01  2.52514e+00  0.00000e+00  0.00000e+00
0753  4.69062e+00  4.06408e+00  1.11177e+01  2.52757e+00  0.00000e+00  0.00000e+00
0754  4.69688e+00  4.05966e+00  1.11008e+01  2.52970e+00  0.00000e+00  0.00000e+00
0755  4.70312e+00  4.05768e+00  1.10932e+01  2.53065e+00  0.00000e+00  0.00000e+00
0756  4.70937e+00  4.05636e+00  1.10882e+01  2.53129e+00  0.00000e+00  0.00000e+00
0757  4.71563e+00  4.05410e+00  1.10795e+01  2.53238e+00  0.00000e+00  0.00000e+00
0758  4.72187e+00  4.05140e+00  1.10692e+01  2.53368e+00  0.00000e+00  0.00000e+00
0759  4.72813e+00  4.04941e+00  1.10616e+01  2.53464e+00  0.00000e+00  0.00000e+00
0760  4.73438e+00  4.04733e+00  1.10536e+01  2.53565e+00  0.00000e+00  0.00000e+00
0761  4.74062e+00  4.04349e+00  1.10389e+01  2.53751e+00  0.00000e+00  0.00000e+00
0762  4.74688e+00  4.03755e+00  1.10163e+01  2.54038e+00  0.00000e+00  0.00000e+00
0763  4.75312e+00  4.03133e+00  1.09925e+01  2.54340e+00  0.00000e+00  0.00000e+00
0764  4.75938e+00  4.02739e+00  1.09775e+01  2.54530e+00  0.00000e+00  0.00000e+00
0765  4.76562e+00  4.02641e+00  1.09737e+01  2.54578e+00  0.00000e+00  0.00000e+00
0766  4.77187e+00  4.02589e+00  1.09717e+01  2.54603e+00  0.00000e+00  0.00000e+00
0767  4.77813e+00  4.02159e+00  1.09553e+01  2.54812e+00  0.00000e+00  0.00000e+00
0768  4.78437e+00  4.01494e+00  1.09300e+01  2.55136e+00  0.00000e+00  0.00000e+00
0769  4.79063e+00  4.01067e+00  1.09137e+01  2.55343e+00  0.00000e+00  0.00000e+00
0770  4.79688e+00  4.00788e+00  1.09031e+01  2.55479e+00  0.00000e+00  0.00000e+00
0771  4.80312e+00  4.00500e+00  1.08921e+01  2.55620e+00  0.00000e+00  0.00000e+00
0772  4.80938e+00  4.00146e+00  1.08786e+01  2.55792e+00  0.00000e+00  0.00000e+00
0773  4.81562e+00  3.99729e+00  1.08628e+01  2.55995e+00  0.00000e+00  0.00000e+00
0774  4.82188e+00  3.99288e+00  1.08460e+01  2.56211e+00  0.00000e+00  0.00000e+00
0775  4.82812e+00  3.98796e+00  1.08273e+01  2.56451e+00  0.00000e+00  0.00000e+00
0776  4.83437e+00  3.98212e+00  1.08051e+01  2.56737e+00  0.00000e+00  0.00000e+00
0777  4.84063e+00  3.97604e+00  1.07820e+01  2.57035e+00  0.00000e+00  0.00000e+00
0778  4.84687e+00  3.97108e+00  1.07632e+01  2.57278e+00  0.00000e+00  0.00000e+00
0779  4.85313e+00  3.96764e+00  1.07501e+01  2.57447e+00  0.00000e+00  0.00000e+00
0780  4.85938e+00  3.96469e+00  1.07390e+01  2.57592e+00  0.00000e+00  0.00000e+00
0781  4.86562e+00  3.96095e+00  1.07248e+01  2.57775e+00  0.00000e+00  0.00000e+00
0782  4.87188e+00  3.95580e+00  1.07052e+01  2.58029e+00  0.00000e+00  0.00000e+00
0783  4.87812e+00  3.94979e+00  1.06825e+01  2.58325e+00  0.00000e+00  0.00000e+00
0784  4.88438e+00  3.94434e+00  1.06619e+01  2.58593e+00  0.00000e+00  0.00000e+00
0785  4.89062e+00  3.93983e+00  1.06448e+01  2.58816e+00  0.00000e+00  0.00000e+00
0786  4.89687e+00  3.93508e+00  1.06268e+01  2.59051e+00  0.00000e+00  0.00000e+00
0787  4.90313e+00  3.92934e+00  1.06051e+01  2.59335e+00  0.00000e+00  0.00000e+00
0788  4.90937e+00  3.92300e+00  1.05812e+01  2.59649e+00  0.00000e+00  0.00000e+00
0789  4.91563e+00  3.91717e+00  1.05592e+01  2.59938e+00  0.00000e+00  0.00000e+00
0790  4.92188e+00  3.91293e+00  1.05432e+01  2.60148e+00  0.00000e+00  0.00000e+00
0791  4.92812e+00  3.90975e+00  1.05312e+01  2.60306e+00  0.00000e+00  0.00000e+00
0792  4.93438e+00  3.90582e+00  1.05164e+01  2.60501e+00  0.00000e+00  0.00000e+00
0793  4.94062e+00  3.90035e+00  1.04957e+01  2.60773e+00  0.00000e+00  0.00000e+00
0794  4.94688e+00  3.89384e+00  1.04712e+01  2.61098e+00  0.00000e+00  0.00000e+00
0795  4.95312e+00  3.88728e+00  1.04465e+01  2.61425e+00  0.00000e+00  0.00000e+00
0796  4.95937e+00  3.88176e+00  1.04258e+01  2.61700e+00  0.00000e+00  0.00000e+00
0797  4.96563e+00  3.87745e+00  1.04096e+01  2.61916e+00  0.00000e+00  0.00000e+00
0798  4.97187e+00  3.87312e+00  1.03933e+01  2.62132e+00  0.00000e+00  0.00000e+00
0799  4.97813e+00  3.86773e+00  1.03731e+01  2.62402e+00  0.00000e+00  0.00000e+00
0800  4.98438e+00  3.86149e+00  1.03497e+01  2.62715e+00  0.00000e+00  0.00000e+00
0801  4.99062e+00  3.85528e+00  1.03263e+01  2.63027e+00  0.00000e+00  0.00000e+00
0802  4.99688e+00  3.84973e+00  1.03055e+01  2.63306e+00  0.00000e+00  0.00000e+00
0803  5.00312e+00  3.84488e+00  1.02874e+01  2.63550e+00  0.00000e+00  0.00000e+00
0804  5.00938e+00  3.84006e+00  1.02693e+01  2.63792e+00  0.00000e+00  0.00000e+00
0805  5.01562e+00  3.83459e+00  1.02488e+01  2.64069e+00  0.00000e+00  0.00000e+00
0806  5.02187e+00  3.82850e+00  1.02261e+01  2.64376e+00  0.00000e+00  0.00000e+00
0807  5.02813e+00  3.82248e+00  1.02036e+01  2.64680e+00  0.00000e+00  0.00000e+00
0808  5.03437e+00  3.81702e+00  1.01832e+01  2.64956e+00  0.00000e+00  0.00000e+00
0809  5.04063e+00  3.81218e+00  1.01651e+01  2.65202e+00  0.00000e+00  0.00000e+00
0810  5.04688e+00  3.80755e+00  1.01478e+01  2.65437e+00  0.00000e+00  0.00000e+00
0811  5.05312e+00  3.80261e+00  1.01294e+01  2.65687e+00  0.00000e+00  0.00000e+00
0812  5.05938e+00  3.79691e+00  1.01081e+01  2.65977e+00  0.00000e+00  0.00000e+00
0813  5.06562e+00  3.79044e+00  1.00841e+01  2.66306e+00  0.00000e+00  0.00000e+00
0814  5.07188e+00  3.78404e+00  1.00602e+01  2.66632e+00  0.00000e+00  0.00000e+00
0815  5.07812e+00  3.77824e+00  1.00386e+01  2.66928e+00  0.00000e+00  0.00000e+00
