# Athena++ data at time=1.800000e+00  cycle=1734  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0270  1.67188e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0271  1.67813e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0272  1.68438e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0273  1.69063e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0274  1.69687e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0275  1.70312e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0276  1.70938e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0277  1.71563e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0278  1.72187e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0279  1.72812e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0280  1.73438e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0281  1.74063e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0282  1.74687e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0283  1.75312e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0284  1.75937e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0285  1.76562e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0286  1.77187e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0287  1.77812e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0288  1.78438e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0289  1.79063e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0290  1.79688e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0291  1.80312e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0292  1.80937e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0293  1.81563e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0294  1.82188e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0295  1.82812e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0296  1.83438e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0297  1.84063e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0298  1.84688e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0299  1.85312e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0300  1.85938e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0301  1.86563e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0302  1.87188e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0303  1.87812e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0304  1.88437e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0305  1.89062e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0306  1.89688e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0307  1.90312e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0308  1.90937e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0309  1.91562e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0310  1.92188e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0311  1.92812e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0312  1.93437e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0313  1.94063e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0314  1.94688e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0315  1.95312e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0316  1.95937e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0317  1.96562e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0318  1.97188e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0319  1.97813e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0320  1.98438e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0321  1.99063e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0322  1.99688e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0323  2.00312e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0324  2.00937e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0325  2.01562e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0326  2.02188e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0327  2.02813e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0328  2.03437e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0329  2.04062e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0330  2.04688e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0331  2.05313e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0332  2.05938e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0333  2.06562e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0334  2.07187e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0335  2.07812e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0336  2.08437e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0337  2.09063e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0338  2.09687e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0339  2.10313e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0340  2.10938e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0341  2.11562e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0342  2.12188e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0343  2.12812e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0344  2.13438e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0345  2.14062e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0346  2.14688e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0347  2.15313e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0348  2.15937e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0349  2.16562e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0350  2.17188e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0351  2.17813e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0352  2.18438e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0353  2.19062e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0354  2.19687e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0355  2.20312e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0356  2.20938e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0357  2.21563e+00  3.85714e+00  1.03333e+01  2.62937e+00  0.00000e+00  0.00000e+00
0358  2.22187e+00  3.85711e+00  1.03332e+01  2.62938e+00  0.00000e+00  0.00000e+00
0359  2.22812e+00  3.85697e+00  1.03327e+01  2.62946e+00  0.00000e+00  0.00000e+00
0360  2.23438e+00  3.85581e+00  1.03283e+01  2.63004e+00  0.00000e+00  0.00000e+00
0361  2.24062e+00  3.85274e+00  1.03168e+01  2.63158e+00  0.00000e+00  0.00000e+00
0362  2.24688e+00  3.84823e+00  1.02999e+01  2.63385e+00  0.00000e+00  0.00000e+00
0363  2.25312e+00  3.84287e+00  1.02798e+01  2.63655e+00  0.00000e+00  0.00000e+00
0364  2.25938e+00  3.83769e+00  1.02604e+01  2.63916e+00  0.00000e+00  0.00000e+00
0365  2.26562e+00  3.83300e+00  1.02429e+01  2.64152e+00  0.00000e+00  0.00000e+00
0366  2.27187e+00  3.82824e+00  1.02251e+01  2.64393e+00  0.00000e+00  0.00000e+00
0367  2.27813e+00  3.82250e+00  1.02036e+01  2.64683e+00  0.00000e+00  0.00000e+00
0368  2.28437e+00  3.81627e+00  1.01803e+01  2.64998e+00  0.00000e+00  0.00000e+00
0369  2.29063e+00  3.81067e+00  1.01595e+01  2.65282e+00  0.00000e+00  0.00000e+00
0370  2.29688e+00  3.80609e+00  1.01424e+01  2.65514e+00  0.00000e+00  0.00000e+00
0371  2.30313e+00  3.80083e+00  1.01227e+01  2.65781e+00  0.00000e+00  0.00000e+00
0372  2.30938e+00  3.79400e+00  1.00973e+01  2.66128e+00  0.00000e+00  0.00000e+00
0373  2.31562e+00  3.78658e+00  1.00697e+01  2.66506e+00  0.00000e+00  0.00000e+00
0374  2.32187e+00  3.78049e+00  1.00470e+01  2.66817e+00  0.00000e+00  0.00000e+00
0375  2.32812e+00  3.77658e+00  1.00324e+01  2.67016e+00  0.00000e+00  0.00000e+00
0376  2.33438e+00  3.77358e+00  1.00213e+01  2.67169e+00  0.00000e+00  0.00000e+00
0377  2.34063e+00  3.76895e+00  1.00041e+01  2.67406e+00  0.00000e+00  0.00000e+00
0378  2.34687e+00  3.76190e+00  9.97790e+00  2.67767e+00  0.00000e+00  0.00000e+00
0379  2.35312e+00  3.75398e+00  9.94849e+00  2.68173e+00  0.00000e+00  0.00000e+00
0380  2.35938e+00  3.74774e+00  9.92534e+00  2.68494e+00  0.00000e+00  0.00000e+00
0381  2.36563e+00  3.74398e+00  9.91141e+00  2.68687e+00  0.00000e+00  0.00000e+00
0382  2.37188e+00  3.74124e+00  9.90124e+00  2.68828e+00  0.00000e+00  0.00000e+00
0383  2.37812e+00  3.73671e+00  9.88448e+00  2.69061e+00  0.00000e+00  0.00000e+00
0384  2.38437e+00  3.72890e+00  9.85554e+00  2.69464e+00  0.00000e+00  0.00000e+00
0385  2.39062e+00  3.71885e+00  9.81841e+00  2.69982e+00  0.00000e+00  0.00000e+00
0386  2.39687e+00  3.71057e+00  9.78780e+00  2.70411e+00  0.00000e+00  0.00000e+00
0387  2.40313e+00  3.70727e+00  9.77563e+00  2.70582e+00  0.00000e+00  0.00000e+00
0388  2.40937e+00  3.70680e+00  9.77387e+00  2.70606e+00  0.00000e+00  0.00000e+00
0389  2.41563e+00  3.70242e+00  9.75772e+00  2.70833e+00  0.00000e+00  0.00000e+00
0390  2.42188e+00  3.69365e+00  9.72539e+00  2.71289e+00  0.00000e+00  0.00000e+00
0391  2.42812e+00  3.69078e+00  9.71479e+00  2.71438e+00  0.00000e+00  0.00000e+00
0392  2.43438e+00  3.68782e+00  9.70389e+00  2.71592e+00  0.00000e+00  0.00000e+00
0393  2.44062e+00  3.67438e+00  9.65445e+00  2.72293e+00  0.00000e+00  0.00000e+00
0394  2.44688e+00  3.66199e+00  9.60887e+00  2.72940e+00  0.00000e+00  0.00000e+00
0395  2.45312e+00  3.66515e+00  9.62047e+00  2.72775e+00  0.00000e+00  0.00000e+00
0396  2.45938e+00  3.76278e+00  9.98352e+00  2.67810e+00  0.00000e+00  0.00000e+00
0397  2.46563e+00  3.98326e+00  1.08102e+01  2.56657e+00  0.00000e+00  0.00000e+00
0398  2.47187e+00  4.06648e+00  1.11286e+01  2.52629e+00  0.00000e+00  0.00000e+00
0399  2.47812e+00  4.07849e+00  1.11745e+01  2.52039e+00  0.00000e+00  0.00000e+00
0400  2.48438e+00  4.08036e+00  1.11817e+01  2.51960e+00  0.00000e+00  0.00000e+00
0401  2.49063e+00  4.08076e+00  1.11832e+01  2.51937e+00  0.00000e+00  0.00000e+00
0402  2.49688e+00  4.08081e+00  1.11834e+01  2.51933e+00  0.00000e+00  0.00000e+00
0403  2.50312e+00  4.08069e+00  1.11829e+01  2.51937e+00  0.00000e+00  0.00000e+00
0404  2.50937e+00  4.07983e+00  1.11797e+01  2.51979e+00  0.00000e+00  0.00000e+00
0405  2.51562e+00  4.07827e+00  1.11737e+01  2.52055e+00  0.00000e+00  0.00000e+00
0406  2.52187e+00  4.07698e+00  1.11687e+01  2.52118e+00  0.00000e+00  0.00000e+00
0407  2.52813e+00  4.07637e+00  1.11664e+01  2.52147e+00  0.00000e+00  0.00000e+00
0408  2.53437e+00  4.07625e+00  1.11659e+01  2.52152e+00  0.00000e+00  0.00000e+00
0409  2.54062e+00  4.07601e+00  1.11650e+01  2.52163e+00  0.00000e+00  0.00000e+00
0410  2.54688e+00  4.07432e+00  1.11585e+01  2.52245e+00  0.00000e+00  0.00000e+00
0411  2.55312e+00  4.07160e+00  1.11481e+01  2.52377e+00  0.00000e+00  0.00000e+00
0412  2.55938e+00  4.06923e+00  1.11390e+01  2.52490e+00  0.00000e+00  0.00000e+00
0413  2.56562e+00  4.06720e+00  1.11313e+01  2.52588e+00  0.00000e+00  0.00000e+00
0414  2.57188e+00  4.06512e+00  1.11233e+01  2.52687e+00  0.00000e+00  0.00000e+00
0415  2.57812e+00  4.06296e+00  1.11150e+01  2.52791e+00  0.00000e+00  0.00000e+00
0416  2.58437e+00  4.06101e+00  1.11075e+01  2.52885e+00  0.00000e+00  0.00000e+00
0417  2.59063e+00  4.05946e+00  1.11017e+01  2.52959e+00  0.00000e+00  0.00000e+00
0418  2.59687e+00  4.05823e+00  1.10969e+01  2.53019e+00  0.00000e+00  0.00000e+00
0419  2.60313e+00  4.05674e+00  1.10912e+01  2.53090e+00  0.00000e+00  0.00000e+00
0420  2.60938e+00  4.05423e+00  1.10816e+01  2.53211e+00  0.00000e+00  0.00000e+00
0421  2.61563e+00  4.05039e+00  1.10669e+01  2.53397e+00  0.00000e+00  0.00000e+00
0422  2.62188e+00  4.04575e+00  1.10491e+01  2.53622e+00  0.00000e+00  0.00000e+00
0423  2.62812e+00  4.04147e+00  1.10328e+01  2.53829e+00  0.00000e+00  0.00000e+00
0424  2.63438e+00  4.03874e+00  1.10224e+01  2.53961e+00  0.00000e+00  0.00000e+00
0425  2.64062e+00  4.03779e+00  1.10188e+01  2.54006e+00  0.00000e+00  0.00000e+00
0426  2.64688e+00  4.03758e+00  1.10180e+01  2.54016e+00  0.00000e+00  0.00000e+00
0427  2.65313e+00  4.03642e+00  1.10136e+01  2.54072e+00  0.00000e+00  0.00000e+00
0428  2.65937e+00  4.03386e+00  1.10038e+01  2.54196e+00  0.00000e+00  0.00000e+00
0429  2.66562e+00  4.03064e+00  1.09915e+01  2.54352e+00  0.00000e+00  0.00000e+00
0430  2.67188e+00  4.02709e+00  1.09780e+01  2.54524e+00  0.00000e+00  0.00000e+00
0431  2.67812e+00  4.02338e+00  1.09638e+01  2.54704e+00  0.00000e+00  0.00000e+00
0432  2.68438e+00  4.01948e+00  1.09489e+01  2.54894e+00  0.00000e+00  0.00000e+00
0433  2.69062e+00  4.01532e+00  1.09330e+01  2.55096e+00  0.00000e+00  0.00000e+00
0434  2.69687e+00  4.01110e+00  1.09170e+01  2.55301e+00  0.00000e+00  0.00000e+00
0435  2.70312e+00  4.00712e+00  1.09018e+01  2.55495e+00  0.00000e+00  0.00000e+00
0436  2.70937e+00  4.00329e+00  1.08872e+01  2.55682e+00  0.00000e+00  0.00000e+00
0437  2.71563e+00  3.99971e+00  1.08736e+01  2.55856e+00  0.00000e+00  0.00000e+00
0438  2.72187e+00  3.99690e+00  1.08629e+01  2.55992e+00  0.00000e+00  0.00000e+00
0439  2.72813e+00  3.99486e+00  1.08552e+01  2.56092e+00  0.00000e+00  0.00000e+00
0440  2.73438e+00  3.99284e+00  1.08475e+01  2.56191e+00  0.00000e+00  0.00000e+00
0441  2.74062e+00  3.99030e+00  1.08378e+01  2.56315e+00  0.00000e+00  0.00000e+00
0442  2.74688e+00  3.98727e+00  1.08263e+01  2.56463e+00  0.00000e+00  0.00000e+00
0443  2.75312e+00  3.98383e+00  1.08132e+01  2.56631e+00  0.00000e+00  0.00000e+00
0444  2.75938e+00  3.97992e+00  1.07984e+01  2.56823e+00  0.00000e+00  0.00000e+00
0445  2.76562e+00  3.97578e+00  1.07826e+01  2.57026e+00  0.00000e+00  0.00000e+00
0446  2.77188e+00  3.97188e+00  1.07679e+01  2.57217e+00  0.00000e+00  0.00000e+00
0447  2.77813e+00  3.96840e+00  1.07547e+01  2.57388e+00  0.00000e+00  0.00000e+00
0448  2.78437e+00  3.96503e+00  1.07419e+01  2.57554e+00  0.00000e+00  0.00000e+00
0449  2.79063e+00  3.96154e+00  1.07286e+01  2.57725e+00  0.00000e+00  0.00000e+00
0450  2.79688e+00  3.95805e+00  1.07154e+01  2.57897e+00  0.00000e+00  0.00000e+00
0451  2.80313e+00  3.95453e+00  1.07021e+01  2.58069e+00  0.00000e+00  0.00000e+00
0452  2.80938e+00  3.95084e+00  1.06881e+01  2.58251e+00  0.00000e+00  0.00000e+00
0453  2.81562e+00  3.94699e+00  1.06735e+01  2.58441e+00  0.00000e+00  0.00000e+00
0454  2.82187e+00  3.94308e+00  1.06587e+01  2.58633e+00  0.00000e+00  0.00000e+00
0455  2.82812e+00  3.93920e+00  1.06441e+01  2.58824e+00  0.00000e+00  0.00000e+00
0456  2.83437e+00  3.93547e+00  1.06299e+01  2.59008e+00  0.00000e+00  0.00000e+00
0457  2.84063e+00  3.93192e+00  1.06165e+01  2.59184e+00  0.00000e+00  0.00000e+00
0458  2.84687e+00  3.92842e+00  1.06033e+01  2.59357e+00  0.00000e+00  0.00000e+00
0459  2.85312e+00  3.92477e+00  1.05895e+01  2.59538e+00  0.00000e+00  0.00000e+00
0460  2.85938e+00  3.92086e+00  1.05747e+01  2.59732e+00  0.00000e+00  0.00000e+00
0461  2.86562e+00  3.91682e+00  1.05595e+01  2.59932e+00  0.00000e+00  0.00000e+00
0462  2.87188e+00  3.91290e+00  1.05447e+01  2.60126e+00  0.00000e+00  0.00000e+00
0463  2.87812e+00  3.90915e+00  1.05306e+01  2.60313e+00  0.00000e+00  0.00000e+00
0464  2.88438e+00  3.90548e+00  1.05167e+01  2.60495e+00  0.00000e+00  0.00000e+00
0465  2.89062e+00  3.90196e+00  1.05035e+01  2.60670e+00  0.00000e+00  0.00000e+00
0466  2.89687e+00  3.89859e+00  1.04908e+01  2.60838e+00  0.00000e+00  0.00000e+00
0467  2.90313e+00  3.89510e+00  1.04776e+01  2.61012e+00  0.00000e+00  0.00000e+00
0468  2.90937e+00  3.89125e+00  1.04631e+01  2.61204e+00  0.00000e+00  0.00000e+00
0469  2.91563e+00  3.88707e+00  1.04474e+01  2.61412e+00  0.00000e+00  0.00000e+00
0470  2.92188e+00  3.88272e+00  1.04310e+01  2.61629e+00  0.00000e+00  0.00000e+00
0471  2.92813e+00  3.87836e+00  1.04146e+01  2.61848e+00  0.00000e+00  0.00000e+00
0472  2.93438e+00  3.87406e+00  1.03985e+01  2.62063e+00  0.00000e+00  0.00000e+00
0473  2.94062e+00  3.86995e+00  1.03831e+01  2.62268e+00  0.00000e+00  0.00000e+00
0474  2.94688e+00  3.86623e+00  1.03691e+01  2.62454e+00  0.00000e+00  0.00000e+00
0475  2.95312e+00  3.86290e+00  1.03565e+01  2.62621e+00  0.00000e+00  0.00000e+00
0476  2.95938e+00  3.85973e+00  1.03447e+01  2.62780e+00  0.00000e+00  0.00000e+00
0477  2.96563e+00  3.85647e+00  1.03324e+01  2.62943e+00  0.00000e+00  0.00000e+00
0478  2.97187e+00  3.85299e+00  1.03194e+01  2.63118e+00  0.00000e+00  0.00000e+00
0479  2.97812e+00  3.84922e+00  1.03052e+01  2.63308e+00  0.00000e+00  0.00000e+00
0480  2.98438e+00  3.84515e+00  1.02900e+01  2.63513e+00  0.00000e+00  0.00000e+00
0481  2.99062e+00  3.84092e+00  1.02742e+01  2.63726e+00  0.00000e+00  0.00000e+00
0482  2.99688e+00  3.83665e+00  1.02581e+01  2.63942e+00  0.00000e+00  0.00000e+00
0483  3.00312e+00  3.83233e+00  1.02420e+01  2.64160e+00  0.00000e+00  0.00000e+00
0484  3.00938e+00  3.82803e+00  1.02259e+01  2.64377e+00  0.00000e+00  0.00000e+00
0485  3.01562e+00  3.82381e+00  1.02101e+01  2.64590e+00  0.00000e+00  0.00000e+00
0486  3.02187e+00  3.81968e+00  1.01947e+01  2.64799e+00  0.00000e+00  0.00000e+00
0487  3.02813e+00  3.81565e+00  1.01796e+01  2.65003e+00  0.00000e+00  0.00000e+00
0488  3.03437e+00  3.81177e+00  1.01651e+01  2.65199e+00  0.00000e+00  0.00000e+00
0489  3.04062e+00  3.80810e+00  1.01514e+01  2.65385e+00  0.00000e+00  0.00000e+00
0490  3.04688e+00  3.80450e+00  1.01380e+01  2.65568e+00  0.00000e+00  0.00000e+00
0491  3.05313e+00  3.80094e+00  1.01247e+01  2.65749e+00  0.00000e+00  0.00000e+00
0492  3.05938e+00  3.79735e+00  1.01113e+01  2.65932e+00  0.00000e+00  0.00000e+00
0493  3.06562e+00  3.79364e+00  1.00975e+01  2.66121e+00  0.00000e+00  0.00000e+00
0494  3.07188e+00  3.78966e+00  1.00827e+01  2.66323e+00  0.00000e+00  0.00000e+00
0495  3.07812e+00  3.78539e+00  1.00668e+01  2.66541e+00  0.00000e+00  0.00000e+00
0496  3.08437e+00  3.78100e+00  1.00505e+01  2.66764e+00  0.00000e+00  0.00000e+00
0497  3.09063e+00  3.77672e+00  1.00345e+01  2.66982e+00  0.00000e+00  0.00000e+00
0498  3.09687e+00  3.77259e+00  1.00192e+01  2.67192e+00  0.00000e+00  0.00000e+00
0499  3.10313e+00  3.76870e+00  1.00047e+01  2.67391e+00  0.00000e+00  0.00000e+00
0500  3.10938e+00  3.76500e+00  9.99094e+00  2.67581e+00  0.00000e+00  0.00000e+00
0501  3.11563e+00  3.76134e+00  9.97732e+00  2.67769e+00  0.00000e+00  0.00000e+00
0502  3.12188e+00  3.75766e+00  9.96363e+00  2.67959e+00  0.00000e+00  0.00000e+00
0503  3.12812e+00  3.75398e+00  9.94999e+00  2.68148e+00  0.00000e+00  0.00000e+00
0504  3.13437e+00  3.75030e+00  9.93631e+00  2.68337e+00  0.00000e+00  0.00000e+00
0505  3.14062e+00  3.74640e+00  9.92186e+00  2.68538e+00  0.00000e+00  0.00000e+00
0506  3.14687e+00  3.74216e+00  9.90611e+00  2.68756e+00  0.00000e+00  0.00000e+00
0507  3.15313e+00  3.73783e+00  9.89005e+00  2.68979e+00  0.00000e+00  0.00000e+00
0508  3.15937e+00  3.73371e+00  9.87480e+00  2.69190e+00  0.00000e+00  0.00000e+00
0509  3.16563e+00  3.72996e+00  9.86092e+00  2.69383e+00  0.00000e+00  0.00000e+00
0510  3.17188e+00  3.72633e+00  9.84749e+00  2.69570e+00  0.00000e+00  0.00000e+00
0511  3.17812e+00  3.72267e+00  9.83393e+00  2.69760e+00  0.00000e+00  0.00000e+00
0512  3.18438e+00  3.71907e+00  9.82062e+00  2.69946e+00  0.00000e+00  0.00000e+00
0513  3.19062e+00  3.71566e+00  9.80803e+00  2.70123e+00  0.00000e+00  0.00000e+00
0514  3.19687e+00  3.71232e+00  9.79565e+00  2.70296e+00  0.00000e+00  0.00000e+00
0515  3.20312e+00  3.70872e+00  9.78235e+00  2.70483e+00  0.00000e+00  0.00000e+00
0516  3.20938e+00  3.70477e+00  9.76777e+00  2.70688e+00  0.00000e+00  0.00000e+00
0517  3.21563e+00  3.70067e+00  9.75263e+00  2.70900e+00  0.00000e+00  0.00000e+00
0518  3.22187e+00  3.69671e+00  9.73800e+00  2.71106e+00  0.00000e+00  0.00000e+00
0519  3.22813e+00  3.69286e+00  9.72381e+00  2.71306e+00  0.00000e+00  0.00000e+00
0520  3.23438e+00  3.68891e+00  9.70926e+00  2.71511e+00  0.00000e+00  0.00000e+00
0521  3.24062e+00  3.68493e+00  9.69459e+00  2.71718e+00  0.00000e+00  0.00000e+00
0522  3.24688e+00  3.68112e+00  9.68055e+00  2.71917e+00  0.00000e+00  0.00000e+00
0523  3.25312e+00  3.67755e+00  9.66740e+00  2.72103e+00  0.00000e+00  0.00000e+00
0524  3.25938e+00  3.67422e+00  9.65515e+00  2.72277e+00  0.00000e+00  0.00000e+00
0525  3.26562e+00  3.67095e+00  9.64311e+00  2.72448e+00  0.00000e+00  0.00000e+00
0526  3.27188e+00  3.66751e+00  9.63046e+00  2.72628e+00  0.00000e+00  0.00000e+00
0527  3.27813e+00  3.66397e+00  9.61741e+00  2.72814e+00  0.00000e+00  0.00000e+00
0528  3.28437e+00  3.66048e+00  9.60459e+00  2.72996e+00  0.00000e+00  0.00000e+00
0529  3.29062e+00  3.65713e+00  9.59229e+00  2.73171e+00  0.00000e+00  0.00000e+00
0530  3.29688e+00  3.65395e+00  9.58060e+00  2.73338e+00  0.00000e+00  0.00000e+00
0531  3.30312e+00  3.65074e+00  9.56884e+00  2.73506e+00  0.00000e+00  0.00000e+00
0532  3.30938e+00  3.64723e+00  9.55594e+00  2.73691e+00  0.00000e+00  0.00000e+00
0533  3.31562e+00  3.64351e+00  9.54230e+00  2.73886e+00  0.00000e+00  0.00000e+00
0534  3.32188e+00  3.64006e+00  9.52965e+00  2.74068e+00  0.00000e+00  0.00000e+00
0535  3.32812e+00  3.63705e+00  9.51858e+00  2.74227e+00  0.00000e+00  0.00000e+00
0536  3.33437e+00  3.63415e+00  9.50795e+00  2.74380e+00  0.00000e+00  0.00000e+00
0537  3.34063e+00  3.63112e+00  9.49688e+00  2.74539e+00  0.00000e+00  0.00000e+00
0538  3.34687e+00  3.62815e+00  9.48600e+00  2.74696e+00  0.00000e+00  0.00000e+00
0539  3.35312e+00  3.62547e+00  9.47617e+00  2.74837e+00  0.00000e+00  0.00000e+00
0540  3.35938e+00  3.62296e+00  9.46699e+00  2.74970e+00  0.00000e+00  0.00000e+00
0541  3.36563e+00  3.62036e+00  9.45746e+00  2.75107e+00  0.00000e+00  0.00000e+00
0542  3.37188e+00  3.61753e+00  9.44712e+00  2.75257e+00  0.00000e+00  0.00000e+00
