# x density velocity pressure
0.281494 0.270518 0.0697618 1.1315e-11
0.281982 0.270721 0.0698792 1.13274e-11
0.282471 0.270823 0.0699978 1.13376e-11
0.282959 0.27088 0.0701169 1.13446e-11
0.283447 0.270902 0.0702347 1.13482e-11
0.283936 0.270909 0.0703544 1.13496e-11
0.284424 0.270918 0.0704723 1.13501e-11
0.284912 0.270965 0.0705915 1.13521e-11
0.2854 0.271084 0.07071 1.13571e-11
0.285889 0.271222 0.0708286 1.13643e-11
0.286377 0.271372 0.0709475 1.13766e-11
0.286865 0.271521 0.0710664 1.13887e-11
0.287354 0.271605 0.0711835 1.1396e-11
0.287842 0.271668 0.0713044 1.13995e-11
0.28833 0.271677 0.0714193 1.14011e-11
0.288818 0.271674 0.0715403 1.14031e-11
0.289307 0.271693 0.0716588 1.14042e-11
0.289795 0.271735 0.0717756 1.1406e-11
0.290283 0.27193 0.0718976 1.14153e-11
0.290771 0.272189 0.072014 1.14305e-11
0.29126 0.272326 0.0721322 1.14422e-11
0.291748 0.272413 0.0722517 1.14496e-11
0.292236 0.272442 0.0723687 1.14533e-11
0.292725 0.272408 0.0724776 1.14535e-11
0.293213 0.272482 0.072614 1.17068e-11
0.293701 0.388694 0.0344735 0.000811591
0.294189 0.771801 -0.0423238 0.00485112
0.294678 1.02336 -0.0758117 0.00800456
0.295166 1.08644 -0.0823976 0.00881385
0.295654 1.09078 -0.0827291 0.00887257
0.296143 1.09088 -0.0824187 0.00887914
0.296631 1.09028 -0.0822726 0.00887742
0.297119 1.08992 -0.0821355 0.00887542
0.297607 1.08989 -0.0818981 0.00888279
0.298096 1.08965 -0.0816898 0.00888282
0.298584 1.08928 -0.0815214 0.00888186
0.299072 1.08925 -0.0812634 0.00888722
0.299561 1.08939 -0.0810545 0.00889045
0.300049 1.08908 -0.0808706 0.0088895
0.300537 1.08889 -0.0806666 0.0088913
0.301025 1.08852 -0.0804791 0.00889078
0.301514 1.08811 -0.0803015 0.00888937
0.302002 1.08785 -0.0800874 0.00889263
0.30249 1.08776 -0.0798549 0.00889528
0.302979 1.08769 -0.079637 0.00889852
0.303467 1.08746 -0.0794286 0.00889988
0.303955 1.08734 -0.0792317 0.00889986
0.304443 1.08698 -0.0790432 0.00889741
0.304932 1.08679 -0.0788317 0.00889673
0.30542 1.08651 -0.078625 0.00889595
0.305908 1.08642 -0.078383 0.00889692
0.306396 1.08621 -0.0781728 0.00889855
0.306885 1.08604 -0.0779389 0.00889946
0.307373 1.08592 -0.0777407 0.00890077
0.307861 1.08563 -0.0775232 0.00890052
0.30835 1.08535 -0.0773601 0.00889909
0.308838 1.08524 -0.0771481 0.00890007
0.309326 1.08525 -0.0769659 0.00890249
0.309814 1.08547 -0.0767459 0.00890799
0.310303 1.0857 -0.0765684 0.00891228
0.310791 1.08588 -0.0763585 0.00891747
0.311279 1.08589 -0.0761885 0.0089187
0.311768 1.08572 -0.075981 0.00891798
0.312256 1.08555 -0.0758083 0.0089166
0.312744 1.08552 -0.0755823 0.008918
0.313232 1.08557 -0.0753973 0.00892027
0.313721 1.08584 -0.0751594 0.00892453
0.314209 1.08608 -0.0749821 0.0089285
0.314697 1.08635 -0.0747664 0.00893341
0.315186 1.08648 -0.0746212 0.00893565
0.315674 1.08667 -0.07442 0.00893905
0.316162 1.08677 -0.0742689 0.00894053
0.31665 1.08691 -0.0740453 0.00894344
0.317139 1.08704 -0.0738747 0.00894521
0.317627 1.08713 -0.0736347 0.00894666
0.318115 1.08719 -0.0734621 0.00894764
0.318604 1.08722 -0.0732309 0.00894843
0.319092 1.08732 -0.0730657 0.00894952
0.31958 1.08747 -0.0728407 0.00895138
0.320068 1.08778 -0.0726776 0.00895483
0.320557 1.08805 -0.0724631 0.00895788
0.321045 1.08832 -0.0723056 0.0089607
0.321533 1.08843 -0.0720898 0.00896173
0.322021 1.08858 -0.0719187 0.00896301
0.32251 1.08869 -0.071692 0.0089636
0.322998 1.08898 -0.0715082 0.00896583
0.323486 1.08918 -0.071271 0.00896788
0.323975 1.08955 -0.0710876 0.00897146
0.324463 1.0898 -0.0708668 0.00897356
0.324951 1.09016 -0.0707 0.00897657
0.325439 1.09032 -0.0704983 0.00897735
0.325928 1.09059 -0.0703364 0.00897915
0.326416 1.09077 -0.0701245 0.00897934
0.326904 1.09112 -0.0699325 0.00898164
0.327393 1.0913 -0.0697017 0.0089825
0.327881 1.09169 -0.0695037 0.00898546
0.328369 1.0919 -0.0692823 0.00898634
0.328857 1.0923 -0.0690968 0.00898885
0.329346 1.09256 -0.0688899 0.00898944
0.329834 1.09299 -0.0687121 0.00899206
0.330322 1.09322 -0.0685129 0.00899237
0.330811 1.09364 -0.0683346 0.0089949
0.331299 1.09383 -0.0681335 0.00899432
0.331787 1.09427 -0.0679407 0.00899654
0.332275 1.09454 -0.0677251 0.00899716
0.332764 1.09509 -0.0675203 0.009001
0.333252 1.09537 -0.067301 0.00900185
0.33374 1.09581 -0.0670965 0.00900417
0.334229 1.09599 -0.0668899 0.00900345
0.334717 1.09637 -0.0666975 0.00900481
0.335205 1.0966 -0.0665047 0.00900355
0.335693 1.09708 -0.0663206 0.0090052
0.336182 1.09741 -0.0661244 0.00900446
0.33667 1.09798 -0.0659191 0.00900708
0.337158 1.09831 -0.0657005 0.0090078
0.337646 1.09874 -0.0654902 0.00901043
0.338135 1.099 -0.0652748 0.00901113
0.338623 1.09955 -0.0650673 0.00901434
0.339111 1.09992 -0.0648737 0.009014
0.3396 1.10061 -0.0646882 0.00901603
0.340088 1.10113 -0.0645034 0.00901474
0.340576 1.10187 -0.0643096 0.00901639
0.341064 1.10242 -0.0641008 0.0090176
0.341553 1.1028 -0.063895 0.00901968
0.342041 1.10302 -0.0636824 0.00902133
0.342529 1.10349 -0.0634777 0.00902502
0.343018 1.10391 -0.0632806 0.00902637
0.343506 1.10467 -0.0630868 0.00903031
0.343994 1.10507 -0.0629269 0.00902777
0.344482 1.10596 -0.0627302 0.0090307
0.344971 1.1065 -0.0625539 0.0090287
0.345459 1.10741 -0.0623411 0.00903207
0.345947 1.10804 -0.0621405 0.00903338
0.346436 1.10894 -0.0619084 0.00903978
0.346924 1.10944 -0.0617172 0.00904176
0.347412 1.11032 -0.0615078 0.00904704
0.3479 1.11071 -0.0613425 0.00904495
0.348389 1.11132 -0.0611331 0.00904662
0.348877 1.11159 -0.060977 0.00904181
0.349365 1.11237 -0.0607528 0.00904381
0.349854 1.11302 -0.0605751 0.00904253
0.350342 1.11438 -0.0603399 0.00905003
0.35083 1.11524 -0.0601575 0.00905203
0.351318 1.11648 -0.0599299 0.00905816
0.351807 1.11724 -0.0597467 0.00905913
0.352295 1.1179 -0.059546 0.00905875
0.352783 1.11829 -0.0593621 0.0090562
0.353271 1.1186 -0.059181 0.00905392
0.35376 1.11945 -0.0589795 0.00905682
0.354248 1.1201 -0.0588039 0.00905755
0.354736 1.12152 -0.0585766 0.00906645
0.355225 1.12247 -0.0583794 0.00906803
0.355713 1.12355 -0.0581545 0.009071
0.356201 1.12418 -0.0579583 0.00906758
0.356689 1.12499 -0.0577591 0.00906768
0.357178 1.12577 -0.0575945 0.00906686
0.357666 1.12692 -0.0574129 0.0090714
0.358154 1.1277 -0.0572278 0.00907193
0.358643 1.129 -0.0569917 0.00907809
0.359131 1.12966 -0.0567896 0.00907652
0.359619 1.13065 -0.0565653 0.00907904
0.360107 1.13125 -0.0563874 0.00907694
0.360596 1.13244 -0.0561792 0.009082
0.361084 1.13323 -0.0560083 0.00908049
0.361572 1.13441 -0.055806 0.009084
0.362061 1.13502 -0.055631 0.00908043
0.362549 1.13613 -0.0554008 0.00908406
0.363037 1.13681 -0.0552071 0.00908319
0.363525 1.13829 -0.0549786 0.0090907
0.364014 1.13939 -0.054809 0.00909096
0.364502 1.14087 -0.0546075 0.00909517
0.36499 1.14174 -0.0544437 0.00909032
0.365479 1.14316 -0.0542188 0.00909343
0.365967 1.14404 -0.0540442 0.00909104
0.366455 1.1453 -0.0538288 0.00909709
0.366943 1.14596 -0.0536606 0.00909538
0.367432 1.1474 -0.0534284 0.00910244
0.36792 1.14815 -0.0532356 0.00910045
0.368408 1.14959 -0.0529878 0.00910657
0.368896 1.15029 -0.0528306 0.00910182
0.369385 1.15155 -0.0526225 0.00910569
0.369873 1.15239 -0.0524835 0.00910058
0.370361 1.15404 -0.0522519 0.00910674
0.37085 1.15491 -0.0520713 0.00910298
0.371338 1.15669 -0.0518121 0.00911096
0.371826 1.15774 -0.0516462 0.00910751
0.372314 1.15958 -0.0514165 0.00911527
0.372803 1.16055 -0.0512649 0.00911047
0.373291 1.16252 -0.0510232 0.00911695
0.373779 1.16352 -0.0508591 0.00911059
0.374268 1.16523 -0.0506275 0.00911569
0.374756 1.1662 -0.0504832 0.00910983
0.375244 1.16788 -0.050261 0.00911673
0.375732 1.16889 -0.0500983 0.00911535
0.376221 1.17096 -0.0498339 0.00912641
0.376709 1.17194 -0.0496574 0.00912328
0.377197 1.17366 -0.0494164 0.00912918
0.377686 1.17461 -0.0492911 0.00912108
0.378174 1.17648 -0.0490781 0.00912635
0.378662 1.1777 -0.0489314 0.00912078
0.37915 1.17986 -0.0486745 0.00912932
0.379639 1.18108 -0.0485033 0.00912624
0.380127 1.18289 -0.0482449 0.0091342
0.380615 1.18382 -0.0480931 0.00912973
0.381104 1.1857 -0.0478502 0.00913753
0.381592 1.18689 -0.0477062 0.0091328
0.38208 1.1891 -0.0474653 0.00914
0.382568 1.19039 -0.0473207 0.00913303
0.383057 1.19242 -0.047081 0.00913893
0.383545 1.19354 -0.0469416 0.00913161
0.384033 1.19555 -0.0466995 0.00914015
0.384521 1.19666 -0.0465411 0.00913777
0.38501 1.19894 -0.0462746 0.0091493
0.385498 1.20007 -0.0461207 0.00914466
0.385986 1.20226 -0.045876 0.00915282
0.386475 1.2035 -0.0457531 0.0091443
0.386963 1.20563 -0.0455279 0.00915076
0.387451 1.20684 -0.0454019 0.00914237
0.387939 1.2093 -0.0451358 0.00915114
0.388428 1.2107 -0.044963 0.00914774
0.388916 1.21341 -0.0446838 0.00916083
0.389404 1.21485 -0.0445356 0.00915649
0.389893 1.21701 -0.0442911 0.009164
0.390381 1.21815 -0.0441744 0.00915352
0.390869 1.22029 -0.0439446 0.00915918
0.391357 1.2215 -0.0438214 0.00915039
0.391846 1.22439 -0.0435589 0.00916113
0.392334 1.22617 -0.0433927 0.00915717
0.392822 1.22926 -0.0431058 0.00917014
0.393311 1.23107 -0.0429579 0.00916445
0.393799 1.23363 -0.0427154 0.00917301
0.394287 1.23499 -0.0426019 0.00916207
0.394775 1.2375 -0.0423765 0.00916853
0.395264 1.23891 -0.0422448 0.00915976
0.395752 1.24208 -0.0419748 0.00917167
0.39624 1.24405 -0.0418109 0.00916708
0.396729 1.24713 -0.0415434 0.00917984
0.397217 1.24893 -0.041399 0.00917398
0.397705 1.25139 -0.0411553 0.00918276
0.398193 1.25269 -0.041037 0.00917234
0.398682 1.25536 -0.0408052 0.00917955
0.39917 1.25684 -0.0406822 0.00916988
0.399658 1.2602 -0.0404131 0.00918232
0.400146 1.26234 -0.0402651 0.00917751
0.400635 1.26578 -0.0399826 0.00919133
0.401123 1.26795 -0.0398374 0.00918461
0.401611 1.27101 -0.0395761 0.00919494
0.4021 1.27272 -0.0394515 0.00918456
0.402588 1.27563 -0.0392246 0.00919208
0.403076 1.27713 -0.0391167 0.00917927
0.403564 1.28049 -0.0388748 0.00919065
0.404053 1.28262 -0.0387172 0.00918463
0.404541 1.28611 -0.0384355 0.00919932
0.405029 1.28804 -0.0382759 0.00919289
0.405518 1.29131 -0.0380073 0.00920577
0.406006 1.29333 -0.0378741 0.00919655
0.406494 1.29676 -0.0376253 0.00920645
0.406982 1.29874 -0.0375089 0.00919154
0.407471 1.30261 -0.0372731 0.00919992
0.407959 1.30505 -0.037135 0.00918795
0.408447 1.30944 -0.0368559 0.00920274
0.408936 1.31195 -0.0367015 0.0091947
0.409424 1.3158 -0.0364268 0.00920863
0.409912 1.31769 -0.036292 0.0091981
0.4104 1.32117 -0.0360307 0.00921049
0.410889 1.32323 -0.0359051 0.00919977
0.411377 1.3272 -0.0356515 0.00921278
0.411865 1.3295 -0.0355245 0.00920172
0.412354 1.3334 -0.035264 0.00921531
0.412842 1.33572 -0.0351312 0.00920504
0.41333 1.33973 -0.0348712 0.00921863
0.413818 1.34182 -0.03475 0.00920533
0.414307 1.34588 -0.0345146 0.00921704
0.414795 1.34811 -0.034394 0.00920322
0.415283 1.35247 -0.0341281 0.00921868
0.415771 1.35511 -0.0339746 0.00921004
0.41626 1.35957 -0.0336921 0.00922732
0.416748 1.36218 -0.0335445 0.0092181
0.417236 1.36649 -0.0332762 0.00923329
0.417725 1.36905 -0.0331491 0.00922071
0.418213 1.37357 -0.0329088 0.00923306
0.418701 1.3761 -0.0327977 0.00921584
0.419189 1.38102 -0.0325673 0.00922889
0.419678 1.38388 -0.0324411 0.00921652
0.420166 1.3885 -0.0321639 0.0092335
0.420654 1.39098 -0.0320202 0.00922386
0.421143 1.39564 -0.0317556 0.00924054
0.421631 1.39832 -0.031632 0.0092263
0.422119 1.40357 -0.0313896 0.00924166
0.422607 1.40659 -0.0312693 0.00922546
0.423096 1.41228 -0.0310059 0.0092431
0.423584 1.41553 -0.0308661 0.00923012
0.424072 1.42103 -0.0305775 0.00924913
0.424561 1.42425 -0.0304339 0.00923518
0.425049 1.43012 -0.03015 0.00925282
0.425537 1.43351 -0.0300144 0.00923562
0.426025 1.43942 -0.0297511 0.00925093
0.426514 1.44261 -0.0296277 0.00922988
0.427002 1.44849 -0.0293865 0.0092441
0.42749 1.45182 -0.0292529 0.00922583
0.427979 1.45775 -0.0289886 0.00924432
0.428467 1.4611 -0.0288307 0.00923029
0.428955 1.46686 -0.0285684 0.00924939
0.429443 1.4705 -0.0284066 0.00923768
0.429932 1.4758 -0.0281821 0.00925052
0.43042 1.47949 -0.0280192 0.00923799
0.430908 1.48452 -0.0278397 0.0092432
0.431396 1.48907 -0.0276393 0.00923519
0.431885 1.49451 -0.0274357 0.00924314
0.432373 1.49951 -0.0272036 0.0092387
0.432861 1.50532 -0.0269862 0.00924869
0.43335 1.51053 -0.0267721 0.00924312
0.433838 1.5164 -0.0265898 0.00925119
0.434326 1.52132 -0.0264082 0.0092426
0.434814 1.52698 -0.0262552 0.00924825
0.435303 1.53274 -0.0260461 0.00924543
0.435791 1.53885 -0.0258741 0.0092519
0.436279 1.54538 -0.0256308 0.00925268
0.436768 1.55164 -0.0254491 0.00925787
0.437256 1.55798 -0.0252109 0.00925434
0.437744 1.5642 -0.0250442 0.00925833
0.438232 1.57028 -0.0248388 0.00925253
0.438721 1.57674 -0.0246838 0.00925952
0.439209 1.58331 -0.024467 0.00925688
0.439697 1.5899 -0.0243017 0.00926243
0.440186 1.59689 -0.024042 0.00926189
0.440674 1.60282 -0.0238907 0.00926142
0.441162 1.60969 -0.0236376 0.00925985
0.44165 1.61576 -0.0235045 0.00925867
0.442139 1.62306 -0.0232635 0.00925764
0.442627 1.62963 -0.023112 0.00925915
0.443115 1.63713 -0.0228638 0.00925726
0.443604 1.64425 -0.0226977 0.00926181
0.444092 1.65229 -0.0224184 0.00926321
0.44458 1.65927 -0.0222774 0.00926486
0.445068 1.66692 -0.022029 0.00926219
0.445557 1.67361 -0.0219055 0.0092618
0.446045 1.68123 -0.0216662 0.00925772
0.446533 1.68838 -0.0215366 0.00926011
0.447021 1.69691 -0.0212809 0.00926148
0.44751 1.70513 -0.0211237 0.00926787
0.447998 1.71486 -0.0208583 0.00927106
0.448486 1.72388 -0.020722 0.0092759
0.448975 1.73404 -0.0204778 0.00927491
0.449463 1.74317 -0.0203663 0.0092755
0.449951 1.75322 -0.0201468 0.00927187
0.450439 1.762 -0.0200208 0.00927122
0.450928 1.77238 -0.0197355 0.00927424
0.451416 1.78125 -0.0195976 0.00927964
0.451904 1.7912 -0.0193202 0.00928244
0.452393 1.79947 -0.0191731 0.00928342
0.452881 1.80958 -0.0189055 0.00928521
0.453369 1.81786 -0.0187963 0.00928275
0.453857 1.82818 -0.0185654 0.00928338
0.454346 1.83665 -0.0184343 0.0092798
0.454834 1.84751 -0.0181565 0.00928283
0.455322 1.85688 -0.0180267 0.00928354
0.455811 1.86934 -0.0177412 0.00929223
0.456299 1.87968 -0.0176085 0.00928936
0.456787 1.89334 -0.0173511 0.00929352
0.457275 1.9047 -0.0172399 0.00928436
0.457764 1.9205 -0.0170023 0.00929123
0.458252 1.93342 -0.0168886 0.00928427
0.45874 1.95078 -0.016615 0.00929749
0.459229 1.96458 -0.0164787 0.00929447
0.459717 1.98238 -0.0161901 0.00930805
0.460205 1.99515 -0.0160673 0.00929567
0.460693 2.01294 -0.0158176 0.00930654
0.461182 2.0245 -0.0157108 0.00928428
0.46167 2.04205 -0.0154465 0.00929791
0.462158 2.05296 -0.0153142 0.00928141
0.462646 2.06972 -0.0150086 0.00930342
0.463135 2.079 -0.0148741 0.00928923
0.463623 2.09517 -0.0145934 0.00931373
0.464111 2.1041 -0.0144776 0.00929259
0.4646 2.12234 -0.0142289 0.00931467
0.465088 2.13327 -0.0141163 0.00928657
0.465576 2.15443 -0.0138423 0.00931217
0.466064 2.16712 -0.0137109 0.00928565
0.466553 2.19053 -0.0134025 0.00931672
0.467041 2.20442 -0.0132735 0.00928672
0.467529 2.23017 -0.0130092 0.00931782
0.468018 2.24583 -0.0129019 0.00928365
0.468506 2.27466 -0.012663 0.00931727
0.468994 2.29307 -0.0125508 0.00928483
0.469482 2.32462 -0.012282 0.00932283
0.469971 2.34396 -0.0121525 0.00928944
0.470459 2.37663 -0.0118615 0.00932835
0.470947 2.39521 -0.0117342 0.0092881
0.471436 2.42712 -0.0114658 0.00932639
0.471924 2.44401 -0.0113413 0.00928629
0.472412 2.4741 -0.0110616 0.00932925
0.4729 2.48839 -0.01094 0.00929109
0.473389 2.51667 -0.0106761 0.00933429
0.473877 2.53109 -0.010569 0.00929037
0.474365 2.56296 -0.0103089 0.00933394
0.474854 2.57976 -0.0102033 0.00927917
0.475342 2.61709 -0.00990498 0.00933241
0.47583 2.63759 -0.00977939 0.00928103
0.476318 2.68043 -0.00945903 0.00934454
0.476807 2.70411 -0.00933884 0.00928757
0.477295 2.75201 -0.00906406 0.00935218
0.477783 2.77798 -0.00896976 0.00928654
0.478271 2.83051 -0.00875101 0.00935046
0.47876 2.85877 -0.00865347 0.00927738
0.479248 2.91537 -0.00836461 0.00934721
0.479736 2.94598 -0.00822827 0.00927969
0.480225 3.00568 -0.00790207 0.00935685
0.480713 3.03586 -0.00777218 0.00928366
0.481201 3.09592 -0.00750225 0.00935983
0.481689 3.12577 -0.0074095 0.00928134
0.482178 3.18785 -0.00716875 0.00935855
0.482666 3.21971 -0.00706393 0.00927574
0.483154 3.28738 -0.00675571 0.0093597
0.483643 3.32246 -0.00662465 0.00927337
0.484131 3.39676 -0.00630334 0.00936759
0.484619 3.43545 -0.00619695 0.00927575
0.485107 3.51726 -0.00594113 0.00937286
0.485596 3.55931 -0.00587334 0.00927012
0.486084 3.651 -0.00561249 0.00937541
0.486572 3.70038 -0.00551639 0.00927008
0.487061 3.80725 -0.0051681 0.00938972
0.487549 3.86508 -0.00505308 0.00927247
0.488037 3.98793 -0.00473659 0.00939391
0.488525 4.05499 -0.00465381 0.00925397
0.489014 4.19858 -0.00440605 0.00937914
0.489502 4.28943 -0.00431388 0.00925469
0.48999 4.46303 -0.00400159 0.00939385
0.490479 4.58021 -0.003875 0.00926991
0.490967 4.78395 -0.00356581 0.00940113
0.491455 4.92396 -0.00345654 0.00925476
0.491943 5.16363 -0.00321818 0.0093823
0.492432 5.3468 -0.00310589 0.00925794
0.49292 5.64062 -0.00283447 0.00939831
0.493408 5.88528 -0.00269458 0.00927895
0.493896 6.28651 -0.00241199 0.00940534
0.494385 6.68427 -0.00227541 0.00926267
0.494873 7.39098 -0.00207346 0.00938629
0.495361 8.27758 -0.0019014 0.0092962
0.49585 9.75999 -0.00163038 0.00942747
0.496338 11.7715 -0.00151886 0.00930391
0.496826 14.9068 -0.00126691 0.00940232
0.497314 18.8279 -0.00109306 0.00931694
0.497803 23.5603 -0.000867127 0.00937052
0.498291 27.0529 -0.00070512 0.00934367
0.498779 29.703 -0.000469094 0.00934129
0.499268 31.5619 -0.000323422 0.00932678
0.499756 32.0173 -6.92904e-05 0.00932679
0.500244 32.0173 6.92904e-05 0.00932679
0.500732 31.5619 0.000323422 0.00932678
0.501221 29.703 0.000469094 0.00934129
0.501709 27.0529 0.00070512 0.00934367
0.502197 23.5603 0.000867127 0.00937052
0.502686 18.8279 0.00109306 0.00931694
0.503174 14.9068 0.00126691 0.00940232
0.503662 11.7715 0.00151886 0.00930391
0.50415 9.75999 0.00163038 0.00942747
0.504639 8.27758 0.0019014 0.0092962
0.505127 7.39098 0.00207346 0.00938629
0.505615 6.68427 0.00227541 0.00926267
0.506104 6.28651 0.00241199 0.00940534
0.506592 5.88528 0.00269458 0.00927895
0.50708 5.64062 0.00283447 0.00939831
0.507568 5.3468 0.00310589 0.00925794
0.508057 5.16363 0.00321818 0.0093823
0.508545 4.92396 0.00345654 0.00925476
0.509033 4.78395 0.00356581 0.00940113
0.509521 4.58021 0.003875 0.00926991
0.51001 4.46303 0.00400159 0.00939385
0.510498 4.28943 0.00431388 0.00925469
0.510986 4.19858 0.00440605 0.00937914
0.511475 4.05499 0.00465381 0.00925397
0.511963 3.98793 0.00473659 0.00939391
0.512451 3.86508 0.00505308 0.00927247
0.512939 3.80725 0.0051681 0.00938972
0.513428 3.70038 0.00551639 0.00927008
0.513916 3.651 0.00561249 0.00937541
0.514404 3.55931 0.00587334 0.00927012
0.514893 3.51726 0.00594113 0.00937286
0.515381 3.43545 0.00619695 0.00927575
0.515869 3.39676 0.00630334 0.00936759
0.516357 3.32246 0.00662465 0.00927337
0.516846 3.28738 0.00675571 0.0093597
0.517334 3.21971 0.00706393 0.00927574
0.517822 3.18785 0.00716875 0.00935855
0.518311 3.12577 0.0074095 0.00928134
0.518799 3.09592 0.00750225 0.00935983
0.519287 3.03586 0.00777218 0.00928366
0.519775 3.00568 0.00790207 0.00935685
0.520264 2.94598 0.00822827 0.00927969
0.520752 2.91537 0.00836461 0.00934721
0.52124 2.85877 0.00865347 0.00927738
0.521729 2.83051 0.00875101 0.00935046
0.522217 2.77798 0.00896976 0.00928654
0.522705 2.75201 0.00906406 0.00935218
0.523193 2.70411 0.00933884 0.00928757
0.523682 2.68043 0.00945903 0.00934454
0.52417 2.63759 0.00977939 0.00928103
0.524658 2.61709 0.00990498 0.00933241
0.525146 2.57976 0.0102033 0.00927917
0.525635 2.56296 0.0103089 0.00933394
0.526123 2.53109 0.010569 0.00929037
0.526611 2.51667 0.0106761 0.00933429
0.5271 2.48839 0.01094 0.00929109
0.527588 2.4741 0.0110616 0.00932925
0.528076 2.44401 0.0113413 0.00928629
0.528564 2.42712 0.0114658 0.00932639
0.529053 2.39521 0.0117342 0.0092881
0.529541 2.37663 0.0118615 0.00932835
0.530029 2.34396 0.0121525 0.00928944
0.530518 2.32462 0.012282 0.00932283
0.531006 2.29307 0.0125508 0.00928483
0.531494 2.27466 0.012663 0.00931727
0.531982 2.24583 0.0129019 0.00928365
0.532471 2.23017 0.0130092 0.00931782
0.532959 2.20442 0.0132735 0.00928672
0.533447 2.19053 0.0134025 0.00931672
0.533936 2.16712 0.0137109 0.00928565
0.534424 2.15443 0.0138423 0.00931217
0.534912 2.13327 0.0141163 0.00928657
0.5354 2.12234 0.0142289 0.00931467
0.535889 2.1041 0.0144776 0.00929259
0.536377 2.09517 0.0145934 0.00931373
0.536865 2.079 0.0148741 0.00928923
0.537354 2.06972 0.0150086 0.00930342
0.537842 2.05296 0.0153142 0.00928141
0.53833 2.04205 0.0154465 0.00929791
0.538818 2.0245 0.0157108 0.00928428
0.539307 2.01294 0.0158176 0.00930654
0.539795 1.99515 0.0160673 0.00929567
0.540283 1.98238 0.0161901 0.00930805
0.540771 1.96458 0.0164787 0.00929447
0.54126 1.95078 0.016615 0.00929749
0.541748 1.93342 0.0168886 0.00928427
0.542236 1.9205 0.0170023 0.00929123
0.542725 1.9047 0.0172399 0.00928436
0.543213 1.89334 0.0173511 0.00929352
0.543701 1.87968 0.0176085 0.00928936
0.544189 1.86934 0.0177412 0.00929223
0.544678 1.85688 0.0180267 0.00928354
0.545166 1.84751 0.0181565 0.00928283
0.545654 1.83665 0.0184343 0.0092798
0.546143 1.82818 0.0185654 0.00928338
0.546631 1.81786 0.0187963 0.00928275
0.547119 1.80958 0.0189055 0.00928521
0.547607 1.79947 0.0191731 0.00928342
0.548096 1.7912 0.0193202 0.00928244
0.548584 1.78125 0.0195976 0.00927964
0.549072 1.77238 0.0197355 0.00927424
0.549561 1.762 0.0200208 0.00927122
0.550049 1.75322 0.0201468 0.00927187
0.550537 1.74317 0.0203663 0.0092755
0.551025 1.73404 0.0204778 0.00927491
0.551514 1.72388 0.020722 0.0092759
0.552002 1.71486 0.0208583 0.00927106
0.55249 1.70513 0.0211237 0.00926787
0.552979 1.69691 0.0212809 0.00926148
0.553467 1.68838 0.0215366 0.00926011
0.553955 1.68123 0.0216662 0.00925772
0.554443 1.67361 0.0219055 0.0092618
0.554932 1.66692 0.022029 0.00926219
0.55542 1.65927 0.0222774 0.00926486
0.555908 1.65229 0.0224184 0.00926321
0.556396 1.64425 0.0226977 0.00926181
0.556885 1.63713 0.0228638 0.00925726
0.557373 1.62963 0.023112 0.00925915
0.557861 1.62306 0.0232635 0.00925764
0.55835 1.61576 0.0235045 0.00925867
0.558838 1.60969 0.0236376 0.00925985
0.559326 1.60282 0.0238907 0.00926142
0.559814 1.59689 0.024042 0.00926189
0.560303 1.5899 0.0243017 0.00926243
0.560791 1.58331 0.024467 0.00925688
0.561279 1.57674 0.0246838 0.00925952
0.561768 1.57028 0.0248388 0.00925253
0.562256 1.5642 0.0250442 0.00925833
0.562744 1.55798 0.0252109 0.00925434
0.563232 1.55164 0.0254491 0.00925787
0.563721 1.54538 0.0256308 0.00925268
0.564209 1.53885 0.0258741 0.0092519
0.564697 1.53274 0.0260461 0.00924543
0.565186 1.52698 0.0262552 0.00924825
0.565674 1.52132 0.0264082 0.0092426
0.566162 1.5164 0.0265898 0.00925119
0.56665 1.51053 0.0267721 0.00924312
0.567139 1.50532 0.0269862 0.00924869
0.567627 1.49951 0.0272036 0.0092387
0.568115 1.49451 0.0274357 0.00924314
0.568604 1.48907 0.0276393 0.00923519
0.569092 1.48452 0.0278397 0.0092432
0.56958 1.47949 0.0280192 0.00923799
0.570068 1.4758 0.0281821 0.00925052
0.570557 1.4705 0.0284066 0.00923768
0.571045 1.46686 0.0285684 0.00924939
0.571533 1.4611 0.0288307 0.00923029
0.572021 1.45775 0.0289886 0.00924432
0.57251 1.45182 0.0292529 0.00922583
0.572998 1.44849 0.0293865 0.0092441
0.573486 1.44261 0.0296277 0.00922988
0.573975 1.43942 0.0297511 0.00925093
0.574463 1.43351 0.0300144 0.00923562
0.574951 1.43012 0.03015 0.00925282
0.575439 1.42425 0.0304339 0.00923518
0.575928 1.42103 0.0305775 0.00924913
0.576416 1.41553 0.0308661 0.00923012
0.576904 1.41228 0.0310059 0.0092431
0.577393 1.40659 0.0312693 0.00922546
0.577881 1.40357 0.0313896 0.00924166
0.578369 1.39832 0.031632 0.0092263
0.578857 1.39564 0.0317556 0.00924054
0.579346 1.39098 0.0320202 0.00922386
0.579834 1.3885 0.0321639 0.0092335
0.580322 1.38388 0.0324411 0.00921652
0.580811 1.38102 0.0325673 0.00922889
0.581299 1.3761 0.0327977 0.00921584
0.581787 1.37357 0.0329088 0.00923306
0.582275 1.36905 0.0331491 0.00922071
