# Initial mass = 0.900, Z =  0.0001, Y =  0.240, M_mix = 0.00E+00
# Final mass = 0.775, Mass expelled =   0.1250
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)      Mass(i)
 ho  67  -0.678249 -1.148249  1.038686 2.59118E-11 7.25529E-12
 er  68   0.162901 -0.757099  1.429836 1.82279E-10 5.10382E-11
 tm  69  -0.773047 -0.893047  1.293887 2.13361E-11 5.97412E-12
 yb  70   0.522852 -0.397148  1.789787 4.31961E-10 1.20949E-10
 lu  71  -0.407730 -0.497730  1.689205 5.12474E-11 1.43493E-11
 hf  72   0.469925 -0.240075  1.946860 3.94444E-10 1.10444E-10
 ta  73  -0.500760 -0.380760  1.806175 4.27799E-11 1.19784E-11
  w  74   0.431679 -0.218321  1.968614 3.72019E-10 1.04165E-10
 re  75  -0.528172 -0.788172  1.398762 4.13305E-11 1.15725E-11
 os  76   0.368614 -0.981386  1.205549 3.32920E-10 9.32176E-11
 ir  77  -0.284149 -1.604149  0.582786 7.48323E-11 2.09530E-11
 pt  78   0.452818 -1.167182  1.019753 4.14451E-10 1.16046E-10
 au  79  -0.340547 -1.140547  1.046388 6.73432E-11 1.88561E-11
 hg  80   0.938914 -0.231086  1.955849 1.30518E-09 3.65450E-10
 tl  81   0.742165 -0.027835  2.159100 8.45387E-10 2.36708E-10
 pb  82   2.197830  0.157830  2.344765 2.44718E-08 6.85212E-09
 bi  83   0.667122  0.017122  2.204057 7.27232E-10 2.03625E-10
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.3934   1.1374   1.9345   0.7971   0.4103
# Initial mass = 1.250, Z =  0.0001, Y =  0.240, M_mix = 0.00E+00
# Final mass = 0.668, Mass expelled =   0.5820
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000 7.22651E-01 4.20583E-01
 he   2  10.983496  0.053495  2.222322 2.76280E-01 1.60795E-01
  c   6   8.883217  0.413217  2.582043 6.58057E-03 3.82989E-03
  n   7   6.604337 -1.265663  0.903163 4.03785E-05 2.35003E-05
  o   8   7.268125 -1.461874  0.706952 2.12660E-04 1.23768E-04
  f   9   4.299990 -0.120010  2.048816 2.71748E-07 1.58157E-07
 ne  10   6.901114 -1.068886  1.099940 1.15213E-04 6.70542E-05
 na  11   4.631159 -1.608840  0.559986 7.04963E-07 4.10289E-07
 mg  12   5.515721 -2.124279  0.044548 5.71328E-06 3.32513E-06
 al  13   4.333556 -2.116444  0.052382 4.16964E-07 2.42673E-07
 si  14   5.387317 -2.162683  0.006143 4.91219E-06 2.85889E-06
  p  15   3.347832 -2.062168  0.106658 4.94649E-08 2.87886E-08
  s  16   4.992538 -2.157462  0.011364 2.25963E-06 1.31511E-06
 cl  17   3.086700 -2.143300  0.025527 3.10329E-08 1.80611E-08
 ar  18   4.271514 -2.168486  0.000340 5.35152E-07 3.11459E-07
  k  19   2.922554 -2.157446  0.011380 2.34518E-08 1.36490E-08
 ca  20   4.120310 -2.169690 -0.000864 3.79040E-07 2.20601E-07
 sc  21   0.946937 -2.103063  0.065763 2.85228E-10 1.66003E-10
 ti  22   2.750449 -2.159551  0.009275 1.93176E-08 1.12429E-08
  v  23   1.787195 -2.172805 -0.003979 2.23738E-09 1.30215E-09
 cr  24   3.452627 -2.187373 -0.018547 1.05698E-07 6.15161E-08
 mn  25   3.319163 -2.160837  0.007989 8.21305E-08 4.77999E-08
