  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -8.7192357E-03  2.7750349E-01  2.8622273E-01  6.4989108E-01  6.7046791E-01 -1.3537420E-02
      d      2  -4.0628685E-05  1.0379923E-07  4.0732484E-05  2.4308954E-07  9.5414587E-05 -2.5938485E+00
    he3      3   6.9716130E-05  3.2880323E-04  2.5908710E-04  7.7003101E-04  6.0690352E-04  1.0338856E-01
    he4      4   8.6424798E-03  1.3680191E-01  1.2815943E-01  3.2037920E-01  3.0020952E-01  2.8239829E-02
    li7      7  -7.1735045E-09  2.1365637E-11  7.1948700E-09  5.0036621E-11  1.6853761E-08 -2.5274088E+00
    be7      7   2.7573246E-19  2.7573246E-19  0.0000000E+00  6.4574351E-19  0.0000000E+00  0.0000000E+00
     b8      8   4.2366178E-28  4.2366178E-28  0.0000000E+00  9.9218220E-28  0.0000000E+00  0.0000000E+00
    c12     12  -3.1758309E-04  1.8231408E-03  2.1407239E-03  4.2696507E-03  5.0145797E-03 -6.9842204E-02
    c13     13   4.5462180E-05  7.1402930E-05  2.5940750E-05  1.6721999E-04  6.0765407E-05  4.3963176E-01
    c14     14   2.2130920E-19  2.2130920E-19  0.0000000E+00  5.1828852E-19  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   3.2817229E-04  9.6105773E-04  6.3288544E-04  2.2507207E-03  1.4825147E-03  1.8132263E-01
    n15     15  -3.9990744E-07  1.1150653E-06  1.5149727E-06  2.6113942E-06  3.5487767E-06 -1.3320626E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -7.0882961E-06  5.2324794E-03  5.2395677E-03  1.2254051E-02  1.2273526E-02 -6.8965770E-04
    o17     17   7.5564708E-07  2.8705940E-06  2.1149469E-06  6.7227029E-06  4.9541977E-06  1.3257058E-01
    o18     18  -8.3859049E-07  1.0978733E-05  1.1817324E-05  2.5711321E-05  2.7681719E-05 -3.2068688E-02
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19  -2.3649704E-10  3.3470178E-07  3.3493828E-07  7.8384494E-07  7.8458260E-07 -4.0851734E-04
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -4.4237822E-09  1.0603868E-03  1.0603912E-03  2.4833414E-03  2.4839337E-03 -1.0358211E-04
   ne21     21   6.7675501E-09  2.6756877E-06  2.6689202E-06  6.2662480E-06  6.2518634E-06  9.9810236E-04
   ne22     22  -3.7643622E-07  8.5389220E-05  8.5765656E-05  1.9997476E-04  2.0090342E-04 -2.0121369E-03
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   5.3589840E-36  5.3589840E-36  0.0000000E+00  1.2550314E-35  0.0000000E+00  0.0000000E+00
   na23     23   3.9362749E-07  2.9097026E-05  2.8703398E-05  6.8142923E-05  6.7236826E-05  5.8135767E-03
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   1.1641532E-10  5.0581980E-04  5.0581968E-04  1.1845897E-03  1.1848669E-03 -1.0161431E-04
   mg25     25  -2.0379957E-08  6.6683402E-05  6.6703782E-05  1.5616723E-04  1.5625154E-04 -2.3440893E-04
   mg26     26   2.0845619E-08  7.6399170E-05  7.6378325E-05  1.7892077E-04  1.7891386E-04  1.6773783E-05
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   4.3291948E-10  4.8705373E-05  4.8704940E-05  1.1406411E-04  1.1408982E-04 -9.7859986E-05
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28  -4.6566129E-10  5.6006305E-04  5.6006352E-04  1.3116231E-03  1.3119316E-03 -1.0213216E-04
   si29     29   1.6370905E-11  2.9454259E-05  2.9454242E-05  6.8979534E-05  6.8995651E-05 -1.0145897E-04
   si30     30   1.2732926E-11  2.0086440E-05  2.0086427E-05  4.7040845E-05  4.7051835E-05 -1.0145897E-04
    p31     31  -4.5474735E-12  5.5920445E-06  5.5920491E-06  1.3096123E-05  1.3099202E-05 -1.0208037E-04
    p32     32   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32   8.1490725E-10  2.6839061E-04  2.6838979E-04  6.2854943E-04  6.2869478E-04 -1.0042328E-04
    s33     33  -2.5011104E-12  2.2158486E-06  2.2158511E-06  5.1893412E-06  5.1905627E-06 -1.0220983E-04
    s34     34   3.1832315E-11  1.2886813E-05  1.2886781E-05  3.0179892E-05  3.0186888E-05 -1.0065631E-04
    s35     35   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s36     36  -2.4158453E-13  6.3612461E-08  6.3612703E-08  1.4897532E-07  1.4901079E-07 -1.0340087E-04
   cl35     35   4.3200998E-12  2.7531039E-06  2.7530996E-06  6.4475503E-06  6.4490509E-06 -1.0107058E-04
   cl36     36   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   cl37     37   1.1368684E-12  9.3021941E-07  9.3021828E-07  2.1784999E-06  2.1790077E-06 -1.0120004E-04
   ar36     36   1.3824319E-10  5.1269551E-05  5.1269413E-05  1.2006921E-04  1.2009701E-04 -1.0055274E-04
   ar37     37   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ar38     38   1.9099389E-11  9.8394858E-06  9.8394667E-06  2.3043292E-05  2.3048646E-05 -1.0088934E-04
   ar39     39   8.0779225E-22  8.0779225E-22  0.0000000E+00  1.8917853E-21  0.0000000E+00  0.0000000E+00
   ar40     40   4.6361137E-11  1.6611738E-08  1.6565377E-08  3.8903369E-08  3.8803879E-08  1.1120858E-03
    k39     39  -3.1832315E-12  2.6692119E-06  2.6692151E-06  6.2510817E-06  6.2525537E-06 -1.0226162E-04
    k40     40  -4.3210158E-10  0.0000000E+00  4.3210158E-10  0.0000000E+00  1.0121847E-09  0.0000000E+00
    k41     41  -3.4106051E-13  2.0249199E-07  2.0249233E-07  4.7422014E-07  4.7433201E-07 -1.0244286E-04
   ca40     40   2.9467628E-10  4.6214587E-05  4.6214293E-05  1.0823089E-04  1.0825555E-04 -9.8973331E-05
   ca41     41   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ca42     42   8.2422957E-13  3.2385972E-07  3.2385890E-07  7.5845372E-07  7.5862943E-07 -1.0060453E-04
   ca43     43  -7.8159701E-14  6.9185042E-08  6.9185120E-08  1.6202587E-07  1.6206401E-07 -1.0223572E-04
   ca44     44  -7.9580786E-13  1.0938930E-06  1.0938938E-06  2.5618106E-06  2.5624124E-06 -1.0202859E-04
   ca45     45   2.4831945E-35  2.4831945E-35  0.0000000E+00  5.8154438E-35  0.0000000E+00  0.0000000E+00
   ca46     46   4.2188475E-15  2.1928719E-09  2.1928677E-09  5.1355316E-09  5.1367248E-09 -1.0088934E-04
   ca47     47   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ca48     48  -8.5265128E-14  1.0697715E-07  1.0697724E-07  2.5053200E-07  2.5059089E-07 -1.0208037E-04
   sc45     45  -4.2632564E-14  3.0862029E-08  3.0862072E-08  7.2276421E-08  7.2293453E-08 -1.0233929E-04
   sc46     46   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   sc47     47   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   sc48     48   8.1250170E-35  1.9464709E-29  1.9464628E-29  4.5584800E-29  4.5595290E-29  0.0000000E+00
   ti46     46  -2.2737368E-13  1.8854631E-07  1.8854654E-07  4.4156045E-07  4.4166444E-07 -1.0226162E-04
   ti47     47   1.4210855E-14  1.7373162E-07  1.7373161E-07  4.0686564E-07  4.0696094E-07 -1.0171789E-04
   ti48     48   2.6147973E-12  1.7580629E-06  1.7580603E-06  4.1172434E-06  4.1182020E-06 -1.0109648E-04
   ti49     49  -2.4158453E-13  1.3170417E-07  1.3170441E-07  3.0844069E-07  3.0851351E-07 -1.0252054E-04
