  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.3821781E-02  7.4038762E-01  7.5420940E-01  6.5812230E-01  6.7046791E-01 -8.0713900E-03
      d      2  -1.0254797E-04  4.7839030E-06  1.0733188E-04  4.2523584E-06  9.5414587E-05 -1.3509849E+00
    he3      3  -5.3644239E-05  6.2906160E-04  6.8270584E-04  5.5916584E-04  6.0690352E-04 -3.5579011E-02
    he4      4   1.3655871E-02  3.5136160E-01  3.3770573E-01  3.1232142E-01  3.0020952E-01  1.7177315E-02
    li7      7  -1.8054781E-08  9.0401664E-10  1.8958797E-08  8.0357032E-10  1.6853761E-08 -1.3216729E+00
    be7      7   6.4119331E-18  6.4119331E-18  0.0000000E+00  5.6994961E-18  0.0000000E+00  0.0000000E+00
     b8      8   9.6615874E-28  9.6615874E-28  0.0000000E+00  8.5880779E-28  0.0000000E+00  0.0000000E+00
    c12     12  -1.8950293E-03  3.7458723E-03  5.6409016E-03  3.3296642E-03  5.0145797E-03 -1.7783408E-01
    c13     13   1.2270997E-04  1.9106499E-04  6.8355017E-05  1.6983555E-04  6.0765407E-05  4.4637221E-01
    c14     14   7.9435332E-16  7.9435332E-16  0.0000000E+00  7.0609185E-16  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   2.0866771E-03  3.7543580E-03  1.6676808E-03  3.3372073E-03  1.4825147E-03  3.5238418E-01
    n15     15  -1.8545184E-06  2.1375008E-06  3.9920192E-06  1.9000007E-06  3.5487767E-06 -2.7132490E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -1.8036924E-05  1.3788453E-02  1.3806490E-02  1.2256403E-02  1.2273526E-02 -6.0633593E-04
    o17     17   1.8778292E-05  2.4351270E-05  5.5729774E-06  2.1645574E-05  4.9541977E-06  6.4039576E-01
    o18     18  -7.7864970E-06  2.3352670E-05  3.1139167E-05  2.0757929E-05  2.7681719E-05 -1.2500905E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19  -2.5011104E-12  8.8257451E-07  8.8257701E-07  7.8451069E-07  7.8458260E-07 -3.9814448E-05
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -4.0978193E-08  2.7941363E-03  2.7941773E-03  2.4836767E-03  2.4839337E-03 -4.4940367E-05
   ne21     21   1.6534614E-09  7.0343749E-06  7.0327214E-06  6.2527779E-06  6.2518634E-06  6.3519525E-05
   ne22     22  -7.1128597E-06  2.1888342E-04  2.2599628E-04  1.9456304E-04  2.0090342E-04 -1.3926989E-02
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.0689450E-34  1.0689450E-34  0.0000000E+00  9.5017332E-35  0.0000000E+00  0.0000000E+00
   na23     23   7.4346972E-06  8.3069404E-05  7.5634707E-05  7.3839474E-05  6.7236826E-05  4.0681381E-02
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -1.0710210E-08  1.3328462E-03  1.3328569E-03  1.1847522E-03  1.1848669E-03 -4.2040847E-05
   mg25     25  -1.3824319E-09  1.7576599E-04  1.7576737E-04  1.5623643E-04  1.5625154E-04 -4.1989071E-05
   mg26     26   3.4633558E-09  2.0126368E-04  2.0126022E-04  1.7890106E-04  1.7891386E-04 -3.1090160E-05
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
