  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.1451530E-01  2.4948120E+00  2.6093273E+00  6.4101028E-01  6.7046791E-01 -1.9513015E-02
      d      2  -3.7132856E-04  5.9703584E-09  3.7133452E-04  1.5340078E-09  9.5414587E-05 -4.7937870E+00
    he3      3  -1.1952707E-03  1.1666765E-03  2.3619472E-03  2.9976273E-04  6.0690352E-04 -3.0634204E-01
    he4      4   1.0364807E-01  1.2720037E+00  1.1683556E+00  3.2682520E-01  3.0020952E-01  3.6891077E-02
    li7      7   1.1040390E-07  1.7599538E-07  6.5591479E-08  4.5219782E-08  1.6853761E-08  4.2863166E-01
    be7      7   9.0526263E-13  9.0526263E-13  0.0000000E+00  2.3259574E-13  0.0000000E+00  0.0000000E+00
     b8      8   4.5825334E-25  4.5825334E-25  0.0000000E+00  1.1774238E-25  0.0000000E+00  0.0000000E+00
    c12     12   3.0375924E-03  2.2553336E-02  1.9515743E-02  5.7947934E-03  5.0145797E-03  6.2803395E-02
    c13     13   4.8274273E-04  7.1922957E-04  2.3648683E-04  1.8479691E-04  6.0765407E-05  4.8303831E-01
    c14     14   1.0351649E-07  1.0351649E-07  0.0000000E+00  2.6597249E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   1.0456281E-02  1.6225932E-02  5.7696509E-03  4.1690473E-03  1.4825147E-03  4.4903782E-01
    n15     15  -1.1907913E-05  1.9032166E-06  1.3811130E-05  4.8900733E-07  3.5487767E-06 -8.6076331E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -2.9208064E-03  4.4845305E-02  4.7766112E-02  1.1522432E-02  1.2273526E-02 -2.7425194E-02
    o17     17   8.0583704E-05  9.9864454E-05  1.9280749E-05  2.5658905E-05  4.9541977E-06  7.1426475E-01
    o18     18  -3.6219790E-05  7.1511939E-05  1.0773173E-04  1.8374085E-05  2.7681719E-05 -1.7798732E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   1.5638607E-06  4.6172995E-06  3.0534388E-06  1.1863565E-06  7.8458260E-07  1.7957655E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
