  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -7.9418898E-02  2.3689959E+00  2.4484148E+00  6.4868456E-01  6.7046791E-01 -1.4344438E-02
      d      2  -3.4842792E-04  7.1068245E-09  3.4843502E-04  1.9460089E-09  9.5414587E-05 -4.6904697E+00
    he3      3  -1.0429503E-03  1.1733401E-03  2.2162904E-03  3.2128699E-04  6.0690352E-04 -2.7622649E-01
    he4      4   7.0119858E-02  1.1664250E+00  1.0963051E+00  3.1939349E-01  3.0020952E-01  2.6901586E-02
    li7      7  -2.2256366E-08  3.9290200E-08  6.1546565E-08  1.0758543E-08  1.6853761E-08 -1.9494337E-01
    be7      7   6.4031896E-14  6.4031896E-14  0.0000000E+00  1.7533379E-14  0.0000000E+00  0.0000000E+00
     b8      8   1.6637266E-21  1.6637266E-21  0.0000000E+00  4.5556589E-22  0.0000000E+00  0.0000000E+00
    c12     12   5.9900433E-04  1.8911246E-02  1.8312242E-02  5.1783258E-03  5.0145797E-03  1.3954853E-02
    c13     13   3.8518978E-04  6.0709292E-04  2.2190313E-04  1.6623574E-04  6.0765407E-05  4.3706799E-01
    c14     14   6.4292385E-07  6.4292385E-07  0.0000000E+00  1.7604705E-07  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   9.6216118E-03  1.5035459E-02  5.4138470E-03  4.1170479E-03  1.4825147E-03  4.4358692E-01
    n15     15  -7.5681883E-06  5.3912345E-06  1.2959423E-05  1.4762417E-06  3.5487767E-06 -3.8092121E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -2.3126118E-03  4.2507853E-02  4.4820465E-02  1.1639610E-02  1.2273526E-02 -2.3030911E-02
    o17     17   8.1572347E-05  9.9664088E-05  1.8091740E-05  2.7290276E-05  4.9541977E-06  7.4103463E-01
    o18     18  -3.2057949E-05  6.9030153E-05  1.0108810E-04  1.8902014E-05  2.7681719E-05 -1.6568500E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   1.7466732E-06  4.6118121E-06  2.8651389E-06  1.2628183E-06  7.8458260E-07  2.0670219E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
