  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -3.1152368E-01  3.1029682E+00  3.4144919E+00  6.0926139E-01  6.7046791E-01 -4.1574351E-02
      d      2  -4.8591575E-04  2.1255584E-09  4.8591787E-04  4.1734899E-10  9.5414587E-05 -5.3591156E+00
    he3      3  -3.0215015E-03  6.9275862E-05  3.0907774E-03  1.3602173E-05  6.0690352E-04 -1.6495113E+00
    he4      4   2.9681420E-01  1.8256912E+00  1.5288770E+00  3.5847071E-01  3.0020952E-01  7.7029221E-02
    li7      7   9.9747375E-08  1.8557853E-07  8.5831154E-08  3.6437960E-08  1.6853761E-08  3.3485723E-01
    be7      7   3.3321935E-11  3.3321935E-11  0.0000000E+00  6.5426930E-12  0.0000000E+00  0.0000000E+00
     b8      8   3.3048267E-23  3.3048267E-23  0.0000000E+00  6.4889588E-24  0.0000000E+00  0.0000000E+00
    c12     12  -1.4261812E-02  1.1275940E-02  2.5537752E-02  2.2140073E-03  5.0145797E-03 -3.5505548E-01
    c13     13   1.8993918E-03  2.2088517E-03  3.0945998E-04  4.3370348E-04  6.0765407E-05  8.5353649E-01
    c14     14   5.1123283E-08  5.1123283E-08  0.0000000E+00  1.0037951E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   3.6328781E-02  4.3878783E-02  7.5500025E-03  8.6155077E-03  1.4825147E-03  7.6428187E-01
    n15     15  -1.7295615E-05  7.7723934E-07  1.8072855E-05  1.5260933E-07  3.5487767E-06 -1.3664976E+00
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -7.6071322E-03  5.4898255E-02  6.2505387E-02  1.0779159E-02  1.2273526E-02 -5.6384467E-02
    o17     17   7.7572760E-05  1.0280300E-04  2.5230242E-05  2.0185156E-05  4.9541977E-06  6.1005878E-01
    o18     18  -1.4086491E-04  1.0977480E-07  1.4097469E-04  2.1554055E-08  2.7681719E-05 -3.1086640E+00
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   8.4109115E-07  4.8367347E-06  3.9956435E-06  9.4968283E-07  7.8458260E-07  8.2939908E-02
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -1.4975667E-05  1.2634953E-02  1.2649929E-02  2.4808471E-03  2.4839337E-03 -5.4000627E-04
   ne21     21  -1.3216028E-05  1.8622839E-05  3.1838867E-05  3.6565559E-06  6.2518634E-06 -2.3293728E-01
   ne22     22   1.3725251E-03  2.3956660E-03  1.0231409E-03  4.7038405E-04  2.0090342E-04  3.6946523E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   5.5689720E-10  5.5689720E-10  0.0000000E+00  1.0934561E-10  0.0000000E+00  0.0000000E+00
   na23     23   1.9578994E-04  5.3820689E-04  3.4241696E-04  1.0567581E-04  6.7236826E-05  1.9636840E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -6.2457286E-05  5.9717149E-03  6.0341721E-03  1.1725338E-03  1.1848669E-03 -4.5441836E-03
   mg25     25   8.7001070E-05  8.8274328E-04  7.9574221E-04  1.7332482E-04  1.5625154E-04  4.5036469E-02
   mg26     26   1.0936800E-04  1.0205227E-03  9.1115467E-04  2.0037752E-04  1.7891386E-04  4.9204990E-02
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   4.4842251E-05  6.2586745E-04  5.8102520E-04  1.2288778E-04  1.1408982E-04  3.2261807E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   1.1245254E-05  6.6925194E-03  6.6812742E-03  1.3140624E-03  1.3119316E-03  7.0476870E-04
   si29     29   3.4721161E-06  3.5484627E-04  3.5137415E-04  6.9673333E-05  6.8995651E-05  4.2448840E-03
   si30     30   6.7947985E-06  2.4641567E-04  2.3962087E-04  4.8383208E-05  4.7051835E-05  1.2118094E-02
    p31     31   8.0899918E-07  6.7519308E-05  6.6710309E-05  1.3257277E-05  1.3099202E-05  5.2095032E-03
