  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -5.5061102E-02  1.1852375E+00  1.2402986E+00  6.4066893E-01  6.7046791E-01 -1.9744329E-02
      d      2  -1.7621349E-04  2.9396699E-07  1.7650746E-04  1.5890107E-07  9.5414587E-05 -2.7784879E+00
    he3      3  -2.2024830E-04  9.0246258E-04  1.1227109E-03  4.8781760E-04  6.0690352E-04 -9.4862185E-02
    he4      4   3.9679646E-02  5.9503728E-01  5.5535764E-01  3.2164177E-01  3.0020952E-01  2.9947989E-02
    li7      7  -2.9222925E-08  1.9548532E-09  3.1177777E-08  1.0566774E-09  1.6853761E-08 -1.2027545E+00
    be7      7   2.0159083E-17  2.0159083E-17  0.0000000E+00  1.0896802E-17  0.0000000E+00  0.0000000E+00
     b8      8   1.0096214E-23  1.0096214E-23  0.0000000E+00  5.4574131E-24  0.0000000E+00  0.0000000E+00
    c12     12   9.4691999E-03  1.8745672E-02  9.2764720E-03  1.0132795E-02  5.0145797E-03  3.0549473E-01
    c13     13   1.3677700E-04  2.4918694E-04  1.1240994E-04  1.3469564E-04  6.0765407E-05  3.4569713E-01
    c14     14   1.4808760E-08  1.4808760E-08  0.0000000E+00  8.0047355E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   3.1039647E-03  5.8464687E-03  2.7425040E-03  3.1602534E-03  1.4825147E-03  3.2872289E-01
    n15     15  -2.4741094E-06  4.0907730E-06  6.5648824E-06  2.2112285E-06  3.5487767E-06 -2.0544505E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -2.5202893E-04  2.2452768E-02  2.2704797E-02  1.2136631E-02  1.2273526E-02 -4.8712064E-03
    o17     17   5.0851042E-05  6.0015813E-05  9.1647707E-06  3.2440981E-05  4.9541977E-06  8.1612062E-01
    o18     18  -1.1997185E-05  3.9211231E-05  5.1208415E-05  2.1195259E-05  2.7681719E-05 -1.1595431E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   4.1330127E-06  5.5844121E-06  1.4513994E-06  3.0186011E-06  7.8458260E-07  5.8516705E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   1.2796372E-06  4.5963088E-03  4.5950292E-03  2.4844913E-03  2.4839337E-03  9.7475619E-05
   ne21     21   5.4375050E-07  1.2109072E-05  1.1565322E-05  6.5454446E-06  6.2518634E-06  1.9929694E-02
   ne22     22   3.1704335E-03  3.5420847E-03  3.7165126E-04  1.9146403E-03  2.0090342E-04  9.7909987E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   2.6847579E-19  2.6847579E-19  0.0000000E+00  1.4512204E-19  0.0000000E+00  0.0000000E+00
   na23     23   7.6630982E-05  2.0101239E-04  1.2438140E-04  1.0865535E-04  6.7236826E-05  2.0844391E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   9.0401154E-06  2.2009255E-03  2.1918854E-03  1.1896894E-03  1.1848669E-03  1.7640101E-03
   mg25     25   1.7948332E-07  2.8922921E-04  2.8904973E-04  1.5634012E-04  1.5625154E-04  2.4610583E-04
   mg26     26  -1.1254451E-07  3.3086023E-04  3.3097278E-04  1.7884337E-04  1.7891386E-04 -1.7113997E-04
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   9.1776601E-06  2.2023242E-04  2.1105476E-04  1.1904455E-04  1.1408982E-04  1.8462662E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   1.0393560E-06  2.4279819E-03  2.4269426E-03  1.3124227E-03  1.3119316E-03  1.6253346E-04
   si29     29   2.2278982E-08  1.2765735E-04  1.2763507E-04  6.9003967E-05  6.8995651E-05  5.2338277E-05
   si30     30   8.0254540E-07  8.7843742E-05  8.7041197E-05  4.7483103E-05  4.7051835E-05  3.9625089E-03
    p31     31   1.7589246E-06  2.5991139E-05  2.4232215E-05  1.4049265E-05  1.3099202E-05  3.0408740E-02
    p32     32   6.1368077E-28  6.1368077E-28  0.0000000E+00  3.3171933E-28  0.0000000E+00  0.0000000E+00
    p33     33   7.6107528E-27  7.6107528E-27  0.0000000E+00  4.1139204E-27  0.0000000E+00  0.0000000E+00
    s32     32  -1.8295832E-06  1.1611930E-03  1.1630226E-03  6.2767189E-04  6.2869478E-04 -7.0715882E-04
    s33     33   2.0734751E-07  9.8093697E-06  9.6020221E-06  5.3023618E-06  5.1905627E-06  9.2549399E-03
    s34     34   1.0520307E-07  5.5947930E-05  5.5842727E-05  3.0242125E-05  3.0186888E-05  7.9397304E-04
