  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -2.3555255E-01  2.8577852E+00  3.0933378E+00  6.1937261E-01  6.7046791E-01 -3.4426000E-02
      d      2  -4.4021202E-04  2.2313353E-09  4.4021427E-04  4.8360110E-10  9.5414587E-05 -5.2951274E+00
    he3      3  -2.6208663E-03  1.7920432E-04  2.8000707E-03  3.8839255E-05  6.0690352E-04 -1.1938488E+00
    he4      4   2.2274888E-01  1.6078255E+00  1.3850766E+00  3.4846675E-01  3.0020952E-01  6.4736873E-02
    li7      7   6.5723256E-08  1.4348146E-07  7.7758202E-08  3.1096981E-08  1.6853761E-08  2.6602140E-01
    be7      7   2.7584964E-11  2.7584964E-11  0.0000000E+00  5.9785358E-12  0.0000000E+00  0.0000000E+00
     b8      8   1.0642331E-23  1.0642331E-23  0.0000000E+00  2.3065303E-24  0.0000000E+00  0.0000000E+00
    c12     12  -5.4504462E-03  1.7685320E-02  2.3135766E-02  3.8329693E-03  5.0145797E-03 -1.1669920E-01
    c13     13   3.6618942E-03  3.9422475E-03  2.8035336E-04  8.5441000E-04  6.0765407E-05  1.1480099E+00
    c14     14   4.6838132E-08  4.6838132E-08  0.0000000E+00  1.0151307E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   2.2067523E-02  2.8907400E-02  6.8398775E-03  6.2651495E-03  1.4825147E-03  6.2593240E-01
    n15     15  -1.5864698E-05  5.0829271E-07  1.6372991E-05  1.1016314E-07  3.5487767E-06 -1.5080423E+00
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -5.8592707E-03  5.0767094E-02  5.6626365E-02  1.1002839E-02  1.2273526E-02 -4.7464609E-02
    o17     17   6.8345835E-05  9.1203015E-05  2.2857183E-05  1.9766583E-05  4.9541977E-06  6.0095829E-01
    o18     18  -1.2712176E-04  5.9337771E-07  1.2771515E-04  1.2860376E-07  2.7681719E-05 -2.3329394E+00
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   1.7034788E-06  5.3233075E-06  3.6198287E-06  1.1537295E-06  7.8458260E-07  1.6746534E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -1.2379140E-05  1.1447745E-02  1.1460125E-02  2.4810892E-03  2.4839337E-03 -4.9763214E-04
   ne21     21   6.2954459E-06  3.5139667E-05  2.8844221E-05  7.6158794E-06  6.2518634E-06  8.5710600E-02
   ne22     22   1.3760435E-03  2.3029516E-03  9.2690811E-04  4.9912260E-04  2.0090342E-04  3.9521992E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   8.3594930E-11  8.3594930E-11  0.0000000E+00  1.8117671E-11  0.0000000E+00  0.0000000E+00
   na23     23   1.6238695E-04  4.7259749E-04  3.1021054E-04  1.0242686E-04  6.7236826E-05  1.8280664E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -5.9252605E-05  5.4073678E-03  5.4666204E-03  1.1719480E-03  1.1848669E-03 -4.7611943E-03
   mg25     25   7.8289711E-05  7.9918746E-04  7.2089775E-04  1.7320925E-04  1.5625154E-04  4.4746768E-02
   mg26     26   8.0578320E-05  9.0603315E-04  8.2545483E-04  1.9636611E-04  1.7891386E-04  4.0422536E-02
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   3.9948849E-05  5.6632503E-04  5.2637619E-04  1.2274059E-04  1.1408982E-04  3.1741332E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   8.4992498E-06  6.0613584E-03  6.0528591E-03  1.3136885E-03  1.3119316E-03  5.8116514E-04
   si29     29   2.7383503E-06  3.2106359E-04  3.1832524E-04  6.9584654E-05  6.8995651E-05  3.6917566E-03
   si30     30   5.3536496E-06  2.2243671E-04  2.1708306E-04  4.8209084E-05  4.7051835E-05  1.0552293E-02
    p31     31   5.8155274E-07  6.1017337E-05  6.0435785E-05  1.3224391E-05  1.3099202E-05  4.1308482E-03
    p32     32   2.9932638E-31  2.9932638E-31  0.0000000E+00  6.4873511E-32  0.0000000E+00  0.0000000E+00
    p33     33  -5.8572302E-31 -5.8572302E-31  0.0000000E+00 -1.2694474E-31  0.0000000E+00  0.0000000E+00
    s32     32  -4.3038744E-06  2.8963052E-03  2.9006090E-03  6.2772114E-04  6.2869478E-04 -6.7309057E-04
    s33     33   4.6428613E-07  2.4411984E-05  2.3947698E-05  5.2908504E-06  5.1905627E-06  8.3110584E-03
    s34     34   1.3356912E-06  1.4060893E-04  1.3927324E-04  3.0474412E-05  3.0186888E-05  4.1170018E-03
    s35     35   8.7455723E-25  8.7455723E-25  0.0000000E+00  1.8954427E-25  0.0000000E+00  0.0000000E+00
    s36     36   9.9066312E-08  7.8655739E-07  6.8749108E-07  1.7047192E-07  1.4901079E-07  5.8435142E-02
   cl35     35  -8.4048224E-08  2.9669936E-05  2.9753985E-05  6.4304154E-06  6.4490509E-06 -1.2567685E-03
   cl36     36   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   cl37     37   8.0493101E-07  1.0858218E-05  1.0053287E-05  2.3533200E-06  2.1790077E-06  3.3422239E-02
   ar36     36  -1.8171268E-06  5.5227446E-04  5.5409159E-04  1.1969538E-04  1.2009701E-04 -1.4548181E-03
   ar37     37  -3.3930843E-25 -3.3930843E-25  0.0000000E+00 -7.3538889E-26  0.0000000E+00  0.0000000E+00
   ar38     38   8.5430656E-07  1.0719384E-04  1.0633953E-04  2.3232302E-05  2.3048646E-05  3.4468255E-03
   ar39     39   7.9896895E-10  7.9896895E-10  0.0000000E+00  1.7316189E-10  0.0000000E+00  0.0000000E+00
   ar40     40   4.7003894E-08  2.2603336E-07  1.7902947E-07  4.8988593E-08  3.8803879E-08  1.0121984E-01
    k39     39   7.4927812E-08  2.8922334E-05  2.8847406E-05  6.2683862E-06  6.2525537E-06  1.0982978E-03
    k40     40  -4.6699244E-09  0.0000000E+00  4.6699244E-09  0.0000000E+00  1.0121863E-09  0.0000000E+00
    k41     41   9.5433506E-08  2.2838590E-06  2.1884255E-06  4.9498465E-07  4.7433201E-07  1.8509299E-02
   ca40     40  -1.1181692E-06  4.9834047E-04  4.9945863E-04  1.0800617E-04  1.0825555E-04 -1.0016210E-03
   ca41     41   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ca42     42   7.4001719E-08  3.5740904E-06  3.5000887E-06  7.7461868E-07  7.5862943E-07  9.0583069E-03
   ca43     43   1.7534717E-08  7.6524941E-07  7.4771469E-07  1.6585381E-07  1.6206401E-07  1.0038865E-02
   ca44     44   3.5652192E-10  1.1822558E-05  1.1822201E-05  2.5623231E-06  2.5624124E-06 -1.5143556E-05
   ca45     45   9.1050129E-21  9.1050129E-21  0.0000000E+00  1.9733448E-21  0.0000000E+00  0.0000000E+00
   ca46     46   1.8102853E-08  4.1802160E-08  2.3699307E-08  9.0598533E-09  5.1367248E-09  2.4643490E-01
   ca47     47  -1.1933140E-38 -1.1933140E-38  0.0000000E+00 -2.5862897E-39  0.0000000E+00  0.0000000E+00
   ca48     48  -2.1043434E-10  1.1559407E-06  1.1561511E-06  2.5052898E-07  2.5059089E-07 -1.0728470E-04
   sc45     45   2.1125231E-08  3.5466553E-07  3.3354030E-07  7.6867259E-08  7.2293453E-08  2.6642431E-02
   sc46     46  -5.0157190E-27 -5.0157190E-27  0.0000000E+00 -1.0870653E-27  0.0000000E+00  0.0000000E+00
   sc47     47  -2.8271320E-38 -2.8271320E-38  0.0000000E+00 -6.1272910E-39  0.0000000E+00  0.0000000E+00
   sc48     48   2.9418580E-31  2.1031039E-28  2.1001621E-28  4.5580927E-29  4.5520128E-29  0.0000000E+00
   ti46     46  -7.7782261E-09  2.0299290E-06  2.0377072E-06  4.3994993E-07  4.4166444E-07 -1.6891821E-03
   ti47     47  -1.0709300E-08  1.8668862E-06  1.8775955E-06  4.0461342E-07  4.0696094E-07 -2.5124457E-03
   ti48     48  -1.2715645E-07  1.8872992E-05  1.9000148E-05  4.0903756E-06  4.1182020E-06 -2.9444702E-03
   ti49     49   8.6019099E-08  1.5094079E-06  1.4233888E-06  3.2713652E-07  3.0851351E-07  2.5454832E-02
   ti50     50   7.9558617E-08  1.4702448E-06  1.3906862E-06  3.1864863E-07  3.0142536E-07  2.4132259E-02
    v51     51  -2.0899961E-08  3.0438869E-06  3.0647868E-06  6.5970676E-07  6.6427958E-07 -2.9999600E-03
   cr52     52  -3.5548874E-07  1.2528314E-04  1.2563863E-04  2.7152828E-05  2.7231643E-05 -1.2587674E-03
   cr53     53  -1.4192665E-08  1.4506119E-05  1.4520311E-05  3.1439356E-06  3.1472164E-06 -4.5295581E-04
   cr54     54   3.6034271E-07  4.0429568E-06  3.6826141E-06  8.7623687E-07  7.9819102E-07  4.0514696E-02
   mn55     55   5.8447040E-07  1.1030539E-04  1.0972092E-04  2.3906676E-05  2.3781547E-05  2.2790676E-03
   fe54     54  -5.3998083E-06  7.1756030E-04  7.2296010E-04  1.5551806E-04  1.5669856E-04 -3.2841656E-03
   fe55     55   8.5792302E-12  8.5792302E-12  0.0000000E+00  1.8593911E-12  0.0000000E+00  0.0000000E+00
   fe56     56  -4.1863881E-05  1.1727225E-02  1.1769089E-02  2.5416613E-03  2.5509002E-03 -1.5757903E-03
   fe57     57   1.6029633E-05  2.9269455E-04  2.7666491E-04  6.3436186E-05  5.9965951E-05  2.4432363E-02
   fe58     58   2.4359771E-05  6.1822400E-05  3.7462629E-05  1.3398873E-05  8.1198668E-06  2.1751936E-01
   fe59     59  -6.8607190E-26 -6.8607190E-26  0.0000000E+00 -1.4869352E-26  0.0000000E+00  0.0000000E+00
   fe60     60   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   5.8319383E-06  3.4725235E-05  2.8893297E-05  7.5260591E-06  6.2625008E-06  7.9819828E-02
   co60     60   1.2133769E-10  1.2133769E-10  0.0000000E+00  2.6297723E-11  0.0000000E+00  0.0000000E+00
   ni58     58  -3.3085526E-06  4.1009247E-04  4.1340102E-04  8.8880035E-05  8.9602931E-05 -3.5180058E-03
   ni59     59   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni60     60   3.1118398E-06  1.6783900E-04  1.6472716E-04  3.6376030E-05  3.5703917E-05  8.0994135E-03
   ni61     61   1.4636830E-06  8.7435947E-06  7.2799116E-06  1.8950141E-06  1.5778902E-06  7.9535678E-02
   ni62     62   2.2693621E-06  2.5861447E-05  2.3592085E-05  5.6049953E-06  5.1134848E-06  3.9858293E-02
   ni63     63   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni64     64   8.2590032E-07  7.0277929E-06  6.2018926E-06  1.5231454E-06  1.3442341E-06  5.4266471E-02
   cu63     63   9.2484197E-07  6.0437937E-06  5.1189518E-06  1.3098817E-06  1.1095112E-06  7.2100341E-02
   cu64     64   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   cu65     65   1.3077261E-07  2.4848466E-06  2.3540740E-06  5.3854501E-07  5.1023562E-07  2.3451237E-02
   zn64     64  -5.5013516E-08  8.7152175E-06  8.7702310E-06  1.8888638E-06  1.9009107E-06 -2.7610578E-03
   zn65     65   3.4925116E-19  3.4925116E-19  0.0000000E+00  7.5693799E-20  0.0000000E+00  0.0000000E+00
   zn66     66   1.0394206E-07  5.2929654E-06  5.1890233E-06  1.1471534E-06  1.1246990E-06  8.5851904E-03
   zn67     67   2.6047360E-08  8.0012421E-07  7.7407685E-07  1.7341227E-07  1.6777788E-07  1.4345127E-02
   zn68     68   1.1252632E-07  3.7053783E-06  3.5928520E-06  8.0307291E-07  7.7873545E-07  1.3365016E-02
   zn69     69   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   zn70     70  -3.3257663E-10  1.2196692E-07  1.2229950E-07  2.6434098E-08  2.6507900E-08 -1.2108199E-03
   ga69     69   1.5949666E-08  3.4534858E-07  3.2939892E-07  7.4847982E-08  7.1395824E-08  2.0507278E-02
   ga70     70   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ga71     71   1.0688183E-08  2.3563211E-07  2.2494393E-07  5.1068948E-08  4.8755648E-08  2.0131994E-02
   ge70     70   2.1498664E-08  3.8786067E-07  3.6636200E-07  8.4061696E-08  7.9407421E-08  2.4737053E-02
   ge71     71  -3.8556661E-31 -3.8556661E-31  0.0000000E+00 -8.3564506E-32  0.0000000E+00  0.0000000E+00
   ge72     72   1.4005650E-08  5.1200163E-07  4.9799598E-07  1.1096698E-07  1.0793853E-07  1.2017237E-02
   ge73     73   4.0289905E-09  1.4574897E-07  1.4171998E-07  3.1588421E-08  3.0717207E-08  1.2146187E-02
   ge74     74   1.3458759E-08  6.8770942E-07  6.7425066E-07  1.4904843E-07  1.4614099E-07  8.5553434E-03
   as75     75   7.8846085E-10  9.9641376E-08  9.8852915E-08  2.1595444E-08  2.1425953E-08  3.4220167E-03
   se76     76   5.0856883E-09  1.0800058E-07  1.0291489E-07  2.3407148E-08  2.2306367E-08  2.0919686E-02
   se77     77   1.4533299E-09  8.6361659E-08  8.4908329E-08  1.8717309E-08  1.8403522E-08  7.3424685E-03
   se78     78   1.0100337E-08  2.7805115E-07  2.6795081E-07  6.0262494E-08  5.8077209E-08  1.6041357E-02
   se79     79   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   se80     80   6.6655730E-09  5.8023505E-07  5.7356948E-07  1.2575532E-07  1.2431876E-07  4.9896874E-03
   br79     79   1.7553248E-09  9.3479336E-08  9.1724011E-08  2.0259934E-08  1.9880794E-08  8.2042832E-03
   br80     80   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   br81     81   7.1575812E-10  9.2200210E-08  9.1484452E-08  1.9982707E-08  1.9828869E-08  3.3563664E-03
