  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.1572659E-02  8.9818525E-01  9.0975791E-01  6.6189039E-01  6.7046791E-01 -5.5919331E-03
      d      2  -1.1775995E-04  1.1708104E-05  1.2946806E-04  8.6279324E-06  9.5414587E-05 -1.0437081E+00
    he3      3  -1.3484206E-04  6.8866537E-04  8.2350743E-04  5.0749106E-04  6.0690352E-04 -7.7691264E-02
    he4      4   1.1511385E-02  4.1886568E-01  4.0735430E-01  3.0867037E-01  3.0020952E-01  1.2070462E-02
    li7      7  -2.0725999E-08  2.1428703E-09  2.2868869E-08  1.5791233E-09  1.6853761E-08 -1.0282807E+00
    be7      7   6.9260350E-18  6.9260350E-18  0.0000000E+00  5.1039314E-18  0.0000000E+00  0.0000000E+00
     b8      8   1.0215042E-27  1.0215042E-27  0.0000000E+00  7.5276652E-28  0.0000000E+00  0.0000000E+00
    c12     12  -1.8570973E-03  4.9471855E-03  6.8042828E-03  3.6456783E-03  5.0145797E-03 -1.3845620E-01
    c13     13   1.3169758E-04  2.1415016E-04  8.2452578E-05  1.5781146E-04  6.0765407E-05  4.1448215E-01
    c14     14   6.6126209E-14  6.6126209E-14  0.0000000E+00  4.8729704E-14  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   2.0370393E-03  4.0486632E-03  2.0116239E-03  2.9835396E-03  1.4825147E-03  3.0373281E-01
    n15     15  -1.8914682E-06  2.9238665E-06  4.8153347E-06  2.1546548E-06  3.5487767E-06 -2.1670097E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -1.5426427E-05  1.6638521E-02  1.6653948E-02  1.2261254E-02  1.2273526E-02 -4.3445438E-04
    o17     17   2.1803968E-05  2.8526318E-05  6.7223505E-06  2.1021606E-05  4.9541977E-06  6.2769258E-01
    o18     18  -7.5406751E-06  3.0020648E-05  3.7561324E-05  2.2122807E-05  2.7681719E-05 -9.7352818E-02
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19  -2.1492497E-09  1.0624509E-06  1.0646002E-06  7.8294096E-07  7.8458260E-07 -9.0965308E-04
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   1.2372620E-06  3.3716867E-03  3.3704494E-03  2.4846622E-03  2.4839337E-03  1.2734030E-04
   ne21     21   5.1913958E-09  8.4883441E-06  8.4831527E-06  6.2552276E-06  6.2518634E-06  2.3363568E-04
   ne22     22  -8.6744549E-06  2.6393140E-04  2.7260586E-04  1.9449624E-04  2.0090342E-04 -1.4076112E-02
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.9728279E-27  1.9728279E-27  0.0000000E+00  1.4538157E-27  0.0000000E+00  0.0000000E+00
   na23     23   9.2085247E-06  1.0044217E-04  9.1233647E-05  7.4017815E-05  6.7236826E-05  4.1729037E-02
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   5.9138983E-07  1.6083372E-03  1.6077458E-03  1.1852153E-03  1.1848669E-03  1.2770259E-04
   mg25     25   7.4083800E-08  2.1209181E-04  2.1201772E-04  1.5629463E-04  1.5625154E-04  1.1973199E-04
   mg26     26   9.2710252E-08  2.4286093E-04  2.4276822E-04  1.7896900E-04  1.7891386E-04  1.3380984E-04
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   5.7494617E-08  1.5486596E-04  1.5480847E-04  1.1412377E-04  1.1408982E-04  1.2925529E-04
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   6.5530185E-07  1.7808153E-03  1.7801600E-03  1.3123178E-03  1.3119316E-03  1.2780611E-04
   si29     29   3.4480763E-08  9.3654678E-05  9.3620198E-05  6.9015972E-05  6.8995651E-05  1.2790963E-04
   si30     30   2.3450411E-08  6.3868079E-05  6.3844629E-05  4.7065645E-05  4.7051835E-05  1.2744381E-04
    p31     31   6.5283530E-09  1.7780834E-05  1.7774306E-05  1.3103047E-05  1.3099202E-05  1.2744381E-04
    p32     32   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32   3.1327363E-07  8.5338921E-04  8.5307594E-04  6.2887929E-04  6.2869478E-04  1.2744381E-04
    s33     33   2.5856934E-09  7.0456599E-06  7.0430742E-06  5.1920856E-06  5.1905627E-06  1.2739206E-04
