  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.6203046E-02  1.2012997E+00  1.2175027E+00  6.6150862E-01  6.7046791E-01 -5.8424990E-03
      d      2  -1.1696688E-04  5.6296478E-05  1.7326335E-04  3.1000265E-05  9.5414587E-05 -4.8824936E-01
    he3      3  -3.1259161E-04  7.8948453E-04  1.1020761E-03  4.3473818E-04  6.0690352E-04 -1.4489190E-01
    he4      4   1.6040444E-02  5.6119096E-01  5.4515052E-01  3.0902585E-01  3.0020952E-01  1.2570329E-02
    li7      7  -1.9531496E-08  1.1073249E-08  3.0604745E-08  6.0976042E-09  1.6853761E-08 -4.4153762E-01
    be7      7   8.9746507E-18  8.9746507E-18  0.0000000E+00  4.9419885E-18  0.0000000E+00  0.0000000E+00
     b8      8   1.2667892E-27  1.2667892E-27  0.0000000E+00  6.9757115E-28  0.0000000E+00  0.0000000E+00
    c12     12  -2.7488787E-03  6.3570971E-03  9.1059757E-03  3.5006041E-03  5.0145797E-03 -1.5609154E-01
    c13     13   1.5535607E-04  2.6569999E-04  1.1034391E-04  1.4631057E-04  6.0765407E-05  3.8161927E-01
    c14     14   2.0249167E-09  2.0249167E-09  0.0000000E+00  1.1150423E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   3.4893521E-03  6.1814506E-03  2.6920985E-03  3.4038825E-03  1.4825147E-03  3.6097559E-01
    n15     15  -2.7099682E-06  3.7342556E-06  6.4442238E-06  2.0563082E-06  3.5487767E-06 -2.3699047E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -3.8364157E-04  2.1903856E-02  2.2287497E-02  1.2061595E-02  1.2273526E-02 -7.5645871E-03
    o17     17   5.7094730E-05  6.6091059E-05  8.9963278E-06  3.6393754E-05  4.9541977E-06  8.6605358E-01
    o18     18  -1.2445242E-05  3.7821992E-05  5.0267234E-05  2.0827089E-05  2.7681719E-05 -1.2356451E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19  -1.1923930E-08  1.4127996E-06  1.4247236E-06  7.7797336E-07  7.8458260E-07 -3.6739605E-03
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -3.2223761E-07  4.5102532E-03  4.5105754E-03  2.4836196E-03  2.4839337E-03 -5.4907610E-05
   ne21     21   1.3368026E-07  1.1486440E-05  1.1352759E-05  6.3251318E-06  6.2518634E-06  5.0601061E-03
   ne22     22   1.1968572E-05  3.7678910E-04  3.6482053E-04  2.0748298E-04  2.0090342E-04  1.3995158E-02
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
