# x density Mach
3.792766373411534664e-01 6.560025598121048684e-01 1.676822725074528453e+00
3.802541544477028301e-01 6.556490064545602570e-01 1.677726937997328527e+00
3.812316715542521939e-01 6.552962334338647832e-01 1.678630127684102913e+00
3.822091886608015576e-01 6.549442373828201491e-01 1.679532297887890602e+00
3.831867057673509214e-01 6.545930149564817002e-01 1.680433452338518485e+00
3.841642228739002851e-01 6.542425628319588071e-01 1.681333594742800974e+00
3.851417399804496489e-01 6.538928777082168020e-01 1.682232728784740505e+00
3.861192570869990126e-01 6.535439563058822454e-01 1.683130858125723606e+00
3.870967741935483764e-01 6.531957953670501915e-01 1.684027986404715405e+00
3.880742913000977401e-01 6.528483916550922306e-01 1.684924117238453034e+00
3.890518084066471038e-01 6.525017419544687503e-01 1.685819254221634811e+00
3.900293255131964676e-01 6.521558430705416409e-01 1.686713400927110307e+00
3.910068426197458313e-01 6.518106918293903318e-01 1.687606560906064423e+00
3.919843597262951951e-01 6.514662850776296033e-01 1.688498737688202356e+00
3.929618768328445588e-01 6.511226196822276213e-01 1.689389934781933222e+00
3.939393939393939226e-01 6.507796925303293012e-01 1.690280155674548812e+00
3.949169110459432863e-01 6.504375005290792267e-01 1.691169403832401219e+00
3.958944281524926501e-01 6.500960406054466789e-01 1.692057682701081145e+00
3.968719452590420138e-01 6.497553097060541072e-01 1.692944995705589983e+00
3.978494623655913776e-01 6.494153047970055992e-01 1.693831346250514347e+00
3.988269794721407413e-01 6.490760228637183493e-01 1.694716737720195932e+00
3.998044965786901050e-01 6.487374609107560142e-01 1.695601173478900270e+00
4.007820136852394688e-01 6.483996159616635113e-01 1.696484656870983265e+00
4.017595307917888325e-01 6.480624850588035946e-01 1.697367191221057503e+00
4.027370478983381963e-01 6.477260652631956495e-01 1.698248779834154787e+00
4.037145650048875600e-01 6.473903536543552661e-01 1.699129425995888676e+00
4.046920821114369238e-01 6.470553473301372538e-01 1.700009132972613690e+00
4.056695992179862875e-01 6.467210434065784330e-01 1.700887904011584295e+00
4.066471163245356513e-01 6.463874390177435370e-01 1.701765742341111221e+00
4.076246334310850705e-01 6.460545313155720004e-01 1.702642651170716226e+00
4.086021505376344343e-01 6.457223174697268586e-01 1.703518633691286199e+00
4.095796676441837980e-01 6.453907946674449780e-01 1.704393693075223926e+00
4.105571847507331618e-01 6.450599601133887306e-01 1.705267832476599521e+00
4.115347018572825255e-01 6.447298110294998885e-01 1.706141055031297649e+00
4.125122189638318893e-01 6.444003446548545178e-01 1.707013363857165622e+00
4.134897360703812530e-01 6.440715582455194266e-01 1.707884762054158623e+00
4.144672531769306167e-01 6.437434490744105009e-01 1.708755252704483585e+00
4.154447702834799805e-01 6.434160144311521501e-01 1.709624838872741526e+00
4.164222873900293442e-01 6.430892516219387511e-01 1.710493523606069211e+00
4.173998044965787080e-01 6.427631579693965369e-01 1.711361309934278596e+00
4.183773216031280717e-01 6.424377308124483710e-01 1.712228200869994277e+00
4.193548387096774355e-01 6.421129675061785225e-01 1.713094199408791152e+00
4.203323558162267992e-01 6.417888654217002165e-01 1.713959308529329428e+00
4.213098729227761630e-01 6.414654219460227402e-01 1.714823531193488959e+00
4.222873900293255267e-01 6.411426344819225465e-01 1.715686870346500692e+00
4.232649071358748905e-01 6.408205004478126909e-01 1.716549328917079675e+00
4.242424242424242542e-01 6.404990172776163782e-01 1.717410909817553399e+00
4.252199413489736179e-01 6.401781824206397298e-01 1.718271615943991693e+00
4.261974584555229817e-01 6.398579933414469956e-01 1.719131450176332843e+00
4.271749755620723454e-01 6.395384475197368745e-01 1.719990415378510829e+00
4.281524926686217092e-01 6.392195424502197243e-01 1.720848514398579221e+00
4.291300097751710729e-01 6.389012756424965467e-01 1.721705750068835084e+00
4.301075268817204367e-01 6.385836446209388617e-01 1.722562125205941541e+00
4.310850439882698004e-01 6.382666469245698027e-01 1.723417642611047906e+00
4.320625610948191642e-01 6.379502801069465434e-01 1.724272305069910916e+00
4.330400782013685279e-01 6.376345417360442802e-01 1.725126115353011969e+00
4.340175953079178917e-01 6.373194293941403243e-01 1.725979076215675923e+00
4.349951124144672554e-01 6.370049406777006373e-01 1.726831190398186777e+00
4.359726295210166191e-01 6.366910731972666992e-01 1.727682460625902028e+00
4.369501466275659829e-01 6.363778245773435982e-01 1.728532889609369461e+00
4.379276637341153466e-01 6.360651924562896742e-01 1.729382480044436621e+00
4.389051808406647104e-01 6.357531744862068290e-01 1.730231234612365165e+00
4.398826979472140741e-01 6.354417683328322797e-01 1.731079155979940332e+00
4.408602150537634379e-01 6.351309716754307555e-01 1.731926246799581515e+00
4.418377321603128016e-01 6.348207822066888051e-01 1.732772509709449738e+00
4.428152492668621654e-01 6.345111976326087699e-01 1.733617947333556897e+00
4.437927663734115291e-01 6.342022156724059778e-01 1.734462562281869458e+00
4.447702834799608929e-01 6.338938340584040487e-01 1.735306357150417034e+00
4.457478005865102566e-01 6.335860505359334205e-01 1.736149334521395415e+00
4.467253176930596203e-01 6.332788628632307626e-01 1.736991496963269377e+00
4.477028347996089841e-01 6.329722688113378348e-01 1.737832847030875927e+00
4.486803519061583478e-01 6.326662661640030105e-01 1.738673387265526227e+00
4.496578690127077116e-01 6.323608527175830218e-01 1.739513120195105067e+00
4.506353861192570753e-01 6.320560262809455931e-01 1.740352048334170565e+00
4.516129032258064391e-01 6.317517846753734068e-01 1.741190174184053419e+00
4.525904203323558028e-01 6.314481257344684018e-01 1.742027500232954162e+00
4.535679374389051666e-01 6.311450473040576270e-01 1.742864028956039757e+00
4.545454545454545303e-01 6.308425472420996494e-01 1.743699762815539733e+00
4.555229716520038941e-01 6.305406234185924053e-01 1.744534704260840341e+00
4.565004887585532578e-01 6.302392737154809410e-01 1.745368855728579804e+00
4.574780058651026216e-01 6.299384960265663747e-01 1.746202219642740694e+00
4.584555229716519853e-01 6.296382882574175222e-01 1.747034798414741186e+00
4.594330400782013490e-01 6.293386483252794150e-01 1.747866594443529209e+00
4.604105571847507128e-01 6.290395741589874801e-01 1.748697610115669931e+00
4.613880742913000765e-01 6.287410636988786106e-01 1.749527847805436798e+00
4.623655913978494403e-01 6.284431148967050129e-01 1.750357309874901235e+00
4.633431085043988040e-01 6.281457257155489415e-01 1.751185998674019251e+00
4.643206256109481678e-01 6.278488941297371007e-01 1.752013916540719141e+00
4.652981427174975315e-01 6.275526181247572666e-01 1.752841065800988085e+00
4.662756598240468953e-01 6.272568956971745768e-01 1.753667448768957415e+00
4.672531769305962590e-01 6.269617248545485966e-01 1.754493067746988100e+00
4.682306940371456228e-01 6.266671036153529384e-01 1.755317925025753345e+00
4.692082111436950420e-01 6.263730300088925507e-01 1.756142022884324083e+00
4.701857282502444058e-01 6.260795020752251139e-01 1.756965363590249130e+00
4.711632453567937695e-01 6.257865178650805493e-01 1.757787949399638450e+00
4.721407624633431332e-01 6.254940754397824154e-01 1.758609782557243983e+00
4.731182795698924970e-01 6.252021728711704140e-01 1.759430865296539581e+00
4.740957966764418607e-01 6.249108082415232301e-01 1.760251199839799385e+00
4.750733137829912245e-01 6.246199796434810381e-01 1.761070788398179543e+00
4.760508308895405882e-01 6.243296851799705616e-01 1.761889633171794145e+00
4.770283479960899520e-01 6.240399229641296897e-01 1.762707736349792720e+00
4.780058651026393157e-01 6.237506911192332026e-01 1.763525100110437061e+00
4.789833822091886795e-01 6.234619877786186093e-01 1.764341726621178719e+00
4.799608993157380432e-01 6.231738110856135382e-01 1.765157618038731613e+00
4.809384164222874070e-01 6.228861591934631292e-01 1.765972776509149300e+00
4.819159335288367707e-01 6.225990302652585351e-01 1.766787204167897141e+00
4.828934506353861345e-01 6.223124224738654231e-01 1.767600903139926682e+00
4.838709677419354982e-01 6.220263340018538090e-01 1.768413875539748048e+00
4.848484848484848619e-01 6.217407630414285569e-01 1.769226123471501433e+00
4.858260019550342257e-01 6.214557077943598795e-01 1.770037649029029270e+00
4.868035190615835894e-01 6.211711664719145043e-01 1.770848454295946839e+00
4.877810361681329532e-01 6.208871372947887268e-01 1.771658541345711768e+00
4.887585532746823169e-01 6.206036184930404653e-01 1.772467912241693977e+00
4.897360703812316807e-01 6.203206083060223142e-01 1.773276569037245176e+00
4.907135874877810444e-01 6.200381049823162627e-01 1.774084513775766148e+00
4.916911045943304082e-01 6.197561067796679701e-01 1.774891748490774690e+00
4.926686217008797719e-01 6.194746119649210403e-01 1.775698275205973564e+00
4.936461388074291357e-01 6.191936188139542940e-01 1.776504095935315330e+00
4.946236559139784994e-01 6.189131256116162660e-01 1.777309212683070738e+00
4.956011730205278631e-01 6.186331306516634765e-01 1.778113627443891342e+00
4.965786901270772269e-01 6.183536322366971483e-01 1.778917342202876339e+00
4.975562072336265906e-01 6.180746286781011456e-01 1.779720358935635849e+00
4.985337243401759544e-01 6.177961182959809117e-01 1.780522679608354863e+00
4.995112414467253181e-01 6.175180994191017403e-01 1.781324306177856531e+00
5.004887585532746819e-01 6.172405703848292680e-01 1.782125240591664550e+00
5.014662756598240456e-01 6.169635295390689667e-01 1.782925484788064896e+00
5.024437927663734094e-01 6.166869752362069690e-01 1.783725040696168218e+00
5.034213098729227731e-01 6.164109058390512264e-01 1.784523910235970012e+00
5.043988269794721369e-01 6.161353197187736663e-01 1.785322095318411018e+00
5.053763440860215006e-01 6.158602152548511288e-01 1.786119597845438722e+00
5.063538611925708643e-01 6.155855908350098549e-01 1.786916419710063986e+00
5.073313782991202281e-01 6.153114448551666449e-01 1.787712562796423210e+00
5.083088954056695918e-01 6.150377757193747907e-01 1.788508028979833853e+00
5.092864125122189556e-01 6.147645818397661222e-01 1.789302820126854821e+00
5.102639296187683193e-01 6.144918616364970498e-01 1.790096938095342205e+00
5.112414467253176831e-01 6.142196135376936095e-01 1.790890384734506569e+00
5.122189638318670468e-01 6.139478359793962836e-01 1.791683161884970676e+00
5.131964809384164106e-01 6.136765274055069330e-01 1.792475271378823454e+00
5.141739980449657743e-01 6.134056862677349509e-01 1.793266715039677495e+00
5.151515151515151381e-01 6.131353110255444161e-01 1.794057494682722576e+00
5.161290322580645018e-01 6.128654001461010248e-01 1.794847612114782498e+00
5.171065493646138655e-01 6.125959521042212419e-01 1.795637069134365715e+00
5.180840664711632293e-01 6.123269653823194547e-01 1.796425867531722176e+00
5.190615835777125930e-01 6.120584384703573466e-01 1.797214009088895725e+00
5.200391006842619568e-01 6.117903698657930489e-01 1.798001495579775844e+00
5.210166177908113205e-01 6.115227580735306256e-01 1.798788328770151823e+00
5.219941348973606843e-01 6.112556016058706687e-01 1.799574510417763173e+00
5.229716520039100480e-01 6.109888989824603378e-01 1.800360042272352024e+00
5.239491691104594118e-01 6.107226487302443996e-01 1.801144926075713748e+00
5.249266862170087755e-01 6.104568493834165999e-01 1.801929163561748259e+00
5.259042033235581393e-01 6.101914994833717021e-01 1.802712756456509968e+00
5.268817204301075030e-01 6.099265975786573035e-01 1.803495706478257077e+00
5.278592375366568668e-01 6.096621422249265398e-01 1.804278015337501540e+00
5.288367546432062305e-01 6.093981319848911227e-01 1.805059684737058801e+00
5.298142717497555942e-01 6.091345654282744881e-01 1.805840716372095089e+00
5.307917888563049580e-01 6.088714411317659447e-01 1.806621111930176715e+00
5.317693059628543217e-01 6.086087576789744880e-01 1.807400873091316695e+00
5.327468230694036855e-01 6.083465136603831702e-01 1.808180001528024494e+00
5.337243401759530492e-01 6.080847076733048029e-01 1.808958498905349987e+00
5.347018572825024130e-01 6.078233383218359931e-01 1.809736366880933645e+00
5.356793743890517767e-01 6.075624042168138450e-01 1.810513607105050049e+00
5.366568914956011405e-01 6.073019039757716619e-01 1.811290221220654306e+00
5.376344086021505042e-01 6.070418362228948705e-01 1.812066210863430227e+00
5.386119257086998680e-01 6.067821995889787212e-01 1.812841577661830961e+00
5.395894428152492317e-01 6.065229927113841013e-01 1.813616323237128514e+00
5.405669599217985954e-01 6.062642142339960127e-01 1.814390449203455713e+00
5.415444770283479592e-01 6.060058628071810505e-01 1.815163957167850173e+00
5.425219941348973229e-01 6.057479370877456581e-01 1.815936848730298703e+00
5.434995112414466867e-01 6.054904357388938285e-01 1.816709125483782383e+00
5.444770283479960504e-01 6.052333574301871355e-01 1.817480789014316089e+00
5.454545454545454142e-01 6.049767008375029897e-01 1.818251840900994454e+00
5.464320625610947779e-01 6.047204646429945596e-01 1.819022282716033168e+00
5.474095796676441417e-01 6.044646475350501369e-01 1.819792116024810280e+00
5.483870967741935054e-01 6.042092482082540572e-01 1.820561342385909276e+00
5.493646138807428692e-01 6.039542653633461766e-01 1.821329963351160153e+00
5.503421309872922329e-01 6.036996977071835691e-01 1.822097980465679168e+00
5.513196480938415966e-01 6.034455439527006693e-01 1.822865395267912358e+00
5.522971652003909604e-01 6.031918028188717473e-01 1.823632209289673289e+00
5.532746823069403241e-01 6.029384730306718287e-01 1.824398424056184576e+00
5.542521994134896879e-01 6.026855533190387249e-01 1.825164041086118516e+00
5.552297165200390516e-01 6.024330424208361734e-01 1.825929061891633731e+00
5.562072336265884154e-01 6.021809390788152028e-01 1.826693487978417796e+00
5.571847507331377791e-01 6.019292420415782718e-01 1.827457320845724320e+00
5.581622678396871429e-01 6.016779500635416333e-01 1.828220561986411363e+00
5.591397849462365066e-01 6.014270619048995847e-01 1.828983212886980292e+00
5.601173020527858704e-01 6.011765763315873867e-01 1.829745275027614415e+00
5.610948191593352341e-01 6.009264921152459582e-01 1.830506749882216067e+00
5.620723362658845979e-01 6.006768080331862381e-01 1.831267638918443463e+00
5.630498533724339616e-01 6.004275228683535470e-01 1.832027943597748898e+00
5.640273704789834364e-01 6.001786354092928377e-01 1.832787665375414710e+00
5.650048875855328001e-01 5.999301444501135006e-01 1.833546805700591475e+00
5.659824046920821639e-01 5.996820487904553909e-01 1.834305366016331762e+00
5.669599217986315276e-01 5.994343472354540792e-01 1.835063347759628760e+00
5.679374389051808913e-01 5.991870385957069889e-01 1.835820752361450037e+00
5.689149560117302551e-01 5.989401216872400902e-01 1.836577581246774171e+00
5.698924731182796188e-01 5.986935953314738157e-01 1.837333835834625839e+00
5.708699902248289826e-01 5.984474583551901983e-01 1.838089517538110673e+00
5.718475073313783463e-01 5.982017095904997861e-01 1.838844627764449902e+00
5.728250244379277101e-01 5.979563478748094463e-01 1.839599167915014100e+00
5.738025415444770738e-01 5.977113720507891692e-01 1.840353139385358938e+00
5.747800586510264376e-01 5.974667809663406493e-01 1.841106543565257381e+00
5.757575757575758013e-01 5.972225734745647552e-01 1.841859381838734544e+00
5.767350928641251651e-01 5.969787484337302219e-01 1.842611655584100783e+00
5.777126099706745288e-01 5.967353047072420091e-01 1.843363366173984774e+00
5.786901270772238925e-01 5.964922411636101041e-01 1.844114514975366159e+00
5.796676441837732563e-01 5.962495566764191013e-01 1.844865103349608404e+00
5.806451612903226200e-01 5.960072501242964504e-01 1.845615132652491663e+00
5.816226783968719838e-01 5.957653203908829243e-01 1.846364604234243867e+00
5.826001955034213475e-01 5.955237663648017543e-01 1.847113519439574914e+00
5.835777126099707113e-01 5.952825869396289882e-01 1.847861879607705315e+00
5.845552297165200750e-01 5.950417810138637353e-01 1.848609686072399283e+00
5.855327468230694388e-01 5.948013474908981912e-01 1.849356940161996699e+00
5.865102639296188025e-01 5.945612852789885494e-01 1.850103643199442871e+00
5.874877810361681663e-01 5.943215932912259136e-01 1.850849796502320066e+00
5.884652981427175300e-01 5.940822704455075431e-01 1.851595401382876593e+00
5.894428152492668938e-01 5.938433156645075428e-01 1.852340459148059670e+00
5.904203323558162575e-01 5.936047278756492185e-01 1.853084971099543843e+00
5.913978494623656212e-01 5.933665060110764333e-01 1.853828938533760740e+00
5.923753665689149850e-01 5.931286490076254081e-01 1.854572362741929048e+00
5.933528836754643487e-01 5.928911558067969656e-01 1.855315245010085157e+00
5.943304007820137125e-01 5.926540253547296633e-01 1.856057586619109578e+00
5.953079178885630762e-01 5.924172566021708164e-01 1.856799388844759813e+00
5.962854349951124400e-01 5.921808485044510739e-01 1.857540652957695437e+00
5.972629521016618037e-01 5.919448000214556638e-01 1.858281380223509638e+00
5.982404692082111675e-01 5.917091101175995238e-01 1.859021571902754744e+00
5.992179863147605312e-01 5.914737777617985470e-01 1.859761229250974424e+00
6.001955034213098950e-01 5.912388019274452677e-01 1.860500353518726335e+00
6.011730205278592587e-01 5.910041815923808839e-01 1.861238945951615431e+00
6.021505376344086224e-01 5.907699157388703881e-01 1.861977007790317717e+00
6.031280547409579862e-01 5.905360033535762554e-01 1.862714540270609787e+00
6.041055718475073499e-01 5.903024434275332410e-01 1.863451544623393463e+00
6.050830889540567137e-01 5.900692349561219574e-01 1.864188022074726447e+00
6.060606060606060774e-01 5.898363769390450040e-01 1.864923973845846072e+00
6.070381231671554412e-01 5.896038683803004332e-01 1.865659401153197505e+00
6.080156402737048049e-01 5.893717082881583247e-01 1.866394305208459281e+00
6.089931573802541687e-01 5.891398956751346949e-01 1.867128687218571059e+00
6.099706744868035324e-01 5.889084295579679607e-01 1.867862548385756938e+00
6.109481915933528962e-01 5.886773089575940698e-01 1.868595889907554763e+00
6.119257086999022599e-01 5.884465328991227429e-01 1.869328712976838780e+00
6.129032258064516236e-01 5.882161004118130476e-01 1.870061018781846718e+00
6.138807429130009874e-01 5.879860105290495298e-01 1.870792808506205773e+00
6.148582600195503511e-01 5.877562622883195642e-01 1.871524083328955035e+00
6.158357771260997149e-01 5.875268547311881528e-01 1.872254844424574349e+00
6.168132942326490786e-01 5.872977869032762754e-01 1.872985092963005194e+00
6.177908113391984424e-01 5.870690578542365756e-01 1.873714830109678653e+00
6.187683284457478061e-01 5.868406666377314895e-01 1.874444057025536958e+00
6.197458455522971699e-01 5.866126123114090429e-01 1.875172774867060355e+00
6.207233626588465336e-01 5.863848939368815349e-01 1.875900984786289749e+00
6.217008797653958974e-01 5.861575105797022234e-01 1.876628687930850470e+00
6.226783968719452611e-01 5.859304613093433423e-01 1.877355885443976913e+00
6.236559139784946248e-01 5.857037451991738974e-01 1.878082578464536079e+00
6.246334310850439886e-01 5.854773613264376841e-01 1.878808768127049778e+00
6.256109481915933523e-01 5.852513087722311935e-01 1.879534455561720607e+00
6.265884652981427161e-01 5.850255866214825184e-01 1.880259641894451494e+00
6.275659824046920798e-01 5.848001939629289270e-01 1.880984328246871673e+00
6.285434995112414436e-01 5.845751298890963232e-01 1.881708515736358001e+00
6.295210166177908073e-01 5.843503934962775981e-01 1.882432205476057829e+00
6.304985337243401711e-01 5.841259838845115349e-01 1.883155398574912320e+00
6.314760508308895348e-01 5.839019001575620482e-01 1.883878096137677094e+00
6.324535679374388986e-01 5.836781414228972009e-01 1.884600299264946877e+00
6.334310850439882623e-01 5.834547067916688867e-01 1.885322009053174597e+00
6.344086021505376261e-01 5.832315953786918472e-01 1.886043226594695810e+00
6.353861192570869898e-01 5.830088063024237988e-01 1.886763952977749348e+00
6.363636363636363535e-01 5.827863386849447824e-01 1.887484189286499081e+00
6.373411534701857173e-01 5.825641916519378460e-01 1.888203936601054123e+00
6.383186705767350810e-01 5.823423643326680610e-01 1.888923195997493476e+00
6.392961876832844448e-01 5.821208558599635374e-01 1.889641968547883355e+00
6.402737047898338085e-01 5.818996653701954402e-01 1.890360255320300498e+00
6.412512218963831723e-01 5.816787920032586712e-01 1.891078057378852595e+00
6.422287390029325360e-01 5.814582349025523289e-01 1.891795375783698496e+00
6.432062561094818998e-01 5.812379932149606132e-01 1.892512211591069304e+00
6.441837732160312635e-01 5.810180660908336181e-01 1.893228565853288581e+00
6.451612903225806273e-01 5.807984526839680139e-01 1.893944439618793441e+00
6.461388074291299910e-01 5.805791521515888398e-01 1.894659833932153870e+00
6.471163245356793547e-01 5.803601636543308517e-01 1.895374749834092043e+00
6.480938416422287185e-01 5.801414863562190938e-01 1.896089188361504307e+00
6.490713587487780822e-01 5.799231194246509125e-01 1.896803150547479611e+00
6.500488758553274460e-01 5.797050620303779711e-01 1.897516637421319263e+00
6.510263929618768097e-01 5.794873133474875981e-01 1.898229650008556479e+00
6.520039100684261735e-01 5.792698725533846904e-01 1.898942189330976582e+00
6.529814271749755372e-01 5.790527388287739496e-01 1.899654256406634989e+00
6.539589442815249010e-01 5.788359113576422299e-01 1.900365852249876975e+00
6.549364613880742647e-01 5.786193893272404409e-01 1.901076977871356322e+00
6.559139784946236285e-01 5.784031719280661177e-01 1.901787634278055306e+00
6.568914956011729922e-01 5.781872583538456567e-01 1.902497822473302236e+00
6.578690127077223559e-01 5.779716478015176628e-01 1.903207543456790996e+00
6.588465298142717197e-01 5.777563394712151856e-01 1.903916798224598361e+00
6.598240469208210834e-01 5.775413325662483999e-01 1.904625587769203765e+00
6.608015640273704472e-01 5.773266262930882853e-01 1.905333913079506836e+00
6.617790811339198109e-01 5.771122198613494181e-01 1.906041775140844940e+00
6.627565982404691747e-01 5.768981124837727625e-01 1.906749174935013169e+00
6.637341153470185384e-01 5.766843033762094617e-01 1.907456113440280321e+00
6.647116324535679022e-01 5.764707917576046281e-01 1.908162591631407334e+00
6.656891495601172659e-01 5.762575768499798023e-01 1.908868610479665495e+00
6.666666666666666297e-01 5.760446578784180760e-01 1.909574170952853089e+00
6.676441837732159934e-01 5.758320340710466612e-01 1.910279274015313167e+00
6.686217008797653572e-01 5.756197046590210142e-01 1.910983920627952415e+00
6.695992179863147209e-01 5.754076688765097369e-01 1.911688111748255148e+00
6.705767350928640846e-01 5.751959259606772568e-01 1.912391848330303512e+00
6.715542521994134484e-01 5.749844751516693941e-01 1.913095131324793030e+00
6.725317693059628121e-01 5.747733156925965980e-01 1.913797961679049475e+00
6.735092864125121759e-01 5.745624468295187359e-01 1.914500340337046858e+00
6.744868035190615396e-01 5.743518678114304388e-01 1.915202268239421857e+00
6.754643206256109034e-01 5.741415778902441147e-01 1.915903746323492696e+00
6.764418377321602671e-01 5.739315763207759602e-01 1.916604775523274906e+00
6.774193548387096309e-01 5.737218623607304169e-01 1.917305356769496427e+00
6.783968719452589946e-01 5.735124352706849615e-01 1.918005490989615369e+00
6.793743890518083584e-01 5.733032943140752291e-01 1.918705179107836001e+00
6.803519061583577221e-01 5.730944387571800247e-01 1.919404422045124514e+00
6.813294232649070858e-01 5.728858678691067796e-01 1.920103220719224568e+00
6.823069403714564496e-01 5.726775809217767854e-01 1.920801576044673720e+00
6.832844574780058133e-01 5.724695771899106500e-01 1.921499488932818744e+00
6.842619745845551771e-01 5.722618559510131986e-01 1.922196960291832513e+00
6.852394916911045408e-01 5.720544164853603730e-01 1.922893991026726868e+00
6.862170087976539046e-01 5.718472580759835777e-01 1.923590582039371943e+00
6.871945259042032683e-01 5.716403800086561349e-01 1.924286734228507711e+00
6.881720430107527431e-01 5.714337815718795177e-01 1.924982448489761300e+00
6.891495601173021068e-01 5.712274620568683625e-01 1.925677725715662314e+00
6.901270772238514706e-01 5.710214207575375900e-01 1.926372566795656383e+00
6.911045943304008343e-01 5.708156569704873062e-01 1.927066972616122476e+00
6.920821114369501981e-01 5.706101699949908124e-01 1.927760944060384674e+00
6.930596285434995618e-01 5.704049591329790614e-01 1.928454482008730375e+00
6.940371456500489256e-01 5.702000236890282237e-01 1.929147587338422509e+00
6.950146627565982893e-01 5.699953629703459201e-01 1.929840260923715078e+00
6.959921798631476531e-01 5.697909762867580108e-01 1.930532503635867370e+00
6.969696969696970168e-01 5.695868629506948277e-01 1.931224316343158831e+00
6.979472140762463805e-01 5.693830222771781857e-01 1.931915699910903284e+00
6.989247311827957443e-01 5.691794535838083924e-01 1.932606655201462686e+00
6.999022482893451080e-01 5.689761561907510368e-01 1.933297183074261572e+00
7.008797653958944718e-01 5.687731294207239996e-01 1.933987284385801475e+00
7.018572825024438355e-01 5.685703725989844637e-01 1.934676959989674927e+00
7.028347996089931993e-01 5.683678850533163684e-01 1.935366210736578330e+00
7.038123167155425630e-01 5.681656661140176423e-01 1.936055037474326612e+00
7.047898338220919268e-01 5.679637151138867690e-01 1.936743441047867886e+00
7.057673509286412905e-01 5.677620313882119074e-01 1.937431422299294326e+00
7.067448680351906543e-01 5.675606142747565697e-01 1.938118982067859042e+00
7.077223851417400180e-01 5.673594631137484079e-01 1.938806121189986964e+00
7.086999022482893817e-01 5.671585772478663356e-01 1.939492840499289716e+00
7.096774193548387455e-01 5.669579560222285375e-01 1.940179140826578053e+00
7.106549364613881092e-01 5.667575987843799235e-01 1.940865022999876066e+00
7.116324535679374730e-01 5.665575048842805828e-01 1.941550487844433626e+00
7.126099706744868367e-01 5.663576736742934603e-01 1.942235536182739031e+00
7.135874877810362005e-01 5.661581045091722553e-01 1.942920168834533001e+00
7.145650048875855642e-01 5.659587967460495417e-01 1.943604386616821555e+00
7.155425219941349280e-01 5.657597497444256662e-01 1.944288190343887557e+00
7.165200391006842917e-01 5.655609628661558697e-01 1.944971580827305146e+00
7.174975562072336555e-01 5.653624354754397396e-01 1.945654558875951068e+00
7.184750733137830192e-01 5.651641669388087763e-01 1.946337125296018211e+00
7.194525904203323829e-01 5.649661566251154010e-01 1.947019280891028048e+00
7.204301075268817467e-01 5.647684039055212990e-01 1.947701026461841955e+00
7.214076246334311104e-01 5.645709081534862062e-01 1.948382362806675427e+00
7.223851417399804742e-01 5.643736687447566958e-01 1.949063290721108288e+00
7.233626588465298379e-01 5.641766850573540770e-01 1.949743810998099347e+00
7.243401759530792017e-01 5.639799564715648472e-01 1.950423924427996392e+00
7.253176930596285654e-01 5.637834823699281461e-01 1.951103631798549287e+00
7.262952101661779292e-01 5.635872621372252089e-01 1.951782933894922190e+00
7.272727272727272929e-01 5.633912951604690411e-01 1.952461831499704648e+00
7.282502443792766567e-01 5.631955808288925391e-01 1.953140325392924259e+00
7.292277614858260204e-01 5.630001185339381653e-01 1.953818416352058218e+00
7.302052785923753842e-01 5.628049076692474006e-01 1.954496105152044638e+00
7.311827956989247479e-01 5.626099476306494207e-01 1.955173392565295432e+00
7.321603128054741116e-01 5.624152378161515475e-01 1.955850279361705635e+00
7.331378299120234754e-01 5.622207776259272594e-01 1.956526766308667842e+00
7.341153470185728391e-01 5.620265664623068647e-01 1.957202854171081752e+00
7.350928641251222029e-01 5.618326037297666220e-01 1.957878543711365271e+00
7.360703812316715666e-01 5.616388888349186370e-01 1.958553835689467171e+00
7.370478983382209304e-01 5.614454211864998712e-01 1.959228730862877743e+00
7.380254154447702941e-01 5.612522001953629269e-01 1.959903229986639905e+00
7.390029325513196579e-01 5.610592252744650565e-01 1.960577333813360079e+00
7.399804496578690216e-01 5.608664958388585031e-01 1.961251043093219515e+00
7.409579667644183854e-01 5.606740113056800645e-01 1.961924358573986060e+00
7.419354838709677491e-01 5.604817710941414344e-01 1.962597281001023708e+00
7.429130009775171128e-01 5.602897746255192102e-01 1.963269811117304142e+00
7.438905180840664766e-01 5.600980213231450122e-01 1.963941949663417841e+00
7.448680351906158403e-01 5.599065106123957136e-01 1.964613697377583845e+00
7.458455522971652041e-01 5.597152419206832263e-01 1.965285054995661973e+00
7.468230694037145678e-01 5.595242146774455083e-01 1.965956023251161922e+00
7.478005865102639316e-01 5.593334283141366825e-01 1.966626602875254148e+00
7.487781036168132953e-01 5.591428822642171559e-01 1.967296794596781639e+00
7.497556207233626591e-01 5.589525759631445156e-01 1.967966599142268569e+00
7.507331378299120228e-01 5.587625088483638702e-01 1.968636017235931623e+00
7.517106549364613866e-01 5.585726803592984124e-01 1.969305049599690438e+00
7.526881720430107503e-01 5.583830899373400936e-01 1.969973696953176701e+00
7.536656891495601140e-01 5.581937370258405196e-01 1.970641960013746363e+00
7.546432062561094778e-01 5.580046210701014031e-01 1.971309839496487859e+00
7.556207233626588415e-01 5.578157415173654599e-01 1.971977336114233426e+00
7.565982404692082053e-01 5.576270978168076375e-01 1.972644450577567765e+00
7.575757575757575690e-01 5.574386894195252351e-01 1.973311183594840479e+00
