# x_cm rho_gcm3 Pgas_ergcm3 Erad_ergcm3
7.244574780058651697e+01 1.482466127974505277e+00 1.341839167402285500e+15 3.223445266751272000e+15
7.257086999022483553e+01 1.483582946862780805e+00 1.342609252765009250e+15 3.221133852087346500e+15
7.269599217986315409e+01 1.484701166304763786e+00 1.343379928233519500e+15 3.218820665443008500e+15
7.282111436950147265e+01 1.485820789999092950e+00 1.344151194952452250e+15 3.216505703514912500e+15
7.294623655913979121e+01 1.486941821656630580e+00 1.344923054068312500e+15 3.214188962994900500e+15
7.307135874877810977e+01 1.488064265000460962e+00 1.345695506729440500e+15 3.211870440570108000e+15
7.319648093841642833e+01 1.489188123765891270e+00 1.346468554085975250e+15 3.209550132923047500e+15
7.332160312805474689e+01 1.490313401700451124e+00 1.347242197289818250e+15 3.207228036731709000e+15
7.344672531769306545e+01 1.491440102563892367e+00 1.348016437494600750e+15 3.204904148669663000e+15
7.357184750733138401e+01 1.492568230128189954e+00 1.348791275855645250e+15 3.202578465406140500e+15
7.369696969696970257e+01 1.493697788177541064e+00 1.349566713529932000e+15 3.200250983606144500e+15
7.382209188660802113e+01 1.494828780508365318e+00 1.350342751676061750e+15 3.197921699930539500e+15
7.394721407624633969e+01 1.495961210929305230e+00 1.351119391454220500e+15 3.195590611036151000e+15
7.407233626588465825e+01 1.497095083261225312e+00 1.351896634026143000e+15 3.193257713575855000e+15
7.419745845552297681e+01 1.498230401337213635e+00 1.352674480555077250e+15 3.190923004198684500e+15
7.432258064516129537e+01 1.499367169002579381e+00 1.353452932205747000e+15 3.188586479549924000e+15
7.444770283479961392e+01 1.500505390114855730e+00 1.354231990144317250e+15 3.186248136271204000e+15
7.457282502443793248e+01 1.501645068543797201e+00 1.355011655538354500e+15 3.183907971000598000e+15
7.469794721407625104e+01 1.502786208171381865e+00 1.355791929556794000e+15 3.181565980372727500e+15
7.482306940371456960e+01 1.503928812891809574e+00 1.356572813369900250e+15 3.179222161018855000e+15
7.494819159335288816e+01 1.505072886611503291e+00 1.357354308149230750e+15 3.176876509566980000e+15
7.507331378299120672e+01 1.506218433249108202e+00 1.358136415067599000e+15 3.174529022641942500e+15
7.519843597262952528e+01 1.507365456735491716e+00 1.358919135299037250e+15 3.172179696865519000e+15
7.532355816226784384e+01 1.508513961013744797e+00 1.359702470018760250e+15 3.169828528856522500e+15
7.544868035190616240e+01 1.509663950039179969e+00 1.360486420403125750e+15 3.167475515230902500e+15
7.557380254154448096e+01 1.510815427779332865e+00 1.361270987629598500e+15 3.165120652601842000e+15
7.569892473118279952e+01 1.511968398213961118e+00 1.362056172876712250e+15 3.162763937579858000e+15
7.582404692082111808e+01 1.513122865335045919e+00 1.362841977324032500e+15 3.160405366772902000e+15
7.594916911045943664e+01 1.514278833146789793e+00 1.363628402152117500e+15 3.158044936786466000e+15
7.607429130009775520e+01 1.515436305665618821e+00 1.364415448542480000e+15 3.155682644223663500e+15
7.619941348973607376e+01 1.516595286920180863e+00 1.365203117677550500e+15 3.153318485685353500e+15
7.632453567937439232e+01 1.517755780951346667e+00 1.365991410740638750e+15 3.150952457770228000e+15
7.644965786901271088e+01 1.518917791812209872e+00 1.366780328915894000e+15 3.148584557074915500e+15
7.657478005865102944e+01 1.520081323568086118e+00 1.367569873388267500e+15 3.146214780194081500e+15
7.669990224828934799e+01 1.521246380296513490e+00 1.368360045343473000e+15 3.143843123720532000e+15
7.682502443792766655e+01 1.522412966087253627e+00 1.369150845967950000e+15 3.141469584245313500e+15
7.695014662756598511e+01 1.523581085042289507e+00 1.369942276448821500e+15 3.139094158357812000e+15
7.707526881720430367e+01 1.524750741275827215e+00 1.370734337973857750e+15 3.136716842645861500e+15
7.720039100684262223e+01 1.525921938914295284e+00 1.371527031731436000e+15 3.134337633695843000e+15
7.732551319648094079e+01 1.527094682096345135e+00 1.372320358910500500e+15 3.131956528092783000e+15
7.745063538611925935e+01 1.528268974972850192e+00 1.373114320700524250e+15 3.129573522420462000e+15
7.757575757575757791e+01 1.529444821706907209e+00 1.373908918291469250e+15 3.127188613261516000e+15
7.770087976539589647e+01 1.530622226473834058e+00 1.374704152873744750e+15 3.124801797197536500e+15
7.782600195503421503e+01 1.531801193461172828e+00 1.375500025638171000e+15 3.122413070809178500e+15
7.795112414467253359e+01 1.532981726868686945e+00 1.376296537775935250e+15 3.120022430676259000e+15
7.807624633431085215e+01 1.534163830908363169e+00 1.377093690478555250e+15 3.117629873377863000e+15
7.820136852394917071e+01 1.535347509804410260e+00 1.377891484937836500e+15 3.115235395492452000e+15
7.832649071358748927e+01 1.536532767793259868e+00 1.378689922345832000e+15 3.112838993597958500e+15
7.845161290322580783e+01 1.537719609123566311e+00 1.379489003894804000e+15 3.110440664271898500e+15
7.857673509286412639e+01 1.538908038056205685e+00 1.380288730777179750e+15 3.108040404091474500e+15
7.870185728250244495e+01 1.540098058864277419e+00 1.381089104185514250e+15 3.105638209633679000e+15
7.882697947214076351e+01 1.541289675833103168e+00 1.381890125312445750e+15 3.103234077475394500e+15
7.895210166177908206e+01 1.542482893260227472e+00 1.382691795350658000e+15 3.100828004193511500e+15
7.907722385141740062e+01 1.543677715455416877e+00 1.383494115492837500e+15 3.098419986365024000e+15
7.920234604105571918e+01 1.544874146740660814e+00 1.384297086931631250e+15 3.096010020567138500e+15
7.932746823069403774e+01 1.546072191450171163e+00 1.385100710859606000e+15 3.093598103377376000e+15
7.945259042033235630e+01 1.547271853930382468e+00 1.385904988469207750e+15 3.091184231373683500e+15
7.957771260997067486e+01 1.548473138539951943e+00 1.386709920952718000e+15 3.088768401134540500e+15
7.970283479960899342e+01 1.549676049649758802e+00 1.387515509502213250e+15 3.086350609239063500e+15
7.982795698924731198e+01 1.550880591642905149e+00 1.388321755309521750e+15 3.083930852267109000e+15
7.995307917888563054e+01 1.552086768914715975e+00 1.389128659566182000e+15 3.081509126799387500e+15
8.007820136852394910e+01 1.553294585872738054e+00 1.389936223463401000e+15 3.079085429417567500e+15
8.020332355816226766e+01 1.554504046936741490e+00 1.390744448192010000e+15 3.076659756704385000e+15
8.032844574780058622e+01 1.555715156538718613e+00 1.391553334942423750e+15 3.074232105243747000e+15
8.045356793743890478e+01 1.556927919122884196e+00 1.392362884904595500e+15 3.071802471620842500e+15
8.057869012707722334e+01 1.558142339145675681e+00 1.393173099267976750e+15 3.069370852422249000e+15
8.070381231671554190e+01 1.559358421075752954e+00 1.393983979221471500e+15 3.066937244236045500e+15
8.082893450635386046e+01 1.560576169393998347e+00 1.394795525953394750e+15 3.064501643651918000e+15
8.095405669599217902e+01 1.561795588593517081e+00 1.395607740651429000e+15 3.062064047261263500e+15
8.107917888563049758e+01 1.563016683179637045e+00 1.396420624502579250e+15 3.059624451657309000e+15
8.120430107526881613e+01 1.564239457669907907e+00 1.397234178693131250e+15 3.057182853435212500e+15
8.132942326490713469e+01 1.565463916594102667e+00 1.398048404408606500e+15 3.054739249192177000e+15
8.145454545454545325e+01 1.566690064494216328e+00 1.398863302833718250e+15 3.052293635527558500e+15
8.157966764418377181e+01 1.567917905924467004e+00 1.399678875152328000e+15 3.049846009042977500e+15
8.170478983382209037e+01 1.569147445451295031e+00 1.400495122547401250e+15 3.047396366342428500e+15
8.182991202346040893e+01 1.570378687653362970e+00 1.401312046200960500e+15 3.044944704032385500e+15
8.195503421309872749e+01 1.571611637121556271e+00 1.402129647294046000e+15 3.042491018721925000e+15
8.208015640273704605e+01 1.572846298458983494e+00 1.402947927006665750e+15 3.040035307022824000e+15
8.220527859237536461e+01 1.574082676280974535e+00 1.403766886517753000e+15 3.037577565549678500e+15
8.233040078201368317e+01 1.575320775215082847e+00 1.404586527005121500e+15 3.035117790920011000e+15
8.245552297165200173e+01 1.576560599901084103e+00 1.405406849645419250e+15 3.032655979754386500e+15
8.258064516129032029e+01 1.577802154990976202e+00 1.406227855614083500e+15 3.030192128676520500e+15
8.270576735092863885e+01 1.579045445148980154e+00 1.407049546085295500e+15 3.027726234313391500e+15
8.283088954056695741e+01 1.580290475051539190e+00 1.407871922231934500e+15 3.025258293295355500e+15
8.295601173020527597e+01 1.581537249387318766e+00 1.408694985225532000e+15 3.022788302256257000e+15
8.308113391984359453e+01 1.582785772857207895e+00 1.409518736236226750e+15 3.020316257833540000e+15
8.320625610948191309e+01 1.584036050174317145e+00 1.410343176432716750e+15 3.017842156668367500e+15
8.333137829912023165e+01 1.585288086063979973e+00 1.411168306982214250e+15 3.015365995405723500e+15
8.345650048875855020e+01 1.586541885263752505e+00 1.411994129050398750e+15 3.012887770694536000e+15
8.358162267839686876e+01 1.587797452523413311e+00 1.412820643801371000e+15 3.010407479187790500e+15
8.370674486803518732e+01 1.589054792604963628e+00 1.413647852397605750e+15 3.007925117542636000e+15
8.383186705767350588e+01 1.590313910282627141e+00 1.414475755999905000e+15 3.005440682420507000e+15
8.395698924731182444e+01 1.591574810342849755e+00 1.415304355767350000e+15 3.002954170487235000e+15
8.408211143695014300e+01 1.592837497584300266e+00 1.416133652857256000e+15 3.000465578413161000e+15
8.420723362658846156e+01 1.594101976817870359e+00 1.416963648425123000e+15 2.997974902873254500e+15
8.433235581622678012e+01 1.595368252866673942e+00 1.417794343624589250e+15 2.995482140547226000e+15
8.445747800586509868e+01 1.596636330566046924e+00 1.418625739607382500e+15 2.992987288119640500e+15
8.458260019550341724e+01 1.597906214763548771e+00 1.419457837523273000e+15 2.990490342280038500e+15
8.470772238514173580e+01 1.599177910318960727e+00 1.420290638520025250e+15 2.987991299723044000e+15
8.483284457478005436e+01 1.600451422104287147e+00 1.421124143743349500e+15 2.985490157148489000e+15
8.495796676441837292e+01 1.601726755003753944e+00 1.421958354336853250e+15 2.982986911261523500e+15
8.508308895405669148e+01 1.603003913913811251e+00 1.422793271441993500e+15 2.980481558772733500e+15
8.520821114369501004e+01 1.604282903743130095e+00 1.423628896198026750e+15 2.977974096398257000e+15
8.533333333333332860e+01 1.605563729412605056e+00 1.424465229741961250e+15 2.975464520859904500e+15
8.545845552297164716e+01 1.606846395855352938e+00 1.425302273208507500e+15 2.972952828885269500e+15
8.558357771260996572e+01 1.608130908016712768e+00 1.426140027730028250e+15 2.970439017207855500e+15
8.570869990224828427e+01 1.609417270854246684e+00 1.426978494436491000e+15 2.967923082567183500e+15
8.583382209188660283e+01 1.610705489337739271e+00 1.427817674455416500e+15 2.965405021708914000e+15
8.595894428152492139e+01 1.611995568449197336e+00 1.428657568911829750e+15 2.962884831384964000e+15
8.608406647116323995e+01 1.613287513182850796e+00 1.429498178928210750e+15 2.960362508353633500e+15
8.620918866080155851e+01 1.614581328545151351e+00 1.430339505624443000e+15 2.957838049379706500e+15
8.633431085043987707e+01 1.615877019554773586e+00 1.431181550117764000e+15 2.955311451234587500e+15
8.645943304007819563e+01 1.617174591242614978e+00 1.432024313522715500e+15 2.952782710696409500e+15
8.658455522971651419e+01 1.618474048651795449e+00 1.432867796951091750e+15 2.950251824550158000e+15
8.670967741935483275e+01 1.619775396837656700e+00 1.433712001511889250e+15 2.947718789587787500e+15
8.683479960899315131e+01 1.621078640867764431e+00 1.434556928311256250e+15 2.945183602608344000e+15
8.695992179863146987e+01 1.622383785821905011e+00 1.435402578452439500e+15 2.942646260418081000e+15
8.708504398826978843e+01 1.623690836792089254e+00 1.436248953035736750e+15 2.940106759830586500e+15
8.721016617790810699e+01 1.624999798882549307e+00 1.437096053158441500e+15 2.937565097666892000e+15
8.733528836754642555e+01 1.626310677209739985e+00 1.437943879914793500e+15 2.935021270755607500e+15
8.746041055718474411e+01 1.627623476902339661e+00 1.438792434395927000e+15 2.932475275933029000e+15
8.758553274682306267e+01 1.628938203101247373e+00 1.439641717689815500e+15 2.929927110043263500e+15
8.771065493646138123e+01 1.630254860959586605e+00 1.440491730881226000e+15 2.927376769938360500e+15
8.783577712609969979e+01 1.631573455642702397e+00 1.441342475051659250e+15 2.924824252478414500e+15
8.796089931573801834e+01 1.632893992328162458e+00 1.442193951279303000e+15 2.922269554531704000e+15
8.808602150537635112e+01 1.634216476205757385e+00 1.443046160638975750e+15 2.919712672974800000e+15
8.821114369501466967e+01 1.635540912477499775e+00 1.443899104202075500e+15 2.917153604692701500e+15
8.833626588465298823e+01 1.636867306357625118e+00 1.444752783036526500e+15 2.914592346578946000e+15
8.846138807429130679e+01 1.638195663072591346e+00 1.445607198206724500e+15 2.912028895535737000e+15
8.858651026392962535e+01 1.639525987861079059e+00 1.446462350773485750e+15 2.909463248474067000e+15
8.871163245356794391e+01 1.640858285973991526e+00 1.447318241793991750e+15 2.906895402313841500e+15
8.883675464320626247e+01 1.642192562674454237e+00 1.448174872321735500e+15 2.904325353984000000e+15
8.896187683284458103e+01 1.643528823237815129e+00 1.449032243406467750e+15 2.901753100422641500e+15
8.908699902248289959e+01 1.644867072951645248e+00 1.449890356094142750e+15 2.899178638577142000e+15
8.921212121212121815e+01 1.646207317115737867e+00 1.450749211426864250e+15 2.896601965404292000e+15
8.933724340175953671e+01 1.647549561042108701e+00 1.451608810442830250e+15 2.894023077870403500e+15
8.946236559139785527e+01 1.648893810054996134e+00 1.452469154176278250e+15 2.891441972951449500e+15
8.958748778103617383e+01 1.650240069490861217e+00 1.453330243657431000e+15 2.888858647633178500e+15
8.971260997067449239e+01 1.651588344698387001e+00 1.454192079912440750e+15 2.886273098911245500e+15
8.983773216031281095e+01 1.652938641038479872e+00 1.455054663963334750e+15 2.883685323791333500e+15
8.996285434995112951e+01 1.654290963884268661e+00 1.455917996827958250e+15 2.881095319289280500e+15
9.008797653958944807e+01 1.655645318621103979e+00 1.456782079519919500e+15 2.878503082431201500e+15
9.021309872922776663e+01 1.657001710646559545e+00 1.457646913048535000e+15 2.875908610253621500e+15
9.033822091886608519e+01 1.658360145370431749e+00 1.458512498418771500e+15 2.873311899803595000e+15
9.046334310850440374e+01 1.659720628214739424e+00 1.459378836631191250e+15 2.870712948138835500e+15
9.058846529814272230e+01 1.661083164613723628e+00 1.460245928681893750e+15 2.868111752327836500e+15
9.071358748778104086e+01 1.662447760013848530e+00 1.461113775562461750e+15 2.865508309450007500e+15
9.083870967741935942e+01 1.663814419873800521e+00 1.461982378259901500e+15 2.862902616595795000e+15
9.096383186705767798e+01 1.665183149664488216e+00 1.462851737756587500e+15 2.860294670866809000e+15
9.108895405669599654e+01 1.666553954869043341e+00 1.463721855030204750e+15 2.857684469375950500e+15
9.121407624633431510e+01 1.667926840982820069e+00 1.464592731053691250e+15 2.855072009247543500e+15
9.133919843597263366e+01 1.669301813513394794e+00 1.465464366795180000e+15 2.852457287617454500e+15
9.146432062561095222e+01 1.670678877980566801e+00 1.466336763217941500e+15 2.849840301633229500e+15
9.158944281524927078e+01 1.672058039916357819e+00 1.467209921280327000e+15 2.847221048454220500e+15
9.171456500488758934e+01 1.673439304865012023e+00 1.468083841935706500e+15 2.844599525251702500e+15
9.183968719452590790e+01 1.674822678382996255e+00 1.468958526132415000e+15 2.841975729209020000e+15
9.196480938416422646e+01 1.676208166038999803e+00 1.469833974813690250e+15 2.839349657521702500e+15
9.208993157380254502e+01 1.677595773413934843e+00 1.470710188917615500e+15 2.836721307397598500e+15
9.221505376344086358e+01 1.678985506100935332e+00 1.471587169377060250e+15 2.834090676057007500e+15
9.234017595307918214e+01 1.680377369705358559e+00 1.472464917119620500e+15 2.831457760732799500e+15
9.246529814271750070e+01 1.681771369844784036e+00 1.473343433067560500e+15 2.828822558670561000e+15
9.259042033235581926e+01 1.683167512149013945e+00 1.474222718137751250e+15 2.826185067128705000e+15
9.271554252199413781e+01 1.684565802260072909e+00 1.475102773241612000e+15 2.823545283378621000e+15
9.284066471163245637e+01 1.685966245832207999e+00 1.475983599285049750e+15 2.820903204704789500e+15
9.296578690127077493e+01 1.687368848531889176e+00 1.476865197168398500e+15 2.818258828404923000e+15
9.309090909090909349e+01 1.688773616037808400e+00 1.477747567786360250e+15 2.815612151790092000e+15
9.321603128054741205e+01 1.690180554040880967e+00 1.478630712027942500e+15 2.812963172184856500e+15
9.334115347018573061e+01 1.691589668244243727e+00 1.479514630776398000e+15 2.810311886927399000e+15
9.346627565982404917e+01 1.693000964363256866e+00 1.480399324909163250e+15 2.807658293369650500e+15
9.359139784946236773e+01 1.694414448125503014e+00 1.481284795297799500e+15 2.805002388877433000e+15
9.371652003910068629e+01 1.695830125270787025e+00 1.482171042807927250e+15 2.802344170830578000e+15
9.384164222873900485e+01 1.697248001551136642e+00 1.483058068299167500e+15 2.799683636623071500e+15
9.396676441837732341e+01 1.698668082730801832e+00 1.483945872625079000e+15 2.797020783663176000e+15
9.409188660801564197e+01 1.700090374586255448e+00 1.484834456633095250e+15 2.794355609373568500e+15
9.421700879765396053e+01 1.701514882906192572e+00 1.485723821164463500e+15 2.791688111191470500e+15
9.434213098729227909e+01 1.702941613491530948e+00 1.486613967054180500e+15 2.789018286568786500e+15
9.446725317693059765e+01 1.704370572155410990e+00 1.487504895130931250e+15 2.786346132972226000e+15
9.459237536656891621e+01 1.705801764723195779e+00 1.488396606217025500e+15 2.783671647883450000e+15
9.471749755620723477e+01 1.707235197032470175e+00 1.489289101128333500e+15 2.780994828799198500e+15
9.484261974584555333e+01 1.708670874933042816e+00 1.490182380674224250e+15 2.778315673231418000e+15
9.496774193548387188e+01 1.710108804286943895e+00 1.491076445657499250e+15 2.775634178707408000e+15
9.509286412512219044e+01 1.711548990968426498e+00 1.491971296874332250e+15 2.772950342769946500e+15
9.521798631476050900e+01 1.712991440863966375e+00 1.492866935114201500e+15 2.770264162977426000e+15
9.534310850439882756e+01 1.714436159872261278e+00 1.493763361159827500e+15 2.767575636903990500e+15
9.546823069403714612e+01 1.715883153904232516e+00 1.494660575787107750e+15 2.764884762139665000e+15
9.559335288367546468e+01 1.717332428883022954e+00 1.495558579765052750e+15 2.762191536290501500e+15
9.571847507331378324e+01 1.718783990743998569e+00 1.496457373855719000e+15 2.759495956978698000e+15
9.584359726295210180e+01 1.720237845434747559e+00 1.497356958814146500e+15 2.756798021842750500e+15
9.596871945259042036e+01 1.721693998915081014e+00 1.498257335388291000e+15 2.754097728537574000e+15
9.609384164222873892e+01 1.723152457157032469e+00 1.499158504318959250e+15 2.751395074734652500e+15
9.621896383186705748e+01 1.724613226144857681e+00 1.500060466339743500e+15 2.748690058122161000e+15
9.634408602150537604e+01 1.726076311875035518e+00 1.500963222176954750e+15 2.745982676405114500e+15
9.646920821114369460e+01 1.727541720356267074e+00 1.501866772549556250e+15 2.743272927305493000e+15
9.659433040078201316e+01 1.729009457609475220e+00 1.502771118169096750e+15 2.740560808562389000e+15
9.671945259042033172e+01 1.730479529667807270e+00 1.503676259739645000e+15 2.737846317932131000e+15
9.684457478005865028e+01 1.731951942576631431e+00 1.504582197957722000e+15 2.735129453188437000e+15
9.696969696969696884e+01 1.733426702393539243e+00 1.505488933512232500e+15 2.732410212122539000e+15
9.709481915933528740e+01 1.734903815188344245e+00 1.506396467084399250e+15 2.729688592543322500e+15
9.721994134897360595e+01 1.736383287043083090e+00 1.507304799347694500e+15 2.726964592277472000e+15
9.734506353861192451e+01 1.737865124052014654e+00 1.508213930967772000e+15 2.724238209169595000e+15
9.747018572825024307e+01 1.739349332321620256e+00 1.509123862602398250e+15 2.721509441082375000e+15
9.759530791788856163e+01 1.740835917970604108e+00 1.510034594901385750e+15 2.718778285896697500e+15
9.772043010752688019e+01 1.742324887129893085e+00 1.510946128506523000e+15 2.716044741511796500e+15
9.784555229716519875e+01 1.743816245942636067e+00 1.511858464051505250e+15 2.713308805845388000e+15
9.797067448680351731e+01 1.745310000564204600e+00 1.512771602161866750e+15 2.710570476833815000e+15
9.809579667644183587e+01 1.746806157162192896e+00 1.513685543454910000e+15 2.707829752432175000e+15
9.822091886608015443e+01 1.748304721916418281e+00 1.514600288539637250e+15 2.705086630614469500e+15
9.834604105571847299e+01 1.749805701018919635e+00 1.515515838016679750e+15 2.702341109373744000e+15
9.847116324535679155e+01 1.751309100673958952e+00 1.516432192478228000e+15 2.699593186722216500e+15
9.859628543499511011e+01 1.752814927098020448e+00 1.517349352507962000e+15 2.696842860691429500e+15
9.872140762463342867e+01 1.754323186519811451e+00 1.518267318680980000e+15 2.694090129332383500e+15
9.884652981427174723e+01 1.755833885180261733e+00 1.519186091563727500e+15 2.691334990715676000e+15
9.897165200391006579e+01 1.757347029332522848e+00 1.520105671713927000e+15 2.688577442931647000e+15
9.909677419354838435e+01 1.758862625241969679e+00 1.521026059680505500e+15 2.685817484090513500e+15
9.922189638318670291e+01 1.760380679186199115e+00 1.521947256003524750e+15 2.683055112322513500e+15
9.934701857282502147e+01 1.761901197455031376e+00 1.522869261214108000e+15 2.680290325778049500e+15
9.947214076246334002e+01 1.763424186350508460e+00 1.523792075834368500e+15 2.677523122627819500e+15
9.959726295210165858e+01 1.764949652186895257e+00 1.524715700377336500e+15 2.674753501062970500e+15
9.972238514173997714e+01 1.766477601290679100e+00 1.525640135346888750e+15 2.671981459295231000e+15
9.984750733137829570e+01 1.768008040000569991e+00 1.526565381237673250e+15 2.669206995557057500e+15
9.997262952101661426e+01 1.769540974667500155e+00 1.527491438535037250e+15 2.666430108101771500e+15
1.000977517106549328e+02 1.771076411654625149e+00 1.528418307714956000e+15 2.663650795203707500e+15
1.002228739002932514e+02 1.772614357337322089e+00 1.529345989243954750e+15 2.660869055158346000e+15
1.003479960899315699e+02 1.774154818103191200e+00 1.530274483579039750e+15 2.658084886282466000e+15
1.004731182795698885e+02 1.775697800352055378e+00 1.531203791167621000e+15 2.655298286914282000e+15
1.005982404692082071e+02 1.777243310495959516e+00 1.532133912447439000e+15 2.652509255413583000e+15
1.007233626588465256e+02 1.778791354959171400e+00 1.533064847846491000e+15 2.649717790161882500e+15
1.008484848484848442e+02 1.780341940178181703e+00 1.533996597782955500e+15 2.646923889562556000e+15
1.009736070381231627e+02 1.781895072601702879e+00 1.534929162665117000e+15 2.644127552040988000e+15
1.010987292277614813e+02 1.783450758690670934e+00 1.535862542891291500e+15 2.641328776044711000e+15
1.012238514173997999e+02 1.785009004918243214e+00 1.536796738849749500e+15 2.638527560043550500e+15
1.013489736070381184e+02 1.786569817769800395e+00 1.537731750918642250e+15 2.635723902529768500e+15
1.014740957966764370e+02 1.788133203742945598e+00 1.538667579465924500e+15 2.632917802018212000e+15
1.015992179863147555e+02 1.789699169347504393e+00 1.539604224849278250e+15 2.630109257046445500e+15
1.017243401759530741e+02 1.791267721105525013e+00 1.540541687416037000e+15 2.627298266174906500e+15
1.018494623655913927e+02 1.792838865551278360e+00 1.541479967503107000e+15 2.624484827987042000e+15
1.019745845552297112e+02 1.794412609231257338e+00 1.542419065436892250e+15 2.621668941089455000e+15
1.020997067448680298e+02 1.795988958704177962e+00 1.543358981533216750e+15 2.618850604112054000e+15
1.022248289345063483e+02 1.797567920540978248e+00 1.544299716097245750e+15 2.616029815708186500e+15
1.023499511241446669e+02 1.799149501324819767e+00 1.545241269423409000e+15 2.613206574554793000e+15
1.024750733137829855e+02 1.800733707651085425e+00 1.546183641795322250e+15 2.610380879352550500e+15
1.026001955034213040e+02 1.802320546127381462e+00 1.547126833485709500e+15 2.607552728826015500e+15
1.027253176930596226e+02 1.803910023373536342e+00 1.548070844756323000e+15 2.604722121723767000e+15
1.028504398826979411e+02 1.805502146021600973e+00 1.549015675857865000e+15 2.601889056818557000e+15
1.029755620723362597e+02 1.807096920715849375e+00 1.549961327029909750e+15 2.599053532907452000e+15
1.031006842619745782e+02 1.808694354112777791e+00 1.550907798500821500e+15 2.596215548811979000e+15
1.032258064516128968e+02 1.810294452881104466e+00 1.551855090487677250e+15 2.593375103378275000e+15
1.033509286412512154e+02 1.811897223701770976e+00 1.552803203196185500e+15 2.590532195477230000e+15
1.034760508308895339e+02 1.813502673267941345e+00 1.553752136820606250e+15 2.587686824004627000e+15
1.036011730205278525e+02 1.815110808285001598e+00 1.554701891543670500e+15 2.584838987881303000e+15
1.037262952101661710e+02 1.816721635470561091e+00 1.555652467536499250e+15 2.581988686053277000e+15
1.038514173998044896e+02 1.818335161554450963e+00 1.556603864958523000e+15 2.579135917491914500e+15
1.039765395894428082e+02 1.819951393278725682e+00 1.557556083957399750e+15 2.576280681194060500e+15
1.041016617790811267e+02 1.821570337397661277e+00 1.558509124668933000e+15 2.573422976182191000e+15
1.042267839687194595e+02 1.823192000677757552e+00 1.559462987216992000e+15 2.570562801504558000e+15
1.043519061583577781e+02 1.824816389897735425e+00 1.560417671713426250e+15 2.567700156235345500e+15
1.044770283479960966e+02 1.826443511848539814e+00 1.561373178257986500e+15 2.564835039474800000e+15
1.046021505376344152e+02 1.828073373333336971e+00 1.562329506938239250e+15 2.561967450349392500e+15
1.047272727272727337e+02 1.829705981167516260e+00 1.563286657829485750e+15 2.559097388011957000e+15
1.048523949169110523e+02 1.831341342178689935e+00 1.564244630994677250e+15 2.556224851641844500e+15
1.049775171065493709e+02 1.832979463206692472e+00 1.565203426484332750e+15 2.553349840445063000e+15
1.051026392961876894e+02 1.834620351103580571e+00 1.566163044336453500e+15 2.550472353654431000e+15
1.052277614858260080e+02 1.836264012733633821e+00 1.567123484576441000e+15 2.547592390529724500e+15
1.053528836754643265e+02 1.837910454973354035e+00 1.568084747217010250e+15 2.544709950357821000e+15
1.054780058651026451e+02 1.839559684711466359e+00 1.569046832258107000e+15 2.541825032452850500e+15
1.056031280547409636e+02 1.841211708848917716e+00 1.570009739686822500e+15 2.538937636156346000e+15
1.057282502443792822e+02 1.842866534298877923e+00 1.570973469477307000e+15 2.536047760837386000e+15
1.058533724340176008e+02 1.844524167986739016e+00 1.571938021590685000e+15 2.533155405892747500e+15
1.059784946236559193e+02 1.846184616850115923e+00 1.572903395974970000e+15 2.530260570747050500e+15
1.061036168132942379e+02 1.847847887838846237e+00 1.573869592564977500e+15 2.527363254852912500e+15
1.062287390029325564e+02 1.849513987914989777e+00 1.574836611282239000e+15 2.524463457691087500e+15
1.063538611925708750e+02 1.851182924052828582e+00 1.575804452034914750e+15 2.521561178770624000e+15
1.064789833822091936e+02 1.852854703238868250e+00 1.576773114717708500e+15 2.518656417629010000e+15
1.066041055718475121e+02 1.854529332471836156e+00 1.577742599211777500e+15 2.515749173832322000e+15
1.067292277614858307e+02 1.856206818762682120e+00 1.578712905384647250e+15 2.512839446975373000e+15
1.068543499511241492e+02 1.857887169134579519e+00 1.579684033090123000e+15 2.509927236681862000e+15
1.069794721407624678e+02 1.859570390622922842e+00 1.580655982168201250e+15 2.507012542604527500e+15
1.071045943304007864e+02 1.861256490275330133e+00 1.581628752444980750e+15 2.504095364425288500e+15
1.072297165200391049e+02 1.862945475151641883e+00 1.582602343732575500e+15 2.501175701855398500e+15
1.073548387096774235e+02 1.864637352323920805e+00 1.583576755829024500e+15 2.498253554635601500e+15
1.074799608993157420e+02 1.866332128876452057e+00 1.584551988518202000e+15 2.495328922536264000e+15
1.076050830889540606e+02 1.868029811905743465e+00 1.585528041569729000e+15 2.492401805357543000e+15
1.077302052785923792e+02 1.869730408520526410e+00 1.586504914738883500e+15 2.489472202929526500e+15
1.078553274682306977e+02 1.871433925841753165e+00 1.587482607766508500e+15 2.486540115112384000e+15
1.079804496578690163e+02 1.873140371002600002e+00 1.588461120378923250e+15 2.483605541796514000e+15
1.081055718475073348e+02 1.874849751148464083e+00 1.589440452287831500e+15 2.480668482902703000e+15
1.082306940371456534e+02 1.876562073436966793e+00 1.590420603190231000e+15 2.477728938382265500e+15
1.083558162267839720e+02 1.878277345037951518e+00 1.591401572768321250e+15 2.474786908217196500e+15
1.084809384164222905e+02 1.879995573133483644e+00 1.592383360689412500e+15 2.471842392420325500e+15
1.086060606060606091e+02 1.881716764917851670e+00 1.593365966605833750e+15 2.468895391035462500e+15
